,BIRC3,LTB,CD38,CD3E,SELL,MYC,CD5,FOXP3,ITGAM,MBP,SLC2A1,PDCD1,TBX21,PRF1,ACTN1,ITGA4,CD69,CXCR4,FLNA,HAVCR2,ITGB2,RASGRP2,KLRB1,CD19,FAS,NT5E,EIF3E,NPM1,BTLA,CD3D,IL2RB,CD8A,CX3CR1,IL7R,FCGR3A,KLRD1,CCR7,IL17A,CD28,STAM,VCL,USP15,USP28,IL10RA,IL2RA,TIGIT,PTPRC,SYNE1,TTN,B3GAT1,IFNG,CD4,CTLA4,NCAM1,IL17RA,IL4,CCR6,CCR8,ZNF683,PDE3B,TNFRSF18,GZMK,CD3G,ATM,BCL2,CD27,GZMH,IGF1R,TCF7,ENTPD1,S1PR5,CXCR3,CCR10,CD8B,CD52,AIF1,PLEK,RGS19,GZMB,FHIT,RASSF1,ITGB1,PRKCB,TFRC,NPAT,CD2,PECAM1,OSBPL5,LMNA,TNFRSF8,PXN,GNLY,NKG7,FOXP1,SATB1,GIMAP5,KLRF1,EEF1B2,EIF3L,CCR4,FCMR,EEF2,RPS5,LILRB1,ARHGAP45,MYO1G,FCGR3B,PDK1,GPR183,EMP3,LGALS1,CD14,RAP1B,RAP1GAP2,SGSM3,TXK,RSL1D1,FGFBP2,MCAM,SELPLG,CASP2,CD6,CASP8,CCDC141,EPHX2,RACK1,GIMAP8,ADRB2,EXOSC8,WDR43,MAML2,UBQLN2,LEF1,APEX1,RPS8,SNX20,GP1BA,SLC9A3R1,TPCN1,PRKCA,LMO7,TNFSF8,SLC40A1,FGR,PIK3R5,NOP53
cell1,1.2332365606165186e+74,0.08009176737304695,7.574728208673201e+74,-0.06583276033558191,1.4481146055809081e+75,6.398066268090016e+74,4.170719379471295e+75,6.055738520423779e+75,1.2695354270716564e+76,8.889742345006898e+75,4.478646403005642e+74,-0.18173274376625942,-0.05826247712205238,3.519737037966025e+76,5.441033395298122e+72,1.4971924331833542e+76,8.040188553395133e+76,8.375130228794193e+76,8.709115592799052e+76,0.03184862407864951,0.1782311272915058,1.2659383279479107e+77,1.2005272840676352e+77,2.888617177547489e+77,2.6643498820374197e+77,-0.012098752131552579,1.004246462654467e+73,5.843671176211011e+74,3.7260057164381043e+77,0.07006580124499434,1.9601173904336686e+77,1.659157191817057e+78,1.243478474229813e+78,2.5913578772486618e+78,-0.15104112276515125,6.316003307867841e+78,-0.03374414909700526,-0.10021918608992822,3.264051496519709e+79,5.896091706818313e+76,-0.13264613887495202,2.692810137010652e+66,6.180532033932338e+74,7.239067933192616e+78,5.8372293068767204e+79,-0.15640255067564532,0.02736244793126801,1.1977151472632192e+74,2.1902446179384765e+77,4.685035814633605e+79,2.816655273405357e+80,-0.08290828270752765,1.047952556205698e+81,8.910530026602913e+80,4.583154586237376e+80,2.2476477155690456e+81,3.2082280811586497e+81,3.224216388088277e+81,-0.0018183051081615297,1.7772766313170333e+77,1.6108642885146233e+81,0.005152873075270223,-0.014841431287443297,-0.10795068807594506,0.1912772435588008,7.954494975789625e+81,6.980084658493901e+79,-0.13281643063543735,1.6718851448251866e+76,2.6089178283693936e+81,-0.04851773998507765,1.5286260275125207e+82,1.61970650411381e+82,6.993120600033974e+81,-0.03796969816496914,5.75228343458451e+79,0.050546149309776384,9.867191293915521e+76,0.20326481169694732,0.37825925008984884,0.09050915766214118,5.184139688942008e+80,0.08811813593531966,1.6328083514790226e+81,-0.04486946191874234,2.85761598715582e+82,1.4876286961769703e+81,9.949646931469134e+76,-0.0233869221849183,-0.11463690476614184,0.10670069641130037,0.09715481633325017,6.370325571580638e+82,-0.10332318728871603,3.795716892847461e+75,5.150631526495107e+80,1.555898150871399e+82,4.555822716729346e+74,3.546324984892218e+74,4.1784508193207423e+80,2.126022242674952e+77,6.980649677428832e+74,1.9325362848344916e+75,4.63602151316032e+80,0.12611950964108704,0.12626496831560954,8.424955467695696e+82,3.332112923836198e+74,0.10900555846384755,2.69961681979953e+71,5.831675028355236e+79,1.5489336809803403e+77,4.803692379848929e+80,0.12141855067288639,3.6604135934448844e+80,1.7867832740779927e+76,1.4809725761650093e+75,6.688448434404531e+82,0.03423896869623651,1.2202960491178198e+82,5.480891442205705e+80,2.8189246529960894e+82,2.1066218898735948e+82,-0.008541757268577413,1.9928560252426539e+77,8.232662572650813e+80,0.022147147152864394,-0.05157383023470377,1.7274829567124286e+67,3.375211943206342e+75,1.7414411523180735e+82,-0.06133613399958093,1.4799089900202777e+76,5.089837594479791e+74,8.224510791479485e+80,1.0933852600095666e+82,-0.08647214081644777,3.389879516426273e+80,6.908152126309959e+74,1.957534843487129e+81,4.973104523302484e+72,0.05367828332449505,0.00818118819498652,0.059920094015461806,-0.04428950434698285,0.04923155890774084
cell2,1.2799714648115582e+74,0.012403117361502274,7.86178116221103e+74,1.6925973381850347e+75,1.5029925580488665e+75,6.640528277100858e+74,4.328773541056112e+75,6.285227629504955e+75,-0.017772574352006226,9.226629257121138e+75,4.648369809894658e+74,1.064620647479023e+76,2.4337210780873915e+76,-0.037197275198489615,5.6472275534766176e+72,1.5539302458308993e+76,-0.014380986784003517,8.692515328590462e+76,0.13780306503003634,1.221947546874827e+77,1.8742966997362977e+77,1.3139125028652503e+77,1.2460226329700256e+77,2.998084615799028e+77,2.765318455671692e+77,2.6017327978639914e+77,1.0423035262537662e+73,0.14836935052398553,3.8672069472067193e+77,1.1318231333527636e+77,2.0343982716355314e+77,1.7220328434806091e+78,-0.08818710517027165,2.6895603357191882e+78,0.07802482197021642,-0.17990051052085987,1.117328348011293e+79,1.668345017909501e+79,3.3877464459309274e+79,-0.08172825252054777,2.2217342371177682e+77,0.07527392892990928,6.414750335355223e+74,7.513400658253906e+78,-0.040347127810185464,7.374794060476348e+79,6.688036436711966e+79,1.243103927038213e+74,2.2732464325553617e+77,4.8625805833661936e+79,2.923395633330501e+80,5.89238854976254e+80,1.087665912003986e+81,0.0893380826351518,4.756838449771056e+80,2.3328248859562154e+81,3.329807538658541e+81,3.346401740690908e+81,-0.041946920000120534,1.8446285536855697e+77,1.6719098255990145e+81,7.286377207826717e+79,7.238156307577756e+80,0.03171041747764854,7.293070330903373e+80,8.255939623544482e+81,0.011895331725729172,5.695892730389595e+80,0.06431094837977687,2.7077857411894787e+81,4.6805237895338685e+78,1.586555052021921e+82,1.6810871270301466e+82,0.06815809393650558,4.845625229630775e+79,0.16570044518749372,1.4263397976771154e+77,-0.03769839151109031,2.145388765154394e+82,-0.012278388743803334,0.16958416357338812,-0.07624079397465303,3.87403840693587e+80,0.07359789688259465,5.195849831734026e+74,0.10091409676182456,0.028349057126135453,1.0326700135182315e+77,2.01668197812801e+82,-0.01661297763917073,5.313919083975054e+80,2.1697899740590436e+82,-0.09319177336442674,-0.03121190115363928,3.939559908051323e+75,5.345820575070155e+80,1.6148606835600696e+82,4.728470807935377e+74,3.6807170096717614e+74,4.3367979726252294e+80,-0.07083826664626214,7.245189348334047e+74,2.0057719486231383e+75,4.811708829108347e+80,0.07687934403079427,-0.09967524296828173,0.009514980714443164,3.458387138561626e+74,6.21693608937819e+76,2.801921874211455e+71,6.052672996182705e+79,0.047984787233620735,4.985733774277306e+80,3.7442860644822566e+80,0.0011618847927270443,0.3139974643847345,-0.028178701060726147,6.941914806370585e+82,1.8088752608783793e+81,-0.07354712300551323,-0.023052251929210003,2.9257510136457847e+82,-0.028436803593896966,1.8072309138815126e+77,-0.11407158062563416,8.54464869833832e+80,4.410301974432877e+80,7.180234751771345e+76,-0.017783677940017385,3.503119444363172e+75,-0.08569352387181506,5.1404058871625075e+76,1.5359918269022786e+76,5.282722787753179e+74,-0.09995420230309304,1.1348203398690794e+82,-0.16232441734196915,0.07851636345839301,7.16994441993646e+74,2.0317178561307777e+81,5.1615659838776285e+72,4.1005027331448986e+82,1.5862256128602513e+81,0.4584857532797447,0.44018560318971756,1.5263360488234648e+75
cell3,1.3296408446416641e+74,9.313333092914704e+73,8.166858115426172e+74,0.08304290656625066,1.56131628658491e+75,-0.08937259656652045,4.496751893011702e+75,6.529126315554582e+75,0.09260425615741563,-0.10975640597189965,4.828750116820052e+74,0.005801382525764499,0.06226488768279386,3.794881110026516e+76,5.866368603142103e+72,0.0927930500705949,-0.15079336200922538,9.029828977686806e+76,-0.21082432309123342,1.2693653046192366e+77,1.9470289107682224e+77,1.364898966987673e+77,1.294374626069347e+77,3.114425493419173e+77,2.8726268266018053e+77,-0.026641513391358885,1.0827501855481429e+73,6.300481291813951e+74,4.0172741760653823e+77,1.175743607094946e+77,2.1133432350644252e+77,1.7888564452046902e+78,0.17138064585752794,0.14151381569476626,5.995323020702929e+78,6.809736461944183e+78,1.1606863506215219e+79,1.7330852599073265e+79,-0.02236018030802255,6.356999628051416e+76,2.3079487854406867e+77,0.050226616794509626,6.663675158823038e+74,7.80495868229589e+78,6.293535850155592e+79,7.660973446055492e+79,6.947566145947741e+79,0.0881543931992903,2.361459915129091e+77,0.07478548063089178,-0.054613272345179945,6.121043088579003e+80,0.08445816737824148,0.12262947379094594,4.941427889651196e+80,-0.06712270091247449,0.02673744105510922,0.07813485181305387,1.268299622992407e+78,-0.02548530186534034,1.7367884002019161e+81,7.569125571419534e+79,7.519033455853622e+80,0.3058129886249672,7.576078421592835e+80,0.012618934730405394,7.525730226770442e+79,0.11978162337086753,0.14348075265168864,0.019763656951959155,0.12339906542224795,0.07481456907637664,1.7463218274398576e+82,-0.049220933264808475,0.026596810397919193,6.201949608723554e+79,1.4816890106285553e+77,0.03422802735173562,0.005281149601715357,0.08974277754208479,0.24769018894558595,-0.13186589439663374,4.024370731054394e+80,1.7604478693959433e+81,5.397475138178326e+74,3.081000885121256e+82,-0.048683270270661105,1.072742843695074e+77,-0.022221426468534353,3.4680669725989135e+82,5.520126075790502e+80,2.2539888217176972e+82,6.86830519312891e+82,-0.08373462119392598,4.092434798481217e+75,5.553265506419342e+80,1.6775254623223498e+82,4.911959439542869e+74,3.82354748380849e+74,4.505087713194146e+80,0.09087024660397645,-0.04644571122894594,2.0836060656387092e+75,4.998427517794145e+80,-0.023063195892395846,0.039463206676749574,-0.06924007555657145,3.5925900869141186e+74,6.458184717564037e+76,2.910650643289897e+71,6.287547383854373e+79,1.6700165674970148e+77,5.179205512807682e+80,-0.03993433463283369,3.9465546007594534e+80,0.02504616241899646,1.596742822868277e+75,0.05819201650448552,1.8790687885216517e+81,1.3156887504622446e+82,5.909342424101054e+80,-0.13096349820497433,2.2713002504497973e+82,0.0746948539175367,-0.11548182647327654,8.876224372781237e+80,4.581444042795957e+80,7.458864250130955e+76,1.8625233560371525e+67,0.1138545116764908,1.8775726884908416e+82,5.3398796875631895e+76,1.5955960943127078e+76,5.487719205169951e+74,8.867435352452028e+80,-0.06515237015497004,1.1946751520343785e+82,-0.053181518992107636,7.448174601268669e+74,-0.042919216744733896,5.3618609032718824e+72,4.259623020859237e+82,0.04045937606345609,-0.03095983900769437,0.136888338359588,1.585565623108199e+75
cell4,1.0836203390599698e+74,7.590107662977574e+73,6.655762415660275e+74,-0.07250920288057919,-0.18124995017455933,5.621853065473407e+74,-0.017637097339462168,0.14693044681095227,0.07206880916286634,7.811239077469752e+75,3.935297159312649e+74,0.014310449167598067,2.0603816040560843e+76,3.0927226489100826e+76,4.780927391336855e+72,1.3155530932955023e+76,-0.016924199389829475,7.359059687348526e+76,-0.18921430603339387,-0.11725878847942968,1.5867744563869972e+77,-0.1628448047133448,0.04390620250509635,2.538170230522224e+77,0.032912115755356054,2.2026198662013828e+77,8.824113127309375e+72,5.1347171690686e+74,3.27396681766196e+77,9.581983671020382e+76,-0.04205839919774983,0.08053456435116046,1.0926197040290982e+78,2.2769744193815675e+78,4.886021658141064e+78,5.549745981058264e+78,9.459271215015447e+78,1.4124163262047899e+79,0.04617471130405761,5.180778042516913e+76,-0.04145682437197729,2.3661184941134486e+66,5.430710077904785e+74,6.360824434464357e+78,5.12905682712357e+79,6.243480468126969e+79,5.6620733433789655e+79,1.0524083824808126e+74,0.05991879247894758,4.1166474138776577e+79,-0.007051057526843079,-0.06849249812309564,-0.220718101799655,7.829504798174696e+80,4.027126412973034e+80,-0.031793082791667863,-0.15213052660216453,2.833054555174962e+81,1.033628948023968e+78,1.5616574851367802e+77,1.4154342826385003e+81,6.168627002654664e+79,-0.03691227351381599,0.024036011478913995,6.174293382333497e+80,6.989455890285032e+81,6.133261002676716e+79,4.822127196923627e+80,-0.15115238095097105,2.2924039977730897e+81,-0.03276754034177141,1.3431731649286505e+82,1.4232037609134892e+82,6.144715424190589e+81,4.102293057808978e+79,5.054416585441947e+79,1.207535369080399e+77,8.670103949997266e+76,1.8162802570401955e+82,0.1077704415156058,-0.008368183229719814,4.555200021524842e+80,3.279750312772193e+80,1.434716092559825e+81,4.398792247448444e+74,2.510930103594192e+82,1.3071496285682186e+81,8.742556072142089e+76,1.707317443390766e+82,2.8263782087283204e+82,-0.003482577166072899,1.8369382537171938e+82,5.597477869410276e+82,4.562545330090404e+75,3.3352206362960854e+75,4.525757068314116e+80,1.3671366351214728e+82,-0.0030053396356255462,3.116084946933962e+74,0.016645915349644574,-0.029653224533331326,0.17128710038168035,1.6980810422707117e+75,4.073579525949719e+80,0.1564130278338163,0.10135935373948539,7.40284012980086e+82,2.9278610865286105e+74,5.263241078642304e+76,2.3720993903559916e+71,5.124176393501267e+79,0.0363261400876938,4.2209085682550816e+80,3.1699023347595665e+80,3.2163323290103724e+80,-0.046487148527526584,1.3013010288311334e+75,5.87700607631295e+82,1.5313888452964832e+81,-0.06237812713450337,0.1101416095668718,2.4769328009032225e+82,-0.060280877898184995,-0.03613091649587099,1.7510827936300993e+77,7.233876202861179e+80,3.7337495813591457e+80,-0.037790522257711213,-0.1341355599734816,-0.14618603870714014,1.5301695653464222e+82,4.3518535557142065e+76,1.3003664769247277e+76,4.47233865425875e+74,7.226713395530522e+80,9.607357939359409e+81,-0.035786511910633166,2.978619437884579e+80,6.070055323082171e+74,-0.08836724040507436,-0.14292728486295567,3.471474391549015e+82,0.005693969640078272,0.4633051687182899,0.5340353509418847,1.2921919216293155e+75
cell5,-0.19340549124013706,9.904342008291946e+73,0.0905651337396809,1.8698561888464413e+75,-0.1727433537980076,7.335963856271542e+74,4.7821084278307175e+75,6.943454013664356e+75,1.455637628153885e+76,-0.031194338448615036,5.135174716981799e+74,1.1761140476546907e+76,-0.1836756760307539,4.0356980706620824e+76,6.238638778680413e+72,-0.10630173160339998,0.1035723133755565,9.602847184692059e+76,9.985791727027155e+76,1.3499171547910352e+77,-0.24641909259279182,-0.10662349564363081,0.19277314900144948,-0.02080717589764937,0.08434772393938988,2.8742017159422747e+77,-0.028708019565227835,6.700299549947808e+74,4.272203837646548e+77,1.2503543771660338e+77,2.247452547027665e+77,-0.0343424060095922,0.09470856462746631,2.9712270754325484e+78,0.005167321388084352,7.241871221887464e+78,1.234341611775648e+79,1.843064021484463e+79,3.742531383724759e+79,0.18515691399818585,2.454407447964765e+77,3.0875513020919253e+66,-0.0903666764709783,8.300248619783165e+78,-0.08349883309451696,8.147126315486488e+79,0.13335273243512577,-0.1194844560563399,2.511314306593845e+77,0.1501576475655471,3.2295509948581285e+80,0.11906958023577552,1.2015727492155782e+81,1.0216731661783035e+81,0.17080669141108704,2.5771321696497686e+81,3.6785247698100497e+81,-0.051177965131553906,1.3487838467477417e+78,2.0378090166030727e+77,1.8470021570172952e+81,8.0494499246548e+79,-0.24394052850087677,0.06691141466042465,8.056843991350552e+80,9.120550677682555e+81,8.003300782271037e+79,6.292400462088004e+80,-0.070377103946384,0.097872276439324,5.170696052427649e+78,1.7527085243734824e+82,-0.02615080070979743,0.05149812579595753,0.05150023104035648,6.595515207087537e+79,1.5757145765952834e+77,1.1313630659954134e+77,0.023582778801566385,0.0809975776603375,-0.06696107300470452,0.09100628723267037,4.279750728431041e+80,1.872163017505637e+81,5.739990099832305e+74,-0.008943138166656516,1.7057013618529587e+81,0.1397593430697578,2.2278808979938893e+82,-0.10450993750588636,0.007852883819523785,2.3970232730259253e+82,0.07506021132769296,5.953671724311633e+75,4.352134030471803e+75,5.905666670536155e+80,1.783978489838256e+82,5.223664367497155e+74,0.033552298235865495,4.790973225554894e+80,-0.042991091836218534,0.010512052531419274,2.2158283053719157e+75,5.315619568847351e+80,0.032988860377223345,0.12259423304229809,9.659976344721943e+82,3.8205699894344584e+74,-0.006503475742348335,-0.027826638577892582,0.11764880644108414,0.24940869616062378,5.507869440329933e+80,4.13640994968778e+80,4.1969965135314094e+80,0.003012463492062151,1.6980695159506605e+75,7.668913373723958e+82,-0.14010478644010219,1.3991802108907671e+82,6.284339648168739e+80,3.232153044595688e+82,2.4154332567669054e+82,1.9964948737421066e+77,0.009504907550800034,9.439495082296981e+80,4.872175003192328e+80,7.932191599903255e+76,1.9807160479052998e+67,0.09252281318187441,1.9967203864305956e+82,5.678739735937558e+76,1.6968500178728277e+76,0.1702801537378118,9.430148325084515e+80,-0.018738571210469096,1.2704872870442535e+82,-0.023047911782332748,7.920823603373509e+74,-0.09188157525454062,-0.020980548616686343,4.529931744530807e+82,-0.07356579125668566,0.1089140375207026,0.1021275303830253,0.017151777761413082
cell6,1.2994768998455455e+74,0.11448771231177397,7.981586537507821e+74,1.7183907627466738e+75,1.525896602790133e+75,6.74172302750056e+74,4.394739551551777e+75,6.381007967248013e+75,1.3377254727109566e+76,9.367233499094576e+75,-0.03503083676936047,0.028135935608420638,0.028554767483396633,3.708791257438148e+76,5.733285433042474e+72,1.577610528001771e+76,8.472047966463443e+76,-0.12247626941930834,-0.06727472076738593,0.035155984967320614,1.9028590337540365e+77,1.3339351640491497e+77,-0.23221397692499052,3.0437723098668584e+77,0.025828719396936956,2.6413805020977737e+77,1.0581871488781439e+73,6.15754993509373e+74,0.030605509816818602,1.1490709417645128e+77,2.0654003872385417e+77,1.7482748345548778e+78,1.3102689332442605e+78,2.73054644036339e+78,5.859314418560356e+78,6.655252252511252e+78,1.1343552709567785e+79,1.69376886231208e+79,3.439372181370627e+79,6.2127861085719e+76,2.2555911581634767e+77,2.8374479645380624e+66,6.512504464541175e+74,7.627897076692004e+78,6.150762056223554e+79,-0.12592768906829208,0.022713078819401166,-0.02098215551466302,2.307888345930344e+77,0.06640891594343855,-0.012468969518286235,0.04453019876311403,1.1042408102486115e+81,9.389137741068935e+80,4.829327724649415e+80,2.3683747130497326e+81,3.380550345358959e+81,-0.01946376737345941,1.2395272518915541e+78,-0.025387714891533658,1.6973879939663906e+81,7.397414024793032e+79,7.348458288133303e+80,7.306134603701233e+74,-0.14321371656259388,8.381751564199951e+81,7.35500313755263e+79,5.782692216680899e+80,1.7616864389822677e+76,0.0315643775808391,4.751850108293034e+78,1.6107325023368883e+82,0.026475479835353956,7.368739273376072e+81,4.9194675227709035e+79,0.1659178149912899,1.4480757340044748e+77,1.0397183770152128e+77,0.03164758541750893,0.005218360417041041,0.1033209073478665,5.462593298389423e+80,3.933074726528184e+80,1.7205107295563391e+81,5.27502918387229e+74,3.011105965007972e+82,1.5675330978372125e+81,1.0484068314192397e+77,2.0474141158279542e+82,3.389391154890481e+82,5.394897688825125e+80,0.11980653515521225,6.712492306120114e+82,5.471401788281247e+75,0.06032508149356064,5.427285325493894e+80,0.23191112554517423,4.80052778943056e+74,0.043938830924329694,4.402886267119374e+80,2.2402164200620077e+77,7.355598505122298e+74,2.036337828810649e+75,0.022904742916591146,0.10221948662477667,-0.03735254390131053,8.877481711233771e+82,3.5110893647503346e+74,6.311675735015265e+76,0.03894990943184011,6.144909442974428e+79,0.11201435080916143,5.06171117604324e+80,3.8013450932084733e+80,3.857023916144949e+80,1.882756045226221e+76,1.5605194603289157e+75,7.047702374288804e+82,1.8364406401509902e+81,0.02489277798418793,5.775284359188057e+80,2.9703364187826804e+82,2.2197740239157137e+82,1.8347712350146234e+77,2.0998974991677301e+77,0.122001581902436,4.477510393532462e+80,7.289654068005923e+76,1.820270553771495e+67,-0.025376195330855562,1.8349784803220944e+82,5.2187403312003955e+76,-0.06946772612273959,5.363225993466639e+74,8.666270630766154e+80,1.152113822593573e+82,1.167573009767554e+82,3.57195875108775e+80,7.279206922207133e+74,-0.1525401544365556,0.11966550963994471,4.162990133736926e+82,1.6103980428647336e+81,0.4980907182426208,0.0524169772262531,-0.051132317114001506
cell7,1.2960097997994544e+74,-0.017378920163639906,7.960291076961069e+74,1.7138059696707601e+75,1.5218253983058565e+75,6.723735614086624e+74,4.383014062854321e+75,6.363982968173398e+75,0.03104718560451966,9.342241030432519e+75,-0.09627168223420125,1.0779605875079306e+76,2.4642161594157977e+76,0.12610455209827182,0.07489988260556123,-0.1438535081979766,8.449443918712763e+76,8.801434532307143e+76,-0.06010361604242409,1.2372588289097752e+77,-0.09085489053663089,1.3303761268170852e+77,1.2616355813360385e+77,0.03013492099209926,-0.02755002632651762,-0.11616999924028211,1.0553638276532075e+73,6.141121138501569e+74,0.0977823348729162,1.146005135888604e+77,2.0598897469350136e+77,1.7436103085750877e+78,1.3067730392584697e+78,2.723261141417049e+78,5.843681336284655e+78,6.637495549491616e+78,1.1313287275740633e+79,1.689249762279375e+79,3.4301956831581735e+79,6.196209937801992e+76,0.03530463621657486,2.8298774444543256e+66,6.495128623130015e+74,7.607545285667995e+78,6.134351370191994e+79,0.20468088548817442,6.771839061795507e+79,1.258680303351839e+74,-0.1802587898390605,0.10814940249790682,-0.10324856174138067,5.966221524979562e+80,1.1012946144643196e+81,9.364086830276528e+80,4.816442722708467e+80,2.3620557149376813e+81,3.371530788135892e+81,0.04809378154455016,1.2362201019201494e+78,1.8677421710478156e+77,0.10995030414592377,7.377677179521395e+79,7.328852060371562e+80,7.286641298645751e+74,7.384454168959892e+80,8.359388433898808e+81,-0.11279570033502953,5.767263568081316e+80,1.7569861298544024e+76,2.7417149153832457e+81,-0.03790764783682661,1.606434949426361e+82,1.702151532939474e+82,-5.150554544297334e-05,-0.06661834128117781,6.045081649800162e+79,1.4442121613278788e+77,1.036944331833417e+77,2.1722709767042257e+82,0.02852493506197867,0.14580471841340936,5.448018697271939e+80,3.922580993575137e+80,0.13400507692969002,0.09579681717708984,3.003072112592967e+82,1.5633508041185565e+81,1.0456096048013843e+77,2.0419514642208344e+82,-0.1349451686519231,5.38050370457822e+80,2.1969779383332773e+82,6.694582882423006e+82,-0.28482786522586817,3.988923494074323e+75,5.412804928647739e+80,1.635095256996854e+82,4.787719627837248e+74,3.7268372350202636e+74,-0.031321682918796105,2.234239357711631e+77,-0.0011223646075503556,2.0309047295528125e+75,0.07136556808172005,-0.06562493561480817,-0.015020329458359056,-0.07116458781967008,-0.034293951397444816,0.03420467590115911,-0.1453055211005893,6.128514372145923e+79,-0.24173163951527143,5.048206157944146e+80,3.791202824616054e+80,3.8467330923534396e+80,1.877732713474838e+76,-0.10816269318765422,7.028898585449124e+82,1.8315408813104362e+81,1.282410600544165e+82,5.759875475297688e+80,2.962411342518766e+82,2.2138515033833772e+82,1.829875930269889e+77,2.0942948180296384e+77,8.65171509938344e+80,4.4655640661343847e+80,7.270204734233096e+76,1.8154139379119666e+67,0.02500010994242037,1.8300826226316198e+82,5.204816347753673e+76,1.55523815553989e+76,5.348916511634867e+74,8.643148382646967e+80,1.1490398980875719e+82,0.007199546180573452,3.562428502145264e+80,7.259785462188496e+74,-0.1710657854012722,0.19682530401352336,4.1518829695493386e+82,1.606101382316703e+81,-0.0682985777583496,0.4515103223104644,1.5454613883549496e+75
cell8,1.5393627887247585e+74,-0.014763617878311564,9.455002480064395e+74,2.035608941547936e+75,1.8075799962706855e+75,0.01777980449504289,5.206016769209079e+75,-0.04850300206169465,1.584672120347229e+76,0.09999480317478038,5.590380496987778e+74,1.2803702690970078e+76,-0.16706165761477457,4.393441125060843e+76,0.08758377283218995,1.8688404097025477e+76,1.0036004014704064e+77,1.0454088239554394e+77,1.0870978767897758e+77,-0.07067604925543021,-0.0069652446400174615,-0.16377886723799107,1.4985340906684123e+77,3.605658424337329e+77,3.325721273217229e+77,0.09331618025088005,1.2535304942191542e+73,-0.04836269439893206,0.05073328921050137,1.361191606843836e+77,-0.06566252155311443,2.071009669427436e+78,1.5521470518622034e+78,3.234610468012052e+78,6.940954921509044e+78,7.88382438218805e+78,0.0012402147152168284,0.07101451060602015,-0.06881488384786466,7.35967815278472e+76,-0.08284591754710909,3.3612462153593175e+66,-0.08480916750066154,-0.01705078422121426,0.05278655093697272,8.86932549928135e+79,8.043393703175594e+79,1.4950238973350606e+74,2.7339288914477606e+77,0.12427745458351705,3.5158334215926837e+80,0.019477909482303893,1.3080857484192518e+81,-0.08043587877184184,0.014176526462003517,0.21964222813494297,0.009075450298487655,4.0245634042331835e+81,1.4683463225848122e+78,2.2184498894127966e+77,2.0107290220015396e+81,8.762990618694742e+79,-0.20240178223878222,8.654860844151031e+74,-0.014173900035946086,-0.12045923998531244,8.712750601605992e+79,6.850188116514349e+80,2.0868970813507058e+76,0.16467513614368065,5.6290506088822675e+78,1.908076763027978e+82,0.0993086198696235,8.729022454033679e+81,0.04284917607570971,7.180172362851888e+79,1.7153932481960475e+77,1.231652352204762e+77,2.5801603576475374e+82,0.021932468379633155,-0.06856567652911962,6.470998333619775e+80,4.659127745949862e+80,2.038120258232764e+81,6.248809529477044e+74,3.566961810549583e+82,-0.14168466164297935,1.2419447116939383e+77,2.4253706267421638e+82,-0.17079827831479052,0.1221923006315794,2.6095065688876822e+82,7.951631057751553e+82,6.481432887374401e+75,0.14724529841523332,6.429172442272927e+80,1.9421186437253696e+82,5.686714281852077e+74,4.4266289962558936e+74,-0.07243462385411913,2.653764600312274e+77,8.713455875152958e+74,0.0651388935737221,5.786820820101832e+80,-0.16769754859282546,0.11320876321912776,1.0516281594141572e+83,4.159243089758907e+74,7.476822990954528e+76,3.3697425205569305e+71,7.279271326579588e+79,-0.03280945140721255,5.996112614698517e+80,0.08328586292479673,-0.0005449900278080487,0.0151052883764879,1.848594298672564e+75,8.348721537317679e+82,2.1754510491770313e+81,1.523210054931168e+82,6.841412754543687e+80,0.08189191864687023,-0.14769278532531568,2.1734734687009696e+77,2.48754254172521e+77,0.1003347850257119,5.304067264875165e+80,8.635337970454223e+76,-0.15375315545969076,4.2130405757949684e+75,2.173718971883439e+82,6.182129648339164e+76,1.8472666986109952e+76,6.353287636621481e+74,1.0266080549492876e+81,1.3647962092183266e+82,0.130645715217565,4.2313490797241525e+80,0.03573147720179904,2.4434535854092717e+81,6.2075779230738454e+72,0.23477930591889873,1.907680561705867e+81,0.1643292824742383,0.016252375968217422,1.835654138581856e+75
