"regulatoryGene","targetGene","weight"
"IL7R","CD69",0.0135796454750275
"IL2RB","PLEK",0.0135768327634882
"NKG7","PLEK",0.013575585108853
"BTLA","MYO1F",0.0135747457659969
"EEF1B2","FGR",0.0135745676508771
"TIGIT","CD3D",0.0135739772972535
"ITGB2","IL7R",0.0135733843080485
"MYO1G","GIMAP5",0.0135731876858669
"NOP53","TOMM7",0.0135720285858002
"CD14","SAMD3",0.0135709743229355
"EEF2","SELL",0.0135700265183441
"CD27","ZNF683",0.013569972544051
"PTPRC","CD5",0.0135669853177791
"TIGIT","AIF1",0.0135650921140519
"CD14","NPM1",0.0135649200041787
"IL2RB","CD27",0.0135633387165116
"EEF1B2","GZMK",0.0135632828174466
"CD3G","CD19",0.0135625682695003
"IL2RB","FCMR",0.0135614141253843
"EIF3L","GIMAP5",0.013560228788168
"RACK1","ZNF683",0.0135601912079381
"FCRL3","SAMD3",0.0135595714988734
"GZMH","CD3E",0.0135595141381648
"VCL","IL2RB",0.013558710767642
"SAMD3","FCRL3",0.0135583302425269
"NKG7","CD69",0.013556109307723
"FLNA","CD3G",0.013554531797222
"TOMM7","FGFBP2",0.0135543534995167
"AIF1","IL17RA",0.0135541451574206
"FGFBP2","AIF1",0.0135528917233492
"CD6","MYO1G",0.0135527906883093
"CD8B","TBX21",0.0135522515506459
"RSL1D1","CD8B",0.0135503507755987
"EEF1B2","FCMR",0.0135497905255159
"FLNA","FCMR",0.0135496759933463
"CD52","ITGAM",0.0135462647050745
"CD6","IL7R",0.0135462247492699
"TOMM7","GPR183",0.0135461232569948
"RPS8","IL2RB",0.0135428989329191
"BTLA","NOP53",0.0135415838403688
"VCL","PRF1",0.0135413664434171
"CD2","FCMR",0.0135410293682722
"KLRB1","RACK1",0.0135398781116655
"CD28","CD4",0.0135385888855664
"KLRB1","SELL",0.0135384038929834
"ITGB2","MYO1G",0.0135380433241206
"NPM1","GZMB",0.0135368023549979
"CD69","TBX21",0.0135351782876
"FGR","CD27",0.0135349156505566
"CD3D","CD52",0.0135335078252724
"FGFBP2","MYO1G",0.0135326839703061
"EEF2","CD14",0.0135318918820148
"MYO1F","EMP3",0.013531781187878
"BIN2","GZMB",0.0135316164342449
"CD300A","CD8A",0.0135310192854273
"AIF1","CD28",0.0135305951544807
"FGR","NKG7",0.0135302134300618
"CD3E","NOP53",0.0135296122475362
"GIMAP5","CD19",0.0135285866605075
"IL7R","CD8B",0.013528062412779
"BIN2","IFNG",0.0135272049047
"EIF3L","CD3G",0.0135262585700554
"GZMH","MYO1F",0.0135259880868488
"APEX1","CD28",0.0135257447007482
"NKG7","AIF1",0.0135249020599861
"FCGR3B","SELL",0.0135247630898555
"IL2RA","FCGR3B",0.0135216290839455
"FCGR3B","IL2RB",0.0135182475539919
"GIMAP5","FGFBP2",0.0135175233990179
"CD28","GNLY",0.013517157196698
"CD8A","RPS5",0.0135170665194894
"GNLY","SELPLG",0.0135157732161231
"GZMK","NPM1",0.0135140907333233
"ITGB2","RSL1D1",0.0135139694113526
"S1PR5","CD6",0.0135132566733753
"PTPRC","RACK1",0.0135129016402334
"PRF1","EIF3L",0.0135103498211002
"EEF2","TIGIT",0.0135103231770307
"BIN2","IL7R",0.0135102795516414
"CD5","CD69",0.0135100799796115
"GNLY","S1PR5",0.0135089439234774
"ARHGAP25","GZMB",0.0135061626824424
"SAMD3","CTLA4",0.0135045498267701
"PTPRC","CD6",0.0135033617933337
"BTLA","GNLY",0.0135027685081007
"PLEK","PTPRC",0.0135026315863297
"NKG7","ITGAM",0.0135015602922534
"RPS5","GZMB",0.0135011328573185
"FLNA","GZMK",0.0134996793567529
"IL2RB","ITGB2",0.013499483293617
"EEF2","GNLY",0.013494222791265
"CD3E","GZMB",0.0134938074995992
"CD14","GNLY",0.013493744592364
"EEF2","KLRB1",0.0134892554318111
"FGFBP2","CCR7",0.013488840981004
"EIF3L","ZNF683",0.0134875844470553
"RSL1D1","MYO1G",0.0134875385140527
"CD6","RPS8",0.0134871798012902
"KLRB1","ACTN1",0.0134867559073912
"TBX21","CD300A",0.0134860916704581
"TIGIT","LTB",0.0134845395847271
"CD19","AIF1",0.0134845392443954
"CCR7","GZMK",0.0134842081805524
"LTB","CD14",0.0134841771371137
"TIGIT","EIF3L",0.0134824613170455
"CD19","EIF3L",0.0134816000149979
"LGALS1","NPM1",0.013481522920933
"CD3E","CD14",0.0134805638165232
"CD3G","AIF1",0.0134805413108502
"EEF2","CD8B",0.0134791351377824
"CD52","GZMH",0.0134737158012161
"NKG7","CD28",0.0134726714976475
"FCRL3","NOP53",0.0134725556239113
"CD52","FCRL3",0.0134722065800023
"CD27","IL2RB",0.0134716335196306
"CD27","SELL",0.0134715225841507
"TBX21","ITGAM",0.0134704285911308
"RACK1","FCMR",0.0134688498704377
"RPS5","SAMD3",0.0134673439837538
"S1PR5","ACTN1",0.0134663263009825
"PTPRC","NPM1",0.0134653487781054
"GNLY","FGFBP2",0.0134649397678389
"CTLA4","IL2RA",0.0134644653330123
"CD2","EIF3L",0.0134624452150735
"IFNG","NOP53",0.0134605947062937
"LTB","EIF3L",0.0134593192964403
"IL2RB","ARHGAP25",0.0134592072108983
"ITGB2","GIMAP5",0.0134577404381626
"CD3D","PRF1",0.0134526538279098
"CD19","MYO1G",0.0134518764719444
"NPM1","GIMAP5",0.0134508805610986
"CD300A","CD52",0.0134507488220268
"ITGAM","MYO1G",0.0134500204851479
"FCMR","MYO1G",0.0134463406386123
"GZMK","FGR",0.0134454387545195
"SAMD3","TOMM7",0.0134433635866606
"NPM1","LTB",0.0134377287228992
"ITGAM","LTB",0.0134361333673962
"FCRL3","PLEK",0.0134342500036917
"CD4","AIF1",0.0134331927528738
"EIF3L","IFNG",0.0134328234383318
"PRF1","CD3D",0.0134323916969161
"SELL","FCGR3B",0.0134308958282432
"FCMR","KLRB1",0.0134298958872378
"CD6","ARHGAP25",0.0134295008825317
"FCMR","CD3E",0.0134293404456281
"GNLY","GIMAP5",0.0134289446335669
"CD3E","EEF1B2",0.0134268269636743
"GPR183","FGFBP2",0.0134260783155684
"NOP53","ITGB2",0.0134246271680707
"NPM1","NOP53",0.0134235699306069
"PLEK","GZMH",0.0134218026680611
"EEF1B2","GIMAP5",0.0134214764438148
"FGFBP2","RSL1D1",0.0134202808230696
"FLNA","GIMAP5",0.0134180348286653
"ITGB2","CCR7",0.0134179208818549
"FCGR3B","KLRB1",0.0134168452095522
"GZMK","PRF1",0.0134159798515165
"PTPRC","SAMD3",0.0134158894240712
"CD3G","SELPLG",0.0134137032221903
"CD3E","RPS5",0.0134132835472557
"CD8A","AIF1",0.0134132114897382
"TBX21","IL17RA",0.0134111446689522
"SAMD3","CD3E",0.0134104059767838
"CD300A","CD3G",0.0134103482479737
"SAMD3","ITGAM",0.0134097568290176
"TIGIT","PRF1",0.0134096534902043
"TBX21","RPS8",0.0134085471828491
"PLEK","GZMB",0.0134077615582893
"CD2","FCRL3",0.0134061705591529
"GZMB","TIGIT",0.0134048899670862
"IFNG","CD3E",0.0134041710711168
"GZMB","CCR7",0.0134037283968848
"EIF3L","CCR7",0.0134036597137276
"CD4","TOMM7",0.0134028867712855
"CD52","NKG7",0.0134023484561407
"MYO1F","NOP53",0.0134012171676556
"CD2","ITGB2",0.0133989228227681
"CD52","IL2RB",0.0133987136748877
"CD3D","CD19",0.0133984707620282
"MYO1G","CCR7",0.0133964539846035
"PLEK","S1PR5",0.0133956920158163
"CD8A","LGALS1",0.0133942507011135
"IL2RA","NPM1",0.0133940443333594
"GZMK","TOMM7",0.0133936431797812
"PLEK","TBX21",0.0133855195412442
"IL7R","IL2RB",0.0133854467074604
"S1PR5","LTB",0.0133853825411793
"ITGB2","CD3G",0.0133835425162479
"GZMB","NKG7",0.0133835362401289
"IL2RB","EEF1B2",0.0133833867946772
"AIF1","APEX1",0.0133828549054532
"CD6","RACK1",0.0133816602320459
"CD8A","CD6",0.0133816054808615
"LTB","CD69",0.0133809005266969
"PLEK","IFNG",0.0133808015439458
"EIF3L","PRF1",0.013380120719041
"EIF3L","PLEK",0.0133799393751697
"CD3G","ITGB2",0.0133797648736915
"BTLA","FCGR3B",0.0133779213365046
"EIF3L","CD28",0.0133772921150229
"MYO1F","GIMAP5",0.0133770975481901
"BIN2","AIF1",0.0133759864444843
"GZMK","CD3D",0.0133749200919259
"IFNG","KLRB1",0.0133747842541838
"AIF1","CD8B",0.0133739966320064
"LTB","CD5",0.0133737497208884
"NKG7","CCR7",0.0133722309296704
"AIF1","IL2RB",0.0133705121762528
"TBX21","TIGIT",0.013369497354445
"CD52","CD8A",0.0133682693012065
"TOMM7","APEX1",0.0133677694762142
"RSL1D1","CD2",0.0133659041453645
"EMP3","RPS5",0.0133625101242431
"TBX21","CD3E",0.0133614270984052
"IL7R","CD14",0.01336010907653
"TBX21","NOP53",0.013359647306202
"RPS8","ITGAM",0.0133590524433089
"EIF3L","FCGR3B",0.0133577052943943
"FGFBP2","GZMH",0.0133576805134203
"CD2","CD3D",0.0133575145011058
"LTB","CD8B",0.0133574528895929
"TOMM7","MYO1G",0.0133573000037761
"AIF1","CD5",0.0133566216772962
"GPR183","BIN2",0.0133561866822102
"CD6","PTPRC",0.0133557349187607
"FCGR3B","SAMD3",0.0133556535367438
"FGR","APEX1",0.0133552110823761
"IFNG","CD3G",0.0133543022916421
"NPM1","CD27",0.0133530058611581
"S1PR5","CD3D",0.0133524355356194
"CD5","FCMR",0.0133495074888095
"IL2RA","GIMAP5",0.0133487600197081
"ACTN1","PTPRC",0.0133472626326271
"ARHGAP25","AIF1",0.0133469031072069
"CD28","GZMB",0.0133409638708683
"CD3G","EIF3L",0.0133363375668308
"AIF1","CD27",0.0133361559844936
"PRF1","BIN2",0.013335792018679
"CD19","RSL1D1",0.0133354274785689
"GZMB","RPS5",0.0133353701396966
"MYO1F","LTB",0.0133338541332854
"IL7R","FGFBP2",0.0133327859493184
"RPS5","GIMAP5",0.013331927856605
"GPR183","GZMK",0.0133293637878715
"CD8A","CD69",0.0133293594773121
"ITGAM","FGFBP2",0.0133291040141173
"IFNG","EIF3L",0.0133289113501314
"CD27","CD8B",0.0133288468763421
"BIN2","MYO1G",0.0133288172412595
"PRF1","EEF1B2",0.0133278812490001
"ITGAM","VCL",0.0133267767177992
"CD27","FCRL3",0.013325345798491
"FGR","ZNF683",0.0133251426201259
"GNLY","LTB",0.0133243316426748
"CD3D","EIF3L",0.0133241301246452
"GNLY","APEX1",0.0133239169246523
"CD14","CD3G",0.0133229549537727
"CD52","NOP53",0.0133228498596372
"RPS5","SELL",0.01332177659125
"FCMR","EEF2",0.013321353252033
"GZMK","NOP53",0.01332066124923
"KLRB1","RPS8",0.0133205760612004
"CD3E","IFNG",0.0133200590471928
"IL2RB","VCL",0.013318745479692
"CD28","EIF3L",0.0133176153118781
"CD3D","EMP3",0.013317131435654
"NPM1","PRF1",0.0133166421668788
"ARHGAP25","NKG7",0.0133166400212149
"CD28","CD3E",0.0133155670015224
"MYO1F","GZMK",0.0133154790309103
"TBX21","CD2",0.0133105413819224
"LTB","EEF1B2",0.0133100205079517
"GPR183","ITGB2",0.0133084030878824
"CD3E","ARHGAP25",0.0133081262588481
"IL2RB","IL7R",0.0133075688378508
"PLEK","EEF2",0.013306212044502
"CD27","CD14",0.0133051614674266
"FCGR3B","CD52",0.0133026759588056
"CD3E","KLRB1",0.0133025889441852
"GZMH","TOMM7",0.013302500284892
"FGFBP2","CD52",0.013302375424504
"APEX1","EEF1B2",0.0133001604020604
"RPS5","FCRL3",0.0133001152031531
"CD3D","ITGAM",0.0132975505406454
"FGFBP2","PLEK",0.013295009984419
"VCL","GZMB",0.0132948750558076
"RPS8","IL2RA",0.0132947367353612
"LGALS1","ARHGAP25",0.0132938938920109
"MYO1F","IL17RA",0.013293406060015
"CD8B","S1PR5",0.0132924600193072
"AIF1","MYO1G",0.01329230141879
"NPM1","BTLA",0.0132922912785623
"IL17RA","ITGAM",0.0132920237280509
"IFNG","NPM1",0.0132918464514406
"CD300A","CD8B",0.0132915115290743
"EIF3L","CD19",0.0132901904881993
"ZNF683","GZMB",0.0132900477641371
"MYO1F","GZMH",0.0132893935887973
"IFNG","PRF1",0.0132889619411361
"GZMB","LTB",0.0132888251802025
"BIN2","IL2RB",0.0132882037743345
"PRF1","IL2RB",0.0132876434771114
"CD27","ITGAM",0.0132875163505553
"RSL1D1","TIGIT",0.0132860012865147
"GIMAP5","CD3G",0.0132859472954469
"EEF1B2","GZMB",0.0132808396703442
"CD19","TOMM7",0.0132796972879097
"CD52","MYO1F",0.0132789757596418
"FLNA","MYO1G",0.0132784044699967
"TBX21","SELPLG",0.013277722482478
"RPS5","CD3E",0.013277220127789
"BIN2","SAMD3",0.0132755540130038
"RSL1D1","PLEK",0.0132749895563317
"KLRB1","LGALS1",0.0132746207622195
"TBX21","MYO1F",0.0132722906778067
"NOP53","LTB",0.0132715261811451
"AIF1","TIGIT",0.0132705088772426
"SELL","CD69",0.0132702152052037
"CD8B","CD3D",0.0132684478733505
"EMP3","AIF1",0.0132671410690605
"IL2RB","CD19",0.0132662139807201
"CD19","PLEK",0.0132653899702916
"KLRB1","CD27",0.0132650859331993
"SELPLG","NOP53",0.0132641484684053
"GNLY","RSL1D1",0.0132628647251235
"ZNF683","RPS5",0.0132618458384235
"KLRB1","ITGB2",0.0132586421055654
"NPM1","MYO1G",0.0132585625352341
"RSL1D1","CD14",0.0132576705472343
"EEF2","CD19",0.0132574001717555
"CD300A","PTPRC",0.0132564387106366
"GNLY","RPS8",0.0132554117987939
"FGFBP2","CD2",0.0132546251155291
"EEF1B2","CD8B",0.0132526280093441
"CTLA4","S1PR5",0.0132524311944154
"PLEK","FLNA",0.0132521260440031
"FCGR3B","TBX21",0.0132504772684386
"GZMK","CD5",0.0132493550970223
"IL17RA","CD8A",0.0132483117509788
"CD300A","CD3D",0.0132479347153384
"ZNF683","EEF2",0.0132417049103034
"CTLA4","SELL",0.0132408600753047
"FCMR","CD3D",0.0132401516547419
"APEX1","SELPLG",0.0132399233808426
"CD19","CD3D",0.0132378761946711
"FGFBP2","CD27",0.0132367182104675
"KLRB1","NPM1",0.0132365827604546
"NOP53","CD5",0.0132361492803495
"ARHGAP25","CD19",0.0132336995678991
"VCL","CD52",0.0132321739587749
"FCMR","IL17RA",0.0132299835083928
"ITGB2","GPR183",0.013229476086367
"CD27","PLEK",0.013228921691269
"CD69","GZMK",0.0132288032983849
"CD19","CD8A",0.0132280725587588
"PLEK","FCGR3B",0.013227834863094
"PTPRC","CD14",0.0132276010486235
"SAMD3","CD300A",0.0132268286021822
"KLRB1","LTB",0.013225512809646
"FCGR3B","FGR",0.013224547790869
"GZMH","CD27",0.0132244673614038
"PLEK","CD8B",0.0132244173535958
"VCL","PTPRC",0.0132239302297018
"RPS8","FLNA",0.0132235975985248
"RPS8","S1PR5",0.0132208696596512
"IL17RA","CD3E",0.0132203870271362
"PRF1","RPS5",0.0132202182581387
"TOMM7","CD3D",0.0132201084371968
"CD300A","BIN2",0.0132189423600157
"CD3G","ZNF683",0.0132164005940666
"MYO1G","CD52",0.0132154828237619
"CD6","EEF2",0.0132147352565592
"BIN2","TBX21",0.0132134246323464
"IL2RB","S1PR5",0.013211982870934
"CTLA4","GIMAP5",0.0132116572226603
"CD69","NPM1",0.0132106624731557
"CD5","ZNF683",0.0132103463045155
"ARHGAP25","CD5",0.013210233006946
"PRF1","LTB",0.013209589957142
"AIF1","RPS5",0.0132093856950779
"CD3E","IL2RA",0.0132089246597014
"CD19","TBX21",0.0132083726527515
"CD28","EEF1B2",0.0132077244319251
"MYO1F","IL2RB",0.0132071232358491
"CD8B","CD2",0.0132065487790764
"AIF1","RPS8",0.0132059600589599
"FGR","RPS5",0.0132054789440325
"CD28","CD27",0.0132052257236277
"EIF3L","LGALS1",0.013204737750984
"ZNF683","CCR7",0.0132016967897183
"SELPLG","CD3E",0.0132016401873301
"NKG7","CD14",0.0132007603095647
"ZNF683","NKG7",0.0132007065068626
"BIN2","ITGAM",0.0132000292785742
"SAMD3","CD28",0.0131995156222502
"FGFBP2","ZNF683",0.0131991107612236
"PRF1","SELL",0.0131983858343479
"CD3E","GIMAP5",0.0131973671576791
"SAMD3","IL2RA",0.0131955537554227
"TIGIT","RPS5",0.0131946520238797
"CD8A","EEF1B2",0.0131942251087865
"ARHGAP25","CD27",0.013194073205367
"CD5","CTLA4",0.0131929044254993
"CD5","GZMK",0.0131928396079263
"FGR","GZMK",0.0131927951275819
"GPR183","FCGR3B",0.0131924692980377
"IFNG","RPS5",0.0131906208599215
"CD3D","MYO1F",0.0131904807014696
"NPM1","CD28",0.0131897226318058
"NPM1","CCR7",0.0131872680493742
"FCMR","CD300A",0.0131858346210168
"FGFBP2","CD3G",0.0131856693759951
"ITGAM","GZMB",0.0131840386833745
"CD8A","EIF3L",0.0131819412359764
"EEF1B2","ZNF683",0.0131817802693161
"FLNA","NPM1",0.0131816475069924
"CD28","ITGAM",0.0131812435811779
"FGR","EIF3L",0.0131801229041528
"BIN2","CD27",0.0131798141586753
"MYO1G","CD27",0.0131796727081648
"LGALS1","CD8B",0.0131794226395541
"PRF1","CD8A",0.0131749770168455
"FGFBP2","TIGIT",0.0131749022724693
"CD19","IL17RA",0.0131748183664007
"RACK1","CD8B",0.0131734657347742
"NOP53","MYO1F",0.0131701564089025
"FCGR3B","ARHGAP25",0.0131692771424774
"ACTN1","CD8B",0.0131683467767126
"PLEK","CD4",0.0131680516618107
"EMP3","LTB",0.0131674546920807
"CD14","ZNF683",0.0131656836680344
"PRF1","FCMR",0.0131652679325473
"MYO1F","CD52",0.0131649122793978
"MYO1G","MYO1F",0.0131638303157079
"LTB","ITGB2",0.0131624536355243
"APEX1","FGFBP2",0.0131612748018253
"CD5","IL7R",0.0131596578264522
"FCMR","SELL",0.0131546648873249
"RACK1","CD8A",0.0131538072009503
"IFNG","MYO1G",0.0131536894116194
"IL7R","FGR",0.0131534423138789
"AIF1","NOP53",0.0131528626292823
"AIF1","NKG7",0.0131521709827312
"CCR7","TBX21",0.0131520750869428
"FGFBP2","MYO1F",0.0131516766012917
"TIGIT","GZMB",0.0131498248351806
"CD3E","EEF2",0.0131494776255945
"CD19","CD3E",0.0131492627964409
"CD8A","CCR7",0.0131482973480839
"SAMD3","CD27",0.0131479607321906
"GNLY","RACK1",0.0131479345896185
"ARHGAP25","GZMK",0.0131471033111173
"FGR","IL7R",0.0131463908077896
"RPS8","CD28",0.0131462987383648
"IFNG","TOMM7",0.0131456084873664
"ITGAM","CD14",0.0131455310817775
"IFNG","ARHGAP25",0.0131449803709472
"ARHGAP25","CD8A",0.0131437361670026
"PLEK","CD19",0.0131424711669636
"TBX21","FGR",0.0131422000539876
"CD300A","LTB",0.0131418851451607
"ZNF683","CD6",0.0131415660256259
"RSL1D1","RPS8",0.0131411519376568
"CD8A","CTLA4",0.0131410493170133
"PTPRC","KLRB1",0.0131397654914559
"FGR","CD69",0.0131383433603621
"IL7R","EIF3L",0.0131382959807309
"TIGIT","TBX21",0.0131353667718225
"MYO1F","TBX21",0.0131353498151441
"CD69","KLRB1",0.0131346982218999
"PTPRC","FCMR",0.0131344947000952
"CD52","LGALS1",0.0131331659364529
"SAMD3","FGR",0.0131329698672174
"EEF1B2","CD3G",0.0131310388609216
"CD5","CD8A",0.0131306568981876
"RSL1D1","CD6",0.0131304903981288
"CD6","BIN2",0.0131271406405453
"GNLY","BTLA",0.0131264828333025
"ITGAM","CD5",0.0131264052719684
"LTB","ARHGAP25",0.0131253538946457
"IFNG","GNLY",0.013125305893544
"IFNG","CD52",0.0131251999096722
"LGALS1","IFNG",0.0131242177332749
"NPM1","ZNF683",0.013123404634573
"CD8B","EMP3",0.0131224017997687
"RPS8","KLRB1",0.0131214568518683
"GZMH","EEF2",0.0131211010148901
"CD52","FGR",0.0131208570409833
"CD8B","IL2RB",0.0131199700232671
"PTPRC","CD8A",0.0131194114136844
"CD300A","FCGR3B",0.0131177643596957
"IL17RA","CD52",0.013117498870953
"RPS5","MYO1G",0.0131158604325572
"CD6","ITGB2",0.0131158103360206
"EIF3L","TOMM7",0.0131144112486473
"TOMM7","CCR7",0.0131126468280244
"GZMH","NPM1",0.0131106784893936
"PTPRC","NKG7",0.0131099970578721
"LTB","IL2RA",0.0131097745875793
"TIGIT","SELPLG",0.0131096869057819
"PTPRC","IL2RB",0.0131090482081783
"GZMB","ACTN1",0.0131089240318776
"CD5","RACK1",0.0131080478312691
"RSL1D1","ITGAM",0.0131077074038155
"RACK1","PRF1",0.0131063641906636
"KLRB1","CD5",0.0131056432399833
"GIMAP5","LTB",0.0131056216984742
"CCR7","BIN2",0.0131048285881442
"ITGAM","EIF3L",0.013104735121243
"CTLA4","FGFBP2",0.0131045866967058
"GNLY","CD52",0.0131044243229714
"FCGR3B","CCR7",0.0130994443065289
"VCL","APEX1",0.0130992740721187
"PLEK","LGALS1",0.0130985062882128
"RPS8","CD6",0.0130983678781677
"CD2","EEF1B2",0.0130983049331755
"CD300A","CD4",0.0130981572699855
"CD28","CD8A",0.0130977297714462
"IFNG","EEF2",0.0130974987535191
"EEF2","CD3G",0.0130966138367797
"PLEK","FGFBP2",0.0130953498269236
"CD8B","KLRB1",0.0130952457436798
"KLRB1","MYO1F",0.0130948711049843
"CTLA4","NPM1",0.0130945438676145
"SELL","CD3D",0.013094543043871
"ITGAM","CD27",0.0130941716578477
"IFNG","IL17RA",0.0130849439184973
"LGALS1","FCGR3B",0.0130849038017776
"GIMAP5","CD3E",0.0130848710174412
"CD8B","FGFBP2",0.0130842341282333
"ZNF683","GPR183",0.0130835644872898
"RACK1","FCGR3B",0.0130827312864009
"EEF2","CD6",0.0130820026797856
"CD5","MYO1F",0.0130804449072099
"CD2","MYO1F",0.0130785270695706
"EEF1B2","PTPRC",0.0130781164764605
"ITGAM","NKG7",0.0130776342349049
"CD69","IL17RA",0.013076885710988
"CCR7","S1PR5",0.0130761768587537
"FGR","NOP53",0.013075739428792
"EEF2","CD28",0.0130747175885675
"IL2RB","CD8B",0.0130735686094542
"CD14","IFNG",0.0130729518737415
"GZMH","RPS5",0.0130727067465592
"LTB","SELPLG",0.0130725604208201
"MYO1F","ZNF683",0.0130688155528989
"CD300A","CD2",0.0130638155524217
"CD28","TOMM7",0.0130624352689141
"LGALS1","FCRL3",0.0130618063398626
"CCR7","MYO1F",0.0130604298004617
"CD69","CD28",0.0130593747489761
"MYO1G","PLEK",0.0130582583223961
"CD69","S1PR5",0.0130579314453824
"CD27","EEF1B2",0.0130569537830442
"LTB","GZMH",0.0130563308440634
"FGFBP2","IL7R",0.0130554498864917
"VCL","EEF2",0.0130553971894039
"ITGAM","CD8B",0.0130553946475674
"ITGB2","RPS8",0.0130553153672377
"NKG7","ARHGAP25",0.013053894575264
"CD28","KLRB1",0.013053429326746
"GPR183","RACK1",0.0130515830623693
"ITGB2","BIN2",0.0130515464102634
"PRF1","SELPLG",0.0130512935401686
"CD2","CD300A",0.0130508566342098
"RPS5","CD300A",0.0130504101084546
"EIF3L","ITGB2",0.0130498881147051
"LGALS1","EIF3L",0.0130496773524328
"CD300A","EEF1B2",0.0130492804880295
"CD27","GPR183",0.0130490849715323
"TIGIT","FGFBP2",0.0130485317146354
"PRF1","GIMAP5",0.0130473876287755
"NOP53","NPM1",0.0130445690156021
"FCMR","ITGAM",0.0130439042125601
"CD27","CD28",0.0130437890783219
"NKG7","FGR",0.0130423398714913
"CD3G","CD4",0.0130410737726625
"CTLA4","AIF1",0.0130382533629137
"CCR7","GPR183",0.0130374665372547
"RPS8","AIF1",0.0130345928707777
"GNLY","CD3E",0.0130345041262268
"GZMB","FGFBP2",0.0130343509532633
"CD3G","NPM1",0.0130335998349276
"CD3D","SELPLG",0.0130334856388954
"CD300A","RPS8",0.0130334556496758
"CD3D","IL2RB",0.0130322670442053
"CCR7","RACK1",0.0130318849755016
"EEF1B2","CD27",0.0130318025716465
"CD3G","SELL",0.0130287543435413
"CD3D","CD69",0.0130275839262901
"APEX1","CD2",0.0130270260330456
"FCMR","CD52",0.0130263957294498
"IL7R","CD3G",0.0130257253605958
"PRF1","TIGIT",0.0130250129988466
"CD3D","FLNA",0.0130239932250304
"CD69","CD27",0.0130235763183332
"GZMB","FCGR3B",0.013021658803069
"EEF1B2","CCR7",0.0130204589956681
"CD300A","SELL",0.013020395647555
"NOP53","TIGIT",0.0130197724154609
"IL7R","GPR183",0.0130182094844266
"RPS8","PLEK",0.0130171124076927
"ITGAM","CD6",0.0130166074812639
"CCR7","NOP53",0.0130165002289229
"NOP53","KLRB1",0.0130164406662158
"MYO1F","CD3D",0.0130159637028524
"NOP53","APEX1",0.0130159426932232
"TBX21","EIF3L",0.0130141992793356
"CD69","CD3E",0.0130136813794441
"TIGIT","CD300A",0.0130133541569646
"SELPLG","RPS8",0.0130130303152196
"CD14","EEF2",0.0130116060913883
"APEX1","FCGR3B",0.0130099477470228
"BIN2","FCGR3B",0.0130095348010751
"CD5","TIGIT",0.0130087928855161
"SELL","GZMK",0.0130074151431683
"IFNG","FLNA",0.0130064095773897
"FCRL3","IL2RA",0.013003943423124
"RPS5","ARHGAP25",0.0130038139585454
"FGR","BIN2",0.0130010444609895
"IL2RA","CD3D",0.0129988557596357
"MYO1F","CD3G",0.0129977258447007
"VCL","TIGIT",0.0129964248487866
"ITGB2","TIGIT",0.0129961558414674
"IL17RA","BIN2",0.012995750168553
"PTPRC","LTB",0.0129951229748601
"RSL1D1","CD27",0.01299247311222
"SAMD3","IFNG",0.0129922434379194
"CD6","KLRB1",0.0129915908935425
"LTB","FCMR",0.0129913326570614
"CD6","IFNG",0.0129907051650844
"CD3D","GNLY",0.0129905599567314
"TIGIT","IL7R",0.0129896712727845
"TIGIT","CD4",0.0129894382975937
"CD8A","CD5",0.0129894000651269
"AIF1","TBX21",0.0129890666476877
"RPS8","NOP53",0.0129877778332822
"TIGIT","GPR183",0.0129873462759397
"ARHGAP25","LTB",0.0129862745318245
"CD28","FCMR",0.0129855627487574
"TOMM7","ARHGAP25",0.0129849940742383
"IL7R","RACK1",0.0129822222878239
"ZNF683","CD27",0.012980386535807
"CD8A","IFNG",0.012979825691988
"FCMR","NOP53",0.0129778900365515
"IL7R","CD3D",0.0129764858242624
"NOP53","AIF1",0.0129744281826762
"CD6","ITGAM",0.0129741672448252
"RACK1","PTPRC",0.0129739102454929
"LTB","RSL1D1",0.0129731844344143
"NOP53","CD2",0.0129729447643599
"NKG7","BTLA",0.0129728382344451
"FLNA","MYO1F",0.012971992035624
"GNLY","CTLA4",0.0129700774517374
"GPR183","AIF1",0.0129697436327892
"CD3D","LGALS1",0.0129667472404561
"CD27","RACK1",0.0129666524112255
"TOMM7","GZMB",0.0129662257017903
"SELPLG","GNLY",0.01296214543554
"GNLY","IL2RA",0.0129618526837897
"IL17RA","RPS8",0.0129603089986761
"CD19","IFNG",0.0129594295702982
"AIF1","CD6",0.0129585639302405
"EEF2","CD8A",0.0129548489028466
"KLRB1","GIMAP5",0.0129542962216033
"CD8B","FCRL3",0.0129539604015644
"EEF2","GZMB",0.0129528566296346
"BIN2","FCMR",0.012952144522802
"IL7R","ITGB2",0.0129517062353529
"S1PR5","BIN2",0.0129509937362584
"RPS8","SELPLG",0.0129499997168842
"MYO1F","RACK1",0.012949790081153
"EEF1B2","ARHGAP25",0.0129482611211
"EIF3L","CD3D",0.012945290610629
"CD8B","CD28",0.0129450157880869
"ARHGAP25","EIF3L",0.0129448107702434
"CD28","IL17RA",0.0129429165666516
"IFNG","CCR7",0.0129414508766691
"CD19","CD2",0.0129396341102732
"VCL","GIMAP5",0.0129388151622919
"S1PR5","CD2",0.0129371822385278
"NOP53","BIN2",0.0129369345077975
"MYO1G","RPS5",0.01293509596663
