"regulatoryGene","targetGene","weight"
"PRF1","GNLY",0.0220632912174299
"CD2","CD27",0.0220228027590657
"GZMK","IL7R",0.0219395948390915
"RACK1","NPM1",0.0219309143523186
"EEF2","RPS8",0.0218908668659162
"CD52","SELL",0.0218167023649055
"MYO1F","PTPRC",0.0217749179450942
"ITGAM","CD300A",0.0213827668864328
"GPR183","APEX1",0.0213631717955337
"IL10RA","PTPRC",0.0212676784832441
"PRF1","AIF1",0.0212392701149505
"CCR7","CD27",0.0212161759699192
"KLRD1","SAMD3",0.0212160967751577
"KLRB1","GNLY",0.0211412232824166
"GNLY","PRF1",0.0211153808083371
"CD28","CD6",0.0210838110673939
"CD27","CD6",0.0210757268411914
"CD3D","CD5",0.0210712860578678
"CD14","BIN2",0.0210570180877995
"CD6","IL2RB",0.020921464318771
"CCR7","CD5",0.0208998873795922
"SAMD3","CD8A",0.0207648605872736
"MYO1F","TOMM7",0.0207195458782378
"ARHGAP25","SELPLG",0.0207074040114951
"BIN2","PLEK",0.0207053410535917
"ITGB2","CD14",0.0207018537396101
"KLRD1","IL2RB",0.0206912335387941
"NKG7","IFNG",0.020654237166766
"RPS5","EEF2",0.0205632545846067
"IL7R","GZMK",0.0205578936913601
"CD6","CD28",0.0205501880642395
"KLRF1","KLRD1",0.0205112244721877
"NPM1","RACK1",0.0205095408457511
"LTB","NPM1",0.0204916171865927
"CD8A","SAMD3",0.0204515765741742
"CD52","MYO1G",0.0204423711325923
"RPS8","EEF2",0.0204087625305996
"FGFBP2","PRF1",0.0203040950845561
"IL7R","FGFBP2",0.0202976415775899
"GZMH","FGR",0.0201903718577134
"PLEK","CD52",0.0201635871814776
"IL2RB","CD8B",0.0201608692546884
"GZMB","GZMH",0.0201434315953931
"PRF1","IFNG",0.0200659581305495
"PRF1","KLRB1",0.019956157323713
"FGR","ITGB2",0.0199423319790284
"PRF1","FGFBP2",0.0199302185882234
"ACTN1","ITGB2",0.0198491361324782
"CD52","GIMAP8",0.0198063764616076
"EMP3","RSL1D1",0.019776496033515
"ITGB2","ACTN1",0.0197373382754271
"CD8A","SELL",0.0196924550876597
"CD3E","NKG7",0.0196655508501905
"SAMD3","S1PR5",0.0196314950053797
"EIF3E","CD14",0.0196067462475135
"CD52","CD69",0.019583048107356
"EIF3E","CD300A",0.019580843868955
"ITGAM","PLEK",0.0195705657568408
"FGFBP2","NKG7",0.0195596010906456
"ITGB2","IL10RA",0.0195470428717788
"SAMD3","CD8B",0.0195358569213813
"RPS5","RACK1",0.0195286878798465
"IL2RB","CD8A",0.0194359285781096
"ITGB2","EIF3L",0.0194249992820678
"ITGB2","SELPLG",0.0193747470792023
"CCR7","LTB",0.0193685510406306
"CD6","CD3G",0.0193677453385769
"KLRD1","LGALS1",0.0193219624645305
"FGR","NPM1",0.0192776098762359
"STK10","SELL",0.0192302093973618
"KLRB1","PRF1",0.0191703175543681
"CD300A","ITGB2",0.0191062154891234
"PTPRC","TOMM7",0.0190892265795639
"IL2RB","CD6",0.019068385055882
"IFNG","GZMH",0.0190521422997602
"GIMAP5","TOMM7",0.0190519442630283
"CD3E","KLRD1",0.019034706529009
"EIF3L","EEF1B2",0.0190090482647648
"IL10RA","IL2RA",0.0189994333747343
"GZMK","CD8A",0.0189989775077986
"EIF3E","RACK1",0.0189495983768864
"LTB","CCR7",0.0188795720602075
"NOP53","SELPLG",0.018863302299534
"PRF1","ITGAM",0.018861209550229
"CTLA4","FCRL3",0.0188547778272407
"NOP53","TOMM7",0.0188242313924152
"AIF1","CD5",0.0188210260502736
"STK10","KLRD1",0.0187691538809995
"CD3G","MYO1G",0.0187588662078577
"CD3D","CD8A",0.0187581673318259
"PTPRC","IL17RA",0.0187570494470251
"CD28","CD3G",0.0187472845415399
"CCR7","FCMR",0.018722899614026
"GIMAP5","MYO1G",0.0187158366731232
"CD3E","ZNF683",0.0187108947153578
"RPS8","LTB",0.0186980673796665
"PRF1","SAMD3",0.0186677587499757
"PRF1","TOMM7",0.0186552507438641
"RPS5","EIF3E",0.0186502626603891
"CD8B","EIF3E",0.0186489772915167
"SAMD3","KLRD1",0.018634302124166
"CD5","CD3D",0.0186133655247553
"CD3D","CD52",0.0185985473254868
"TBX21","PRF1",0.0185662140472572
"CD3G","CD6",0.018563046485854
"NOP53","APEX1",0.0185605809424875
"TIGIT","CTLA4",0.0185562257039113
"AIF1","MYO1G",0.0185424609890289
"ITGB2","FCMR",0.0184425830369891
"LTB","IL2RA",0.0184230739673144
"CD2","GZMB",0.0184158610032144
"NOP53","AIF1",0.0184116161405897
"NPM1","FLNA",0.0184097360634319
"CD3G","ZNF683",0.018367974460225
"EIF3E","EEF1B2",0.0183564630065387
"RACK1","EEF1B2",0.0183164103648698
"EEF1B2","RACK1",0.018289840496265
"CD3G","NKG7",0.0182885515492833
"GZMB","CD8B",0.0182848339946827
"GZMB","KLRB1",0.0182711866357362
"RACK1","BIN2",0.0182515835214831
"FGFBP2","CD14",0.018230168245626
"VCL","CD3G",0.0182294336985567
"BTLA","FCRL3",0.0182117896952992
"CD52","PLEK",0.0181705999191908
"S1PR5","SAMD3",0.0181675913159572
"FCMR","CCR7",0.0181531394285387
"SAMD3","IL2RB",0.0180884757400082
"FGFBP2","CD52",0.0180814755681157
"IL2RB","SAMD3",0.0180756137202262
"CD27","CD2",0.0180555450083642
"GZMH","KLRF1",0.0180454753418871
"CD69","CD52",0.0180325875890926
"RACK1","NOP53",0.0180242064813883
"ZNF683","GZMH",0.0180135862841576
"PLEK","EIF3E",0.0180125893455812
"EEF1B2","EIF3L",0.0180047588901179
"FGR","PLEK",0.0179615795179396
"NOP53","EIF3L",0.0179298967314934
"CD2","KLRB1",0.0178828224172417
"EEF2","NKG7",0.0178655208629323
"EIF3E","CD8B",0.0178584805740395
"IL2RB","CD300A",0.0178311954910399
"RPS8","GIMAP8",0.0178307376112071
"MYO1F","NPM1",0.0178010922879834
"CD8A","IL2RB",0.017791173672959
"EIF3L","NOP53",0.0177880211567009
"RPS5","RPS8",0.0177412154969285
"CD27","CCR7",0.0177345294136241
"CD28","ARHGAP25",0.0177020307998666
"EEF2","EIF3L",0.017674661325695
"IL7R","SELL",0.0176670568034004
"KLRB1","SAMD3",0.017637374997662
"CD4","TOMM7",0.0176143818361879
"CD5","CCR7",0.0176061423343741
"CD3E","CD5",0.0175500799834174
"CD8A","EEF2",0.0175364693078536
"KLRB1","MYO1G",0.0175246886781774
"CD3D","CD27",0.0175233723653354
"SELPLG","ITGB2",0.0175018305454698
"CD52","CD300A",0.0174885270624432
"IFNG","IL2RA",0.0174857199424689
"CD28","NPM1",0.0174513124856546
"CD5","BTLA",0.0174246897141333
"EIF3E","RPS5",0.0174137998085392
"IL7R","CD2",0.0173932670644675
"KLRB1","KLRF1",0.0173904342711653
"KLRB1","APEX1",0.0173835615542216
"NKG7","CD3D",0.017383452916071
"EEF1B2","IL2RA",0.0173682254736692
"KLRB1","STK10",0.0173456903831392
"KLRD1","IL10RA",0.0173266950331727
"CCR7","CD19",0.0173046406014181
"PLEK","FGR",0.0173023437721544
"APEX1","GPR183",0.0172922620430759
"IL10RA","ITGB2",0.0172906966136926
"CD8A","CD3D",0.0172289988464441
"PLEK","FCMR",0.0172247453513723
"KLRB1","GZMB",0.0172181475676298
"CD2","CD5",0.0171885517378465
"NOP53","RACK1",0.0171760014129085
"ITGAM","APEX1",0.0171755650690468
"NOP53","IL7R",0.0171699998361834
"GZMB","CD2",0.0171638986807366
"ITGB2","GZMB",0.0171544277119712
"RACK1","RPS5",0.017146373958037
"FGR","IL10RA",0.0171314293442721
"FGR","IL2RA",0.0170787958344899
"PLEK","PTPRC",0.0170714325075307
"GZMH","ZNF683",0.0170558853140328
"CD300A","CD69",0.017047181482265
"CD3E","FGR",0.017040096172981
"ITGB2","CTLA4",0.0170202066585626
"LTB","CD2",0.0170166327624642
"PRF1","TBX21",0.0170058028778583
"CD8A","KLRD1",0.01699367704743
"EEF1B2","ARHGAP25",0.0169844898074118
"CD3D","EIF3L",0.0169780884358596
"CD5","AIF1",0.0169750095728508
"VCL","GPR183",0.0169742402369053
"ARHGAP25","TBX21",0.0169639340491429
"CD3D","NKG7",0.0169566171070363
"NKG7","CD3G",0.0169368329765613
"CD3E","ITGAM",0.0169263322198571
"TBX21","SAMD3",0.016904449737666
"EIF3E","PLEK",0.0169016392635746
"NKG7","KLRB1",0.0168989864249083
"NPM1","MYO1F",0.0168945593225018
"CD2","GIMAP5",0.0168769295975297
"GZMB","NKG7",0.0168739407407438
"TBX21","ARHGAP25",0.0168702721817511
"RPS8","ZNF683",0.0168628888663093
"CD6","LGALS1",0.016842813089018
"CD3G","EIF3L",0.0168399494015032
"CD300A","ZNF683",0.0168280361237969
"LTB","RPS8",0.0168239931105783
"KLRF1","GIMAP8",0.0168120998148465
"CD8B","SAMD3",0.016811755955771
"GIMAP8","CD3E",0.0168108362494774
"CD3E","CD6",0.0168087598735641
"TIGIT","MYO1G",0.0168063726216671
"MYO1F","IL17RA",0.0167890211834427
"CD28","MYO1G",0.0167729959903308
"GZMH","CD3D",0.0167698155670032
"CD6","CTLA4",0.0167555515559182
"AIF1","LGALS1",0.0167491239642964
"FGFBP2","EIF3L",0.0167181899399228
"FGFBP2","KLRD1",0.0167126141569948
"CD3G","BIN2",0.0167076901550704
"GZMH","CD300A",0.0166683957885537
"KLRB1","CD2",0.0166287217434644
"CD28","LTB",0.0166244573328253
"MYO1F","EEF1B2",0.0165929337678605
"IL2RB","PTPRC",0.016579080700725
"IL2RB","NKG7",0.0165684869656462
"KLRD1","CD8A",0.0165680832138854
"ITGAM","CD27",0.0165655421887735
"CD3E","CD8A",0.016565405128687
"NKG7","GZMB",0.016564540757568
"NOP53","CD28",0.0165635550961746
"EIF3L","EEF2",0.0165570601064842
"FGR","GZMH",0.016552096735841
"EEF1B2","EIF3E",0.0165455881159225
"GNLY","ACTN1",0.0165417043988311
"RPS5","NKG7",0.0165353772812101
"RPS5","EEF1B2",0.0165247357467029
"GZMK","MYO1G",0.0164963233552534
"KLRD1","AIF1",0.0164948372890454
"RPS5","KLRF1",0.0164868450306169
"ACTN1","FLNA",0.016486297115169
"GZMK","TIGIT",0.0164700370906142
"CD3G","TIGIT",0.0164620382954419
"GIMAP8","CD52",0.0164444505255906
"APEX1","CD3E",0.0164352821196185
"CD27","TBX21",0.0164253124529352
"RSL1D1","TOMM7",0.016413840248471
"CD2","SELPLG",0.016401343155019
"CD2","KLRD1",0.0164008068114555
"KLRF1","KLRB1",0.0163892403408885
"IL2RB","IFNG",0.0163842906902553
"CCR7","IL7R",0.0163540131150124
"FLNA","SELL",0.0163507463286038
"FGR","MYO1F",0.0163401905522235
"KLRD1","FGFBP2",0.0163257848965886
"IL7R","S1PR5",0.0163191783232148
"GNLY","IL2RB",0.0163120828600576
"IL2RB","KLRD1",0.0163015572315267
"RPS5","KLRB1",0.0162901962608302
"EIF3L","CD27",0.0162825601462559
"IL17RA","PTPRC",0.0162674555180481
"EIF3E","CD5",0.0162660492261274
"RACK1","EIF3L",0.0162645512514304
"CD3E","KLRB1",0.016263030679297
"PTPRC","IL2RB",0.0162609365849129
"CD2","FCMR",0.0162568690937587
"NPM1","GZMK",0.0162566288064873
"PLEK","GZMH",0.0162324003806146
"CCR7","CD3G",0.0162247596682177
"EIF3L","RACK1",0.0162139959281912
"CD2","IL7R",0.0162086242082417
"ITGAM","IL2RB",0.016207319954752
"CD2","IL2RB",0.0162031170925925
"CD3D","EIF3E",0.0161941239864288
"KLRF1","CD5",0.016178568731203
"TIGIT","GZMK",0.0161714642198267
"IL7R","TBX21",0.0161616621699908
"MYO1F","TBX21",0.0161597084589048
"RACK1","CD6",0.0161537779791195
"PRF1","CD3E",0.0161516503271854
"EEF1B2","RPS5",0.0161514625127322
"PLEK","ITGAM",0.0161371605811601
"CD5","GNLY",0.0161370223349078
"CD3D","CD8B",0.0161160195126248
"RPS8","RPS5",0.0161065205908742
"CD8B","CD3E",0.0160807113334982
"CD52","KLRB1",0.0160636340480923
"CD52","EEF2",0.0160333244978649
"NPM1","CCR7",0.0160306953468709
"ARHGAP25","CD28",0.0160230816647786
"CD300A","IL2RB",0.0160134803587275
"EEF2","BIN2",0.016006744191354
"PTPRC","TBX21",0.0160019063014593
"RSL1D1","CD4",0.015997827958501
"GZMH","AIF1",0.015986184943031
"RSL1D1","KLRF1",0.0159826593650998
"CCR7","TBX21",0.0159810711881901
"CD2","IL10RA",0.0159704680365869
"PRF1","CCR7",0.0159623420756353
"CD6","CD3E",0.0159490630105711
"CD69","CD300A",0.0159120202460212
"FGFBP2","CD3E",0.0159083202114658
"CD8A","CD6",0.0158990203008176
"IL2RB","GZMB",0.0158942258531566
"MYO1F","CD28",0.0158690041443286
"GIMAP5","CD2",0.0158606147969134
"EMP3","WDR43",0.0158317820930897
"CD8A","CD52",0.0158296128481209
"IL2RB","FGR",0.0158274722661007
"CD3E","CD3G",0.0158261934776717
"NKG7","FLNA",0.0158240921323315
"PLEK","GNLY",0.0157952139731442
"IL10RA","KLRD1",0.0157891702900246
"GPR183","NKG7",0.0157858334404951
"CD300A","GZMH",0.0157786395290456
"FCMR","ACTN1",0.015763889177427
"NPM1","CD52",0.0157623235697258
"MYO1F","GNLY",0.0157492666099904
"ITGAM","GIMAP5",0.0157415691558953
"NKG7","CD3E",0.0157357756031345
"CCR7","NPM1",0.0157346004563762
"ITGB2","IFNG",0.0157313152206699
"GZMB","CD28",0.0156981875475373
"ITGB2","CD2",0.0156835032288834
"SAMD3","GZMH",0.0156757576480389
"GZMB","PRF1",0.0156710948322631
"GIMAP8","CD4",0.0156659007327329
"TBX21","CD27",0.0156612772164221
"LTB","EMP3",0.0156571613346045
"GNLY","S1PR5",0.0156536994911771
"FGR","CD3E",0.0156509669974538
"PRF1","IL17RA",0.0156469306775752
"FGFBP2","IL7R",0.015634453090876
"CD3D","GZMK",0.0156334761538153
"EMP3","LTB",0.0156325400149687
"EIF3E","FCRL3",0.0156275373221696
"EIF3L","CD8B",0.0156254370217682
"CD3E","CD8B",0.0156223573600364
"ITGB2","PRF1",0.0156220379976645
"GZMK","CD4",0.0156144584723433
"CD14","ITGB2",0.0156071418445122
"CD14","FGR",0.0155959398996394
"RPS5","FCRL3",0.015594400246231
"NKG7","KLRF1",0.0155862156640177
"PRF1","GZMB",0.0155813524901876
"NPM1","MYO1G",0.0155765473418594
"GNLY","CD5",0.0155728917231695
"CD3G","CD8B",0.0155485554655341
"CD6","CD8A",0.0155472705654631
"KLRD1","ACTN1",0.0155455623600924
"GZMK","FCRL3",0.0155307282541353
"CD8A","IFNG",0.0155305758510092
"IL2RB","PRF1",0.0155292492184839
"CD6","EIF3E",0.0155278714330422
"CD69","GIMAP8",0.0155056807289475
"KLRF1","SELL",0.0154894059223572
"NKG7","TBX21",0.0154893828172882
"TIGIT","CD27",0.0154829923941371
"ARHGAP25","RPS8",0.0154775971982456
"GZMH","LTB",0.0154758883923274
"KLRB1","NKG7",0.0154751383424027
"FGR","CD14",0.015449422645774
"KLRF1","GZMH",0.0154484133186355
"RPS5","IL2RA",0.0154438270264137
"NKG7","IL2RB",0.0154414686834598
"MYO1F","IL7R",0.0154386592037379
"GIMAP5","ITGAM",0.0154379927539425
"GZMB","TBX21",0.015436833900857
"KLRF1","ACTN1",0.0154308110223639
"EEF1B2","MYO1F",0.0154163252754742
"CD2","ITGB2",0.0154141353390988
"CD14","SELPLG",0.0154113772044723
"GNLY","IL7R",0.0154077489066064
"EIF3L","FGFBP2",0.0154008976159666
"RPS5","CTLA4",0.0153933339285329
"CD28","MYO1F",0.0153833386294443
"KLRD1","CD4",0.0153765009015208
"KLRD1","CD27",0.0153761486358872
"EIF3L","CD3D",0.0153716158266818
"IFNG","NKG7",0.0153687801253477
"PRF1","KLRF1",0.0153675017236357
"GZMH","SAMD3",0.0153664816912156
"CD3D","CD300A",0.0153634892586574
"CD27","GZMB",0.0153512855613719
"KLRD1","SELL",0.0153512405283031
"CD8A","TBX21",0.0153420931755377
"CD2","IL2RA",0.0153402218367147
"FLNA","ACTN1",0.0153390447401389
"PTPRC","LTB",0.0153381972984138
"PLEK","IL10RA",0.0153315820337607
"NKG7","GPR183",0.0153289723321729
"CCR7","CD6",0.0153276797424206
"KLRD1","CD3E",0.0153261859655253
"FCGR3A","LTB",0.0153253778935552
"GZMK","CD8B",0.0153246006924661
"TIGIT","CD3G",0.0153147570030447
"IL2RA","GPR183",0.0153088568022216
"CD52","NPM1",0.0153081757778806
"CD2","S1PR5",0.0152994682049856
"PRF1","IL2RB",0.015293301074072
"PLEK","APEX1",0.0152922514236172
"KLRD1","CTLA4",0.0152884709918242
"LTB","CTLA4",0.0152855753337411
"CD5","CD3E",0.0152838977154904
"RPS8","APEX1",0.0152828613343685
"BIN2","KLRB1",0.0152818822925978
"EIF3E","KLRD1",0.0152804435792772
"CD2","GNLY",0.0152782091493867
"CD8A","KLRB1",0.0152774698651542
"CD300A","CD4",0.0152729308973836
"KLRD1","CD3G",0.0152717707331755
"CD5","FCMR",0.0152714710123154
"MYO1F","CD3D",0.0152615629410857
"CD8B","APEX1",0.0152599699834595
"RPS8","GZMH",0.015253289127819
"CCR7","ZNF683",0.0152479729868386
"IL2RB","FCRL3",0.0152345806179566
"CD27","SELL",0.0152307814246992
"IL2RA","IFNG",0.0152280937533371
"RPS5","CD27",0.0152255470516705
"TBX21","CD28",0.0152223129566584
"ITGAM","PRF1",0.0152190748306189
"NKG7","EEF2",0.0152131229729534
"CD3G","FCGR3B",0.015206336986885
"GPR183","BIN2",0.0152011843390613
"PRF1","CD28",0.0152002967771296
"RACK1","PLEK",0.0151978788608989
"CD5","CTLA4",0.0151970040415716
"CD8B","GZMK",0.0151967996174783
"GIMAP5","AIF1",0.0151883858869247
"PTPRC","KLRB1",0.0151856684604186
"CD27","GNLY",0.0151837351634642
"FCMR","SAMD3",0.0151809825914673
"FGR","EIF3L",0.0151685351005817
"CD2","TOMM7",0.0151683114164427
"MYO1F","RPS5",0.0151621609028552
"PTPRC","FGFBP2",0.0151571952658325
"KLRF1","MYO1G",0.0151531365935005
"RPS5","VCL",0.01515244002154
"CD6","BTLA",0.0151406358138121
"SELL","CD8A",0.0151332569609644
"CD8B","CD27",0.0151315915439774
"KLRD1","PRF1",0.0151114481098475
"KLRF1","FGFBP2",0.0151109190104534
"CD3E","RPS8",0.0151024017047874
"CD3D","GZMH",0.0151022333228009
"CD6","S1PR5",0.0150975808042951
"IL2RB","ITGB2",0.0150970472609017
"KLRD1","KLRB1",0.0150926242945363
"KLRD1","CD300A",0.0150922366860312
"CD6","RACK1",0.0150858613059423
"GZMH","MYO1G",0.0150830313095281
"SELL","STK10",0.0150786810623926
"IL2RB","FGFBP2",0.015068882542572
"GZMB","CD27",0.0150660126488956
"STK10","MYO1F",0.0150625264213632
"GZMK","GZMB",0.0150590729728095
"GZMH","BIN2",0.0150582494587316
"KLRB1","CD52",0.0150549203887475
"GPR183","CD8A",0.0150462098437618
"GNLY","GZMB",0.0150387094145578
"GZMB","SAMD3",0.0150366210052985
"CD2","KLRF1",0.0150355101915907
"ACTN1","WDR43",0.0150333900541811
"FGFBP2","ARHGAP25",0.0150321694074709
"CD6","CCR7",0.0150293324308266
"GZMK","AIF1",0.0150263582120132
"CD3D","ZNF683",0.015025712734912
"EIF3E","RPS8",0.0150212232573845
"SAMD3","CTLA4",0.0150206087740354
"SAMD3","GZMB",0.0150187606025728
"S1PR5","CD69",0.0150154318724084
"TBX21","IL7R",0.0150087621809176
"S1PR5","KLRB1",0.0150076502291382
"SAMD3","PRF1",0.0149985847661363
"CD8B","CD3G",0.0149942225851974
"CD3G","KLRD1",0.0149927730271948
"GZMB","IL2RB",0.0149860545640317
"CD52","CD3D",0.0149796343366344
"MYO1F","RPS8",0.0149736199873209
"AIF1","EIF3L",0.0149725154238418
"RACK1","SELPLG",0.0149688063832077
"IL7R","GZMH",0.0149654881998213
"FGR","CD4",0.0149649075700516
"GNLY","TBX21",0.0149539988507307
"SAMD3","GIMAP8",0.0149515354754131
"GIMAP8","TOMM7",0.0149507312359945
"IL2RA","SAMD3",0.0149506601256236
"RPS8","CD28",0.0149466287440483
"FGR","EIF3E",0.0149454253041224
"RPS8","EIF3E",0.0149388593044232
"CD52","CD3G",0.0149366573408648
"ITGB2","IL2RA",0.0149349449102904
"PRF1","CTLA4",0.0149343706365585
"EEF2","TBX21",0.0149277178641945
"AIF1","EIF3E",0.0149239679326638
"EIF3L","IL7R",0.0149117117997041
"CD6","TBX21",0.0149097342427965
"FGR","RPS5",0.0149064495077197
"RSL1D1","IL7R",0.0149056186278492
"ITGB2","NOP53",0.0149033216066741
"CD27","CD3D",0.0149023590061677
"CD3D","FGFBP2",0.014899262074215
"GNLY","WDR43",0.0148974987796907
"KLRB1","NPM1",0.0148935248500825
"NPM1","FGR",0.0148799476389191
"IL2RB","GNLY",0.0148773854632866
"RACK1","NKG7",0.0148760415541586
"RPS5","SELL",0.0148739957435935
"CD3E","TOMM7",0.014873808621664
"SELPLG","BTLA",0.0148719558848895
"IL2RB","IL2RA",0.0148690332443038
"CD2","EEF1B2",0.0148679936948993
"PLEK","ZNF683",0.0148664785091047
"EIF3L","AIF1",0.0148662145678687
"GPR183","KLRF1",0.014864044478773
"CD28","GIMAP8",0.0148586302223425
"GZMH","ARHGAP25",0.0148585340336576
"FGFBP2","AIF1",0.0148560049270084
"CD8A","KLRF1",0.0148553844105016
"CD27","CD28",0.0148552832461183
"CD52","NKG7",0.0148536996330901
"FGR","CD2",0.0148495281042379
