"regulatoryGene","targetGene","weight"
"LGALS1","EMP3",0.20366080975166
"IL17RA","STK10",0.202724225347066
"EMP3","LGALS1",0.201330558635746
"STK10","IL17RA",0.186756553763493
"GIMAP5","GIMAP8",0.159717340766269
"GIMAP8","GIMAP5",0.153721475036612
"FCGR3A","FCGR3B",0.144913251221973
"FCGR3B","FCGR3A",0.144576432958482
"CD19","BTLA",0.125322019422021
"BTLA","CD19",0.109008017147924
"RSL1D1","WDR43",0.104883347325572
"TIGIT","FCRL3",0.0934535241426763
"FCRL3","TIGIT",0.0904422342034497
"WDR43","RSL1D1",0.0857762591200714
"CD19","FCMR",0.0766874894868951
"RPS5","APEX1",0.0732573892496292
"RSL1D1","NPM1",0.0695802515541669
"NPM1","RSL1D1",0.0682758709344871
"APEX1","RPS5",0.0661888715171716
"FCMR","CD19",0.0635233340448827
"EEF1B2","TOMM7",0.0591327627590936
"TOMM7","EEF1B2",0.0546759613978614
"CD4","CD3E",0.0533948296709709
"PTPRC","MYO1G",0.0527527706188613
"CD3E","CD4",0.0518090638873375
"PTPRC","SELL",0.0498329239009322
"FCGR3A","CD14",0.0484334869739294
"CD14","AIF1",0.0456882719040815
"ITGB2","SELPLG",0.0450589371618918
"IL10RA","ARHGAP25",0.0450493449787876
"CD14","FCGR3A",0.044847275957821
"EEF1B2","NPM1",0.0447928189382838
"MYO1G","PTPRC",0.0444584818020476
"AIF1","CD14",0.0442433634743074
"ARHGAP25","IL10RA",0.0439720622556286
"PLEK","CD300A",0.0415780983324856
"SELL","PTPRC",0.040934069587422
"CD14","MYO1F",0.0395886510217721
"SELPLG","ITGB2",0.039522584971214
"PLEK","GPR183",0.0386578970372303
"CCR7","IL2RA",0.0385683089075678
"MYO1F","CD14",0.0382993181640974
"IL2RA","CCR7",0.0363635856288213
"ITGB2","CD300A",0.0363020347567145
"NPM1","EEF1B2",0.0358782285779236
"PLEK","BIN2",0.0357677110433742
"FGR","IL10RA",0.0353120365080511
"MYO1F","ITGAM",0.0348112999816878
"PLEK","ITGAM",0.0346622201562637
"PTPRC","BIN2",0.0345083686831602
"PTPRC","ARHGAP25",0.034182362541874
"GZMK","IL7R",0.033747098955798
"IL10RA","FGR",0.0330022681288167
"ARHGAP25","PLEK",0.0323514057755987
"CD300A","ITGB2",0.0320729241754888
"PLEK","FGR",0.0315924245009766
"CD3E","CD8B",0.0315644932751545
"PLEK","CD52",0.0314844894894301
"CD27","CD3D",0.0313786212588142
"ITGAM","PLEK",0.0311792817870669
"ARHGAP25","PTPRC",0.0308867490113894
"CD2","CTLA4",0.0307538440584114
"EEF2","RPS5",0.0307268244109338
"FGR","MYO1F",0.0303823466827529
"KLRD1","ZNF683",0.0302788761983364
"TBX21","IFNG",0.0302234519407926
"CD300A","PLEK",0.0301652251423651
"PLEK","ARHGAP25",0.0298544886924916
"GNLY","IL2RB",0.0298082210372965
"MYO1F","FGR",0.0297809434266346
"IFNG","TBX21",0.0296460413364854
"GZMH","ZNF683",0.0295791370304284
"CCR7","CD19",0.0293009001015728
"ITGAM","CD300A",0.0292893825537271
"GPR183","PLEK",0.029264404874463
"CD52","PLEK",0.0291009519426364
"BIN2","PLEK",0.0289769614507289
"CCR7","CD27",0.0288902736650727
"CD6","CD28",0.0286232229350245
"FGR","PLEK",0.0285824764557685
"CD8B","CD3E",0.0285404965683303
"CD3G","CTLA4",0.0282870489417315
"CD3D","CD27",0.0281578694937522
"EEF1B2","EIF3L",0.0281369049530046
"CD28","CD6",0.0276578810944967
"CD27","CCR7",0.0276342710799354
"CCR7","FCMR",0.0274218993306371
"IL10RA","PTPRC",0.0271364171998205
"RPS8","EEF1B2",0.0270999883171924
"ZNF683","GZMH",0.026931468002849
"FCMR","CCR7",0.0268667189337951
"EEF2","CD2",0.0263934837649237
"IL7R","GZMK",0.0263334408649198
"CTLA4","CD2",0.0262560565949787
"CD300A","ITGAM",0.026254698067317
"CD19","CCR7",0.0262203541952031
"CD6","LTB",0.0260529874213559
"FGR","CD14",0.0260508363235848
"BIN2","PTPRC",0.0259149815371185
"ITGB2","MYO1F",0.0259037991554163
"CD2","LTB",0.0256391915266746
"PTPRC","IL10RA",0.0256013277377603
"CD3D","CD28",0.0255927255903955
"IL2RB","TIGIT",0.0255280070073223
"CD3D","GZMK",0.0255250105922763
"PTPRC","MYO1F",0.0253769621689279
"CD14","FGR",0.0253193353940663
"CD3E","CD5",0.0252773153415813
"CD6","IL2RB",0.0252623740004793
"ITGAM","MYO1F",0.0252068450865071
"EEF1B2","RPS8",0.0251679333647789
"RPS5","EEF2",0.0251393851710281
"IL2RB","GNLY",0.0250047378867625
"RPS8","EEF2",0.0249800769623023
"EIF3L","EEF1B2",0.024978656502581
"CCR7","LTB",0.0249238882509461
"CCR7","CD3G",0.0249005812487307
"PRF1","ZNF683",0.0247759684388456
"GZMH","AIF1",0.0247698175944636
"PRF1","FCRL3",0.024682739781739
"CD2","GZMB",0.0246549076655705
"EEF1B2","EEF2",0.0246108668038607
"CD28","CD3D",0.0245526714718371
"CD3D","CD52",0.0245258496619363
"CD52","IL10RA",0.0244502188963156
"ITGB2","FGR",0.0244156577142817
"GZMH","GZMK",0.0241094518675671
"EEF2","GPR183",0.0240904199250551
"FGR","ARHGAP25",0.0240194196883002
"CD300A","BIN2",0.0239449098013476
"EEF1B2","RPS5",0.0238674383600324
"RPS5","RPS8",0.0238644069615843
"CD52","CD3D",0.0238611735718269
"GNLY","FGFBP2",0.0238579718321727
"ARHGAP25","FGR",0.0235313625523142
"EEF2","RPS8",0.0235272871879756
"CD3G","CD3E",0.0235194689370075
"CD3G","CD8B",0.0234937917664103
"LTB","CCR7",0.0234289811692932
"ITGB2","NPM1",0.0231844080517618
"CD8B","CD3G",0.0231800163617944
"CD5","CD3E",0.0230477614885038
"MYO1F","IL2RA",0.0230164995492342
"PRF1","APEX1",0.0229877199881265
"FGR","ITGB2",0.0229748887082088
"GZMK","CD3D",0.0228931846201739
"IL2RB","CD6",0.0228480790639774
"MYO1F","PTPRC",0.0227995558378742
"CD52","AIF1",0.0227801914783297
"GZMH","IFNG",0.0226121275803909
"CD6","CD27",0.0225301029523147
"FGFBP2","PRF1",0.022499466983774
"FGFBP2","IL7R",0.0224543810671152
"LTB","CD2",0.0224087541770554
"CD3D","CD6",0.0222552454907358
"CD3E","NPM1",0.0221539227668809
"KLRB1","ZNF683",0.0221380871348299
"FGFBP2","GNLY",0.0220917973783963
"TIGIT","IL2RB",0.0220372472766169
"GZMH","FGFBP2",0.0219949335062051
"CD28","CTLA4",0.0219658810863065
"EEF1B2","IL2RA",0.0219095234610414
"ACTN1","STK10",0.021764844400341
"ACTN1","LGALS1",0.0217612243630007
"AIF1","CD52",0.0217432433722604
"CD52","CD3E",0.0217006362331698
"EIF3L","ZNF683",0.0216027895389339
"PLEK","ITGB2",0.0216021756616924
"CD14","SELPLG",0.0215091415814594
"CD8A","CD3G",0.0214343866731665
"IL2RB","SELPLG",0.0214204124731144
"PRF1","FGFBP2",0.0213905437497233
"IL10RA","EEF2",0.0213550538773129
"CD52","KLRF1",0.0213090344277559
"CD3E","CD52",0.0212987766630122
"ITGB2","CD14",0.0212890687148809
"PRF1","MYO1F",0.0212706519051074
"CD28","KLRB1",0.0212547546863904
"SAMD3","GPR183",0.0211354064246867
"IL2RB","APEX1",0.0211280646312948
"ZNF683","EIF3L",0.0210624703140952
"IFNG","GZMH",0.0210186811133658
"GZMK","TIGIT",0.0209176362273408
"CD3D","IL7R",0.0208866659663088
"KLRB1","CD8A",0.0208669877135864
"CD14","KLRD1",0.0208665605581348
"IL2RA","MYO1G",0.0208514640395358
"CD6","CD5",0.0208303300349803
"CD8A","KLRB1",0.0207455057485209
"MYO1F","ITGB2",0.0207306995469404
"CD8A","CD2",0.0206949350732304
"CD3G","GZMB",0.0206538224768852
"EEF1B2","ZNF683",0.0206190063363445
"CD6","GZMH",0.0206112526783043
"FGR","CD5",0.0205871372454117
"AIF1","ITGB2",0.020542346318647
"GZMK","MYO1G",0.0205374987513173
"CD27","CD6",0.0205275738052725
"TBX21","GNLY",0.0204939673385532
"CD8B","GZMK",0.0204600034280973
"FGR","ITGAM",0.0204306805787856
"CD27","CTLA4",0.0203749358210043
"LTB","CD6",0.0203742666021831
"CD3D","CD8B",0.0203559456425155
"CD52","TOMM7",0.0203411295462525
"GNLY","WDR43",0.0202961099348075
"IL7R","CD2",0.0202957144363574
"CD3G","CD5",0.0202727194073434
"LTB","ACTN1",0.0202640296448704
"CD300A","GIMAP8",0.0202577954970237
"STK10","ACTN1",0.0201845570642618
"CD8B","CD52",0.0201696877087133
"LTB","WDR43",0.0201688667014086
"GZMB","TBX21",0.0201355452250267
"CD14","IL2RA",0.0200679441480444
"GIMAP5","MYO1G",0.0200193286770592
"MYO1F","SELPLG",0.0200153032322219
"RPS5","EEF1B2",0.0199268044213138
"EEF2","SELL",0.0199253542746605
"CD3D","SAMD3",0.019884863023077
"CD27","PLEK",0.0198199816729236
"GZMK","GZMH",0.019801945581093
"CD3G","KLRB1",0.0197950640600225
"CD52","ITGB2",0.0197936455502639
"IL10RA","CD8B",0.0197679932612666
"CD300A","FGR",0.0197636000865689
"PLEK","CD27",0.0197584841339744
"GZMK","KLRD1",0.0197496648766544
"EIF3L","IL2RA",0.0197457390086863
"FGFBP2","GZMH",0.0197311318258498
"GNLY","KLRB1",0.0197213724026997
"TBX21","GZMB",0.0196932432689352
"GZMB","CD52",0.0196921686106782
"ARHGAP25","FCGR3B",0.019672372699436
"KLRF1","SELPLG",0.0196532829227423
"FGFBP2","SAMD3",0.0196530672129917
"EEF1B2","GZMB",0.019621671386497
"GZMB","CD3G",0.0196061464899202
"CD8A","FCRL3",0.0195834055370071
"IL10RA","CD52",0.0195816163556613
"TBX21","KLRD1",0.019579805433498
"KLRF1","GZMH",0.0195683494699643
"CD2","EEF2",0.0195036976436412
"PLEK","IL10RA",0.0194871664927626
"CD3E","SELPLG",0.0194697829043017
"AIF1","GZMH",0.0194600441828469
"KLRB1","KLRF1",0.0194558048894508
"RPS5","STK10",0.0194462296048635
"ITGAM","FGR",0.0194458725711629
"GZMB","GZMH",0.0194391091092969
"CD300A","TIGIT",0.0194113888195606
"KLRB1","GNLY",0.0194097780200101
"ITGB2","CD52",0.0194038900155144
"CD52","GZMK",0.0193952949614989
"CD28","CD14",0.0193868899876338
"EEF2","SELPLG",0.0193691906612125
"KLRD1","IL2RB",0.0193641595443962
"KLRF1","FGFBP2",0.0193498274544065
"PRF1","KLRF1",0.0193463723392141
"RPS5","CD5",0.0193164322499509
"ITGB2","GZMH",0.0193159105400751
"IL2RB","TBX21",0.019297044523202
"GZMH","GPR183",0.0192706634019991
"RPS5","EIF3L",0.019264934599471
"KLRD1","KLRF1",0.0192485596584947
"SAMD3","PRF1",0.0192483028944504
"IL7R","SELPLG",0.0192456497208059
"EEF2","EEF1B2",0.0192370600275173
"CD2","IL7R",0.0192288426539574
"CD2","CD8A",0.0191856418207938
"SAMD3","SELL",0.0191776391803467
"FGR","FGFBP2",0.0191720304203333
"GZMH","KLRF1",0.0191628921229259
"CD8A","GZMB",0.0191571740259672
"TIGIT","GZMK",0.0191527817165485
"GZMK","CD27",0.0191038268560689
"SAMD3","LGALS1",0.0190997202461273
"CD2","SELPLG",0.0190996275532491
"CD3G","CCR7",0.019092933083367
"IL2RB","NPM1",0.019082358171267
"FGR","CD300A",0.0190600608426477
"CD6","CD3D",0.0190027693479559
"CCR7","CD5",0.0189844205860135
"CD52","CTLA4",0.0189737824758034
