"regulatoryGene","targetGene","weight"
"ITGAM","ACTN1",0.0163822687163279
"CD8A","RACK1",0.0163587409632673
"VCL","SELL",0.0163577885348993
"IL2RB","SELPLG",0.0163456320904163
"NOP53","MYO1G",0.0163423588468875
"GZMK","ITGAM",0.0163207648044149
"RPS8","FCGR3B",0.0163165921494083
"CD69","APEX1",0.0163131611564621
"EIF3L","CTLA4",0.016285303098445
"KLRB1","GNLY",0.0162851535851123
"IFNG","SAMD3",0.0162697044009804
"CD27","GNLY",0.0162405770839682
"SELL","CD28",0.0162236425153758
"EIF3L","IL10RA",0.0162169186970325
"GNLY","IL2RB",0.0162063497136328
"RACK1","LTB",0.0162057170691765
"EEF2","SELPLG",0.0161905695646496
"CD27","CD6",0.0161622570839158
"GNLY","CD27",0.0161621957565327
"IL2RB","CTLA4",0.0161494379863326
"RACK1","IL17RA",0.0161299057532729
"STK10","IL2RA",0.0161297083791881
"PRF1","CD2",0.0161260832693758
"RPS5","BIN2",0.0161256224633482
"EIF3E","GNLY",0.0161182151480621
"BTLA","IL10RA",0.016117787716859
"FLNA","GIMAP5",0.0161002712581705
"BTLA","FCMR",0.0160992644696232
"AIF1","CD19",0.016091459295948
"KLRF1","CD3G",0.0160842919838835
"CD14","SELPLG",0.0160825270187864
"EIF3E","SELPLG",0.0160703502720155
"TBX21","KLRD1",0.0160634501025198
"RPS5","NPM1",0.0160575486937865
"CD27","CCR7",0.0160545641986485
"ARHGAP25","LGALS1",0.0160419345820138
"CD3D","CD8A",0.0160328472385818
"PRF1","KLRB1",0.0160298583595232
"EMP3","BTLA",0.0160263748291532
"CD8A","SAMD3",0.0160241143703324
"RACK1","CD14",0.0160104038484209
"EEF2","CD4",0.0160087694743861
"ITGB2","FGR",0.0160068835471337
"RACK1","IL7R",0.0160051168828343
"KLRB1","EEF2",0.0159968776644769
"KLRD1","SAMD3",0.0159938152997733
"FCGR3A","EIF3E",0.0159850799265623
"RACK1","IL2RA",0.015978863032277
"EEF2","NOP53",0.0159635470683302
"TBX21","TOMM7",0.0159597945015615
"SAMD3","CD3D",0.015956048723847
"GZMB","TOMM7",0.0159454093462869
"GZMB","GZMK",0.0159439244913327
"KLRD1","CD3G",0.0159393186658072
"TIGIT","KLRB1",0.0159366249328091
"GZMH","KLRF1",0.0159319407399055
"FCMR","MYO1G",0.0159094080314351
"KLRB1","CD3G",0.0159064599921587
"KLRD1","GZMB",0.0159048605336603
"RPS5","CD6",0.0158971680152977
"CD52","APEX1",0.0158820246240532
"RPS5","LTB",0.0158764087713465
"CD3D","CD5",0.0158735160566274
"IL7R","RACK1",0.0158734529383436
"CD14","KLRB1",0.0158673231985506
"TIGIT","IFNG",0.0158566221218441
"EEF1B2","RPS8",0.0158556443323099
"CD3D","MYO1G",0.0158400032064885
"CD3E","CD3G",0.0158264747921727
"CD2","CD3E",0.0158252736896535
"RPS5","S1PR5",0.0158227256424425
"SAMD3","KLRD1",0.0158211530531945
"ARHGAP25","APEX1",0.015821004937166
"CD3G","SELPLG",0.0158010436139415
"KLRF1","RPS5",0.0158003486660731
"RPS5","EEF1B2",0.0157987619226569
"IFNG","KLRD1",0.0157958197851812
"S1PR5","FCRL3",0.0157933182945705
"CD52","PTPRC",0.015786489768462
"CTLA4","SAMD3",0.0157856361081679
"IFNG","S1PR5",0.0157810922387165
"GZMK","CCR7",0.015768406351817
"NOP53","CD69",0.0157683600389927
"FCMR","RPS8",0.0157657024193357
"EEF2","IL7R",0.0157650377368
"EIF3L","ZNF683",0.0157631373135917
"GZMH","RPS8",0.0157600743229511
"GNLY","TBX21",0.0157582176197799
"CD8B","S1PR5",0.0157547060926727
"ITGAM","KLRD1",0.015751010692826
"KLRF1","GZMH",0.0157460368982272
"CD2","KLRD1",0.0157455862179662
"TBX21","NKG7",0.0157455240163668
"CD3D","CD3G",0.015744557173468
"CD27","CD300A",0.0157305434660465
"IL2RB","CD4",0.0157279428299267
"NOP53","IL2RB",0.0157239346004578
"AIF1","MYO1F",0.0157225278771622
"GZMK","KLRD1",0.0157224461774147
"NKG7","CD3G",0.0156974514622076
"IFNG","RPS8",0.0156864635413157
"EEF2","EEF1B2",0.0156807267475654
"NOP53","S1PR5",0.0156805775226428
"KLRB1","CD300A",0.0156775516442029
"GNLY","CD69",0.0156767560468874
"NKG7","GZMK",0.0156748215129473
"IL10RA","ZNF683",0.0156722967287666
"PLEK","ITGB2",0.0156549296726568
"CD6","CD8B",0.0156470150305776
"FGFBP2","IL7R",0.015636149923483
"CD3D","CD300A",0.0156356631688516
"CD8A","SELL",0.0156227873888751
"SAMD3","APEX1",0.0156171250870288
"RPS8","RSL1D1",0.0156168594270495
"CD2","KLRF1",0.0156121530339903
"GIMAP8","CD27",0.0156097577696981
"CD2","CD27",0.0156066458148482
"GZMB","PRF1",0.0156024683668958
"GNLY","BIN2",0.0155997931893019
"KLRF1","LTB",0.0155883380787595
"IL10RA","GZMH",0.0155695025784161
"CD3D","SAMD3",0.0155631886583966
"NOP53","IL10RA",0.0155542923395915
"RPS8","EEF1B2",0.0155478251742857
"KLRD1","CD14",0.0155333756576332
"IL2RB","GZMB",0.0155311764736495
"NPM1","CD28",0.0155192537054667
"VCL","LTB",0.0155185577867434
"KLRF1","MYO1F",0.0155103220951524
"PLEK","IFNG",0.0155049186333209
"CD3E","EMP3",0.0155008019500454
"CD14","CD8B",0.015497660726499
"IL2RB","GNLY",0.0154974427531896
"GZMB","TIGIT",0.0154801744660721
"FCMR","GZMB",0.0154800749460468
"GNLY","NOP53",0.0154794218120755
"CD2","CD5",0.0154783878092624
"KLRB1","ITGB2",0.0154718779062688
"CD28","SELL",0.0154578944462348
"CD8A","CD52",0.0154573390089684
"EIF3E","CTLA4",0.0154525871128273
"CD6","RPS5",0.0154521614744216
"EEF1B2","CD8A",0.0154415476551998
"GPR183","MYO1G",0.0154277124005352
"GZMK","SAMD3",0.0154145489805017
"CD4","LTB",0.015409733173905
"CCR7","CD8B",0.0154082044154152
"GZMK","RPS5",0.0154049652132089
"EIF3E","CD4",0.0154043936128899
"CD3D","APEX1",0.0154041028136786
"FGFBP2","FLNA",0.0154036876063728
"CD5","CD300A",0.0153949752644337
"IL2RA","CTLA4",0.0153932555472631
"PTPRC","FCGR3A",0.0153883910942309
"CD3E","GPR183",0.0153869155867773
"CD19","CCR7",0.0153859479451132
"NKG7","NPM1",0.0153850700412408
"CCR7","CD300A",0.0153827348161674
"IL2RB","ACTN1",0.0153800453824016
"CD3G","KLRB1",0.0153784936379545
"STK10","FCMR",0.0153754918451674
"FLNA","ACTN1",0.0153750684808786
"CD8A","GZMH",0.0153739175756013
"KLRB1","S1PR5",0.0153580086112669
"CD3G","IFNG",0.015357725728377
"ACTN1","ITGAM",0.0153497169652695
"KLRB1","PRF1",0.0153467376655841
"IFNG","KLRF1",0.0153448089633338
"GNLY","WDR43",0.0153432830573739
"NOP53","EMP3",0.015342403119092
"KLRB1","CD28",0.015339617726763
"RSL1D1","RPS8",0.0153393558182141
"CD27","FGR",0.0153243467775346
"AIF1","CD8B",0.0153240689959154
"MYO1F","NKG7",0.0153184054463649
"TOMM7","PLEK",0.0153168568995817
"TOMM7","GIMAP8",0.0153085490002814
"NKG7","EIF3L",0.0153037965295163
"NKG7","RSL1D1",0.0153000000254129
"TIGIT","SAMD3",0.0152917653466913
"EIF3L","NPM1",0.0152855724060336
"KLRB1","IL2RA",0.0152811074635606
"CD8B","CD8A",0.0152742511446182
"NKG7","EEF2",0.0152570880912364
"NKG7","FCGR3A",0.0152444123522082
"FCGR3B","APEX1",0.0152428949932337
"CD28","GZMB",0.0152410379965902
"CCR7","CD3E",0.0152399434019998
"FCGR3A","CD28",0.0152339571485218
"CD2","EMP3",0.0152227059164126
"ITGAM","SELPLG",0.0152223527174545
"EIF3L","FCMR",0.0152222082147474
"RACK1","WDR43",0.015220562279914
"EIF3L","APEX1",0.0152180146082864
"GNLY","CCR7",0.0152127590042902
"CD2","CD3G",0.0152126028983859
"CD27","IFNG",0.0152124049946749
"NKG7","FCMR",0.0151963089024644
"GZMK","CD52",0.0151880547903833
"ITGAM","FCRL3",0.0151833208585108
"GZMK","ACTN1",0.0151793021237644
"CD3E","RPS8",0.0151784567921754
"KLRD1","CD28",0.0151770503312404
"IL10RA","SELL",0.0151764835311007
"RPS5","CD4",0.015176376449252
"FGFBP2","CD4",0.0151733873798458
"PLEK","PTPRC",0.0151719334032374
"ITGB2","IL2RA",0.015167692291279
"CD69","CD6",0.0151586486994679
"RPS5","SELL",0.0151424090447465
"MYO1F","FCRL3",0.0151400943090761
"GNLY","CD52",0.0151361970217715
"RPS8","CD27",0.0151297731032672
"RACK1","EIF3L",0.0150986306766594
"ARHGAP25","MYO1F",0.0150893154503965
"EEF1B2","SAMD3",0.0150854776056374
"CD2","CD300A",0.015085209324922
"GNLY","EEF2",0.0150830984431049
"RPS8","KLRB1",0.0150817259833387
"CD28","CD27",0.0150804971709473
"PRF1","CD14",0.0150804819065722
"GIMAP5","KLRD1",0.0150799686379663
"ITGB2","CD2",0.0150751657567983
"IFNG","BIN2",0.0150674250380609
"EEF2","NKG7",0.0150672089551325
"RACK1","MYO1F",0.0150625416826822
"FLNA","CD4",0.0150593926531653
"PRF1","CD3E",0.0150583102868945
"CD52","IL2RA",0.0150491766378498
"ITGAM","KLRB1",0.0150411233051508
"CD2","PRF1",0.0150353381117514
"CD28","CD3D",0.0150308578468605
"GZMK","NKG7",0.0150221888576549
"CD28","IL7R",0.015013140330966
"IL10RA","IL7R",0.0150117742413691
"EIF3L","AIF1",0.0150047138316805
"CD2","SELPLG",0.0149973941314848
"S1PR5","KLRB1",0.0149964223663375
"PLEK","ZNF683",0.0149958173040711
"ITGAM","PLEK",0.0149956199297052
"CD52","FCGR3B",0.0149949901998957
"IL2RA","STK10",0.0149887625815761
"S1PR5","GIMAP8",0.0149765716752447
"CD69","CD4",0.0149760977360459
"CD3D","CD28",0.0149698004914915
"CD69","NOP53",0.0149673595872268
"CTLA4","EMP3",0.0149623763014238
"IL2RB","APEX1",0.0149601537999685
"EEF1B2","BTLA",0.0149588976191521
"FGR","FCMR",0.0149508093277011
"NOP53","BTLA",0.0149496919675901
"EEF2","MYO1F",0.0149484977942532
"IL2RB","MYO1G",0.0149484917326656
