Interactor_A	Interactor_B	Score	type
2838	FGD5	MAP4	915.86	physical
2839	FGD5	UTRN	914.96	physical
2840	FGD5	DDB1	913.38	physical
2841	FGD5	RPS4X	899.32	physical
2842	FGD5	SDHA	889.75	physical
2843	FGD5	TUBB2A	889.46	physical
2844	FGD5	PSMD11	887.86	physical
2845	FGD5	PSMD13	887.58	physical
2846	FGD5	LRRFIP2	877.98	physical
2847	FGD5	TPI1	867.26	physical
2848	FGD5	NCL	861.01	physical
2849	FGD5	HSD17B4	849.88	physical
2850	FGD5	EEF1A1	843.91	physical
2851	FGD5	CALD1	837.05	physical
2852	FGD5	FLOT1	835.51	physical
2853	FGD5	PHB2	834.29	physical
2854	FGD5	KIF5B	827.99	physical
2855	FGD5	PPA2	816.89	physical
2856	FGD5	PSMD6	814.85	physical
2857	FGD5	GTF2I	812.66	physical
2858	FGD5	HADHB	812.05	physical
2859	FGD5	HSPA4	808.87	physical
2860	FGD5	VCP	804.05	physical
2861	FGD5	RPS3A	798.48	physical
2862	FGD5	LUZP1	797.65	physical
2863	FGD5	IMPDH2	795.43	physical
2864	FGD5	LRPPRC	794.03	physical
2865	FGD5	SEPT9	790.74	physical
2866	FGD5	PRMT1	787.21	physical
2867	FGD5	MYL6	783.92	physical
2868	FGD5	SEPT2	781.16	physical
2869	FGD5	AHCY	779.35	physical
2870	FGD5	ARPC2	777.15	physical
2871	FGD5	KRT18	768.91	physical
2872	FGD5	PFKP	766.59	physical
2873	FGD5	YWHAQ	761.48	physical
2874	FGD5	DBN1	756.97	physical
2875	FGD5	PPA1	754.54	physical
2876	FGD5	MYL12A	751.9	physical
2877	FGD5	HSD17B10	736.75	physical
2878	FGD5	DPYSL2	732.04	physical
2879	FGD5	AP2B1	724.29	physical
2880	FGD5	GNPDA1	724.05	physical
2881	FGD5	RPS2	722.44	physical
2882	FGD5	NOMO3	721.94	physical
2883	FGD5	EIF2S1	721.8	physical
2884	FGD5	PSAT1	718.25	physical
2885	FGD5	CDC42BPB	715.34	physical
2886	FGD5	RPSA	715.23	physical
2887	FGD5	PPP1CA	713.93	physical
2888	FGD5	FH	708.88	physical
2889	FGD5	TJP1	706.92	physical
2890	FGD5	SEPT7	703.36	physical
2891	FGD5	EIF3B	702.75	physical
2892	FGD5	ACLY	702.16	physical
2893	FGD5	NOMO1	701.84	physical
2894	FGD5	ENO2	700.91	physical
2895	FGD5	KRT8	690.28	physical
2896	FGD5	PSMD2	689.14	physical
2897	FGD5	COPE	682.67	physical
2898	FGD5	PSMD1	677.64	physical
2899	FGD5	CAPZB	676.84	physical
2900	FGD5	PPP1CB	675.59	physical
2901	FGD5	ACAT1	673.96	physical
2902	FGD5	DARS	672.33	physical
2903	FGD5	PAWR	671.53	physical
2904	FGD5	PABPC1	669.89	physical
2905	FGD5	MYH4	667.24	physical
2906	FGD5	EEF1A2	666.36	physical
2907	FGD5	MYL6B	665.85	physical
2908	FGD5	RPL7	663.98	physical
2909	FGD5	AKAP2	661.48	physical
2910	FGD5	HADHA	658.08	physical
2911	FGD5	SPECC1L	657.59	physical
2912	FGD5	ETFA	656.55	physical
2913	FGD5	YBX1	650.38	physical
2914	FGD5	ECH1	648.79	physical
2915	FGD5	TMEM43	647.12	physical
2916	FGD5	YWHAE	646.67	physical
2917	FGD5	P4HB	640.44	physical
2918	FGD5	PSMD7	639.07	physical
2919	FGD5	PRKCSH	637.48	physical
2920	FGD5	MYL9	631.62	physical
2921	FGD5	RPL6	628.4	physical
2922	FGD5	C14orf166	626.17	physical
2923	BAG1	PGRMC1	969.89	physical
2924	SMURF1	SMURF1	5713.835806	physical
2925	SMURF1	ACTB	1563.871617	physical
2926	SMURF1	PPAT	1059.002303	physical
2927	SMURF1	POTEE	689.8646154	physical
2928	SMURF1	TUBB4B	525.9212887	physical
2929	SMURF1	NUDT5	359.8199489	physical
2930	SMURF1	GYS1	354.8254071	physical
2931	SMURF1	HNRNPF	347.7469846	physical
2932	EEF2K	EPB41	340	physical
2933	EEF2K	PTPRA	544	physical
2934	EEF2K	EPB41L3	816	physical
2935	STK25	STRN	7582	physical
2936	STK25	PPP2R1B	510	physical
2937	STK25	GOLGA2	782	physical
2938	STK25	STRN3	6732	physical
2939	STK25	SLMAP	3434	physical
2940	STK25	STRIP1	3536	physical
2941	STK25	TAOK1	1360	physical
2942	STK25	CTTNBP2	748	physical
2943	STK25	SIKE1	782	physical
2944	STK25	PDCD10	7922	physical
2945	STK25	STRN4	3672	physical
2946	STK25	FGFR1OP2	680	physical
2947	STK25	STK26	18190	physical
2948	STK25	CTTNBP2NL	3264	physical
2949	STK25	TAOK2	1190	physical
2950	STK25	STRIP2	748	physical
2951	STK25	SUGT1	646	physical
2952	STK25	MOB4	1802	physical
2953	STK25	STK24	21046	physical
2954	MAP2K7	HAX1	306	physical
2955	MAP2K7	AIP	374	physical
2956	MAP2K7	GLUD1	374	physical
2957	MAP2K7	ATP1A1	374	physical
2958	MAP2K7	LONP1	340	physical
2959	MAP2K7	FKBP5	3026	physical
2960	MAP2K7	RCN2	850	physical
2961	MAP2K7	FKBP8	340	physical
2962	MAP2K7	DDB1	680	physical
2963	MAP2K7	ERC1	4080	physical
2964	MAP2K7	CACYBP	578	physical
2965	MAP2K7	STUB1	408	physical
2966	MAP2K7	SUGT1	510	physical
2967	CHEK1	HAX1	306	physical
2968	CHEK1	CDC37	1649	physical
2969	CHEK1	CLPB	3638	physical
2970	BCKDK	AIP	340	physical
2971	BCKDK	CETN2	578	physical
2972	BCKDK	FKBP5	1530	physical
2973	BCKDK	CAMK2D	374	physical
2974	BCKDK	TRABD	510	physical
2975	BCKDK	TECR	306	physical
2976	BCKDK	TIMM13	510	physical
2977	CASK	ABLIM1	2074	physical
2978	CASK	LIN7A	2584	physical
2979	CASK	DTNB	952	physical
2980	CASK	HCK	374	physical
2981	CASK	DMD	1122	physical
2982	CASK	UTRN	3740	physical
2983	CASK	DLG1	8126	physical
2984	CASK	SNTB2	3264	physical
2985	CASK	SNTB1	510	physical
2986	CASK	KIF26B	442	physical
2987	CASK	PXDC1	476	physical
2988	CASK	DLG3	612	physical
2989	CASK	ARHGEF26	612	physical
2990	CASK	LIN7B	1428	physical
2991	CASK	LIN7C	6188	physical
2992	CASK	DTNA	1326	physical
2993	AURKA	PPP6C	850	physical
2994	AURKA	WDR62	1802	physical
2995	AURKA	PPP6R2	306	physical
2996	AURKA	PPP6R3	2244	physical
2997	AURKA	CEP192	1394	physical
2998	DCLK1	DCX	1972	physical
2999	DCLK1	PPP2R1B	340	physical
3000	DCLK1	DDB1	714	physical
3001	DCLK1	PPP1R9B	986	physical
3002	CHUK	IKBKB	5406	physical
3003	CHUK	EPHA3	4896	physical
3004	CHUK	CDC37	1241	physical
3005	CHUK	DBN1	306	physical
3006	CHUK	IKBKG	4896	physical
3007	MAPK13	FKBP5	5202	physical
3008	MAPK13	CDC37	2788	physical
3009	PDPK1	NRP1	340	physical
3010	PDPK1	ROCK2	306	physical
3011	PDPK1	GPC4	2040	physical
3012	PDPK1	SDC2	714	physical
3013	PDPK1	GPC1	442	physical
3014	PDPK1	HADHA	8466	physical
3015	PDPK1	HADHB	5032	physical
3016	PDPK1	SQSTM1	952	physical
3017	PDPK1	PDPK2P	27234	physical
3018	PDPK1	GLG1	1819	physical
3019	PDPK1	OSBPL8	2788	physical
3020	PDPK1	NRXN3	306	physical
3021	PDPK1	GPC6	374	physical
3022	IRAK2	MAP2K1	442	physical
3023	IRAK2	SH3GLB2	340	physical
3024	MAP3K13	HADHA	408	physical
3025	DAPK3	ACACB	2210	physical
3026	DAPK3	OPA1	1156	physical
3027	DAPK3	ACACA	452.0454545	physical
3028	DAPK3	CEP170	646	physical
3029	DAPK3	LUZP1	9248	physical
3030	MAP3K7	GOT2	544	physical
3031	MAP3K7	TRAP1	484.5	physical
3032	MAP3K7	FKBP5	1020	physical
3033	MAP3K7	TAB1	4148	physical
3034	MAP3K7	CDC37	1564	physical
3035	MAP3K7	TAB2	408	physical
3036	RIPK2	ERLIN1	816	physical
3037	RIPK2	ERLIN2	1564	physical
3038	RIPK2	TRAF2	306	physical
3039	RIPK2	TRAF3	782	physical
3040	RIPK2	CAMK4	748	physical
3041	RIPK2	TMUB1	408	physical
3042	PRKAB2	PRKAG1	3196	physical
3043	PRKAB2	PRKAA2	3366	physical
3044	PRKAB2	PRKAA1	5848	physical
3045	PRKAB2	PRKAG2	1326	physical
3046	DYRK3	EIF3L	374	physical
3047	NUAK1	PPP1R12A	5338	physical
3048	NUAK1	PPP1R12B	1462	physical
3049	NUAK1	PRKAR1A	680	physical
3050	NUAK1	PRKACA	306	physical
3051	NUAK1	ATAD3B	510	physical
3052	NUAK1	SPECC1L	884	physical
3053	NUAK1	USP9X	3298	physical
3054	NUAK1	PPP1R12C	816	physical
3055	NUAK1	RAI14	578	physical
3056	NUAK1	AKAP11	340	physical
3057	NUAK1	FBXW11	1020	physical
3058	NUAK1	SRRM2	1258	physical
3059	NUAK1	BTRC	578	physical
3060	BUB1B	BUB3	3842	physical
3061	BUB1B	SERPINB3	442	physical
3062	BUB1B	CDC27	544	physical
3063	BUB1B	CDC20	714	physical
3064	BUB1B	CYFIP2	340	physical
3065	BUB1B	ANAPC1	442	physical
3066	BUB1B	CDC23	408	physical
3067	ULK1	HNRNPCL1	340	physical
3068	ULK1	CLTB	340	physical
3069	ULK1	ERC1	442	physical
3070	ULK1	RB1CC1	442	physical
3071	RPS6KA5	GLUD1	306	physical
3072	RPS6KA5	BCAP31	306	physical
3073	RPS6KA4	SMR3B	1054	physical
3074	RPS6KA4	ANXA1	340	physical
3075	RPS6KA4	CDC37	2771	physical
3076	RPS6KA4	ERC1	1836	physical
3077	STK16	CSK	714	physical
3078	CDKL5	CDC37	4403	physical
3079	STK17B	CAMK1D	578	physical
3080	PRKD3	PRKD1	1904	physical
3081	PRKD3	ATAD3B	612	physical
3082	PRKD3	PRKD2	2822	physical
3083	PRKD3	SH3GLB2	442	physical
3084	OXSR1	ACACB	1802	physical
3085	OXSR1	FRK	306	physical
3086	OXSR1	ACACA	331.5	physical
3087	PAK4	PMPCB	680	physical
3088	PAK4	CIAO1	306	physical
3089	PAK4	CDC42	374	physical
3090	PAK4	YWHAG	340	physical
3091	PAK4	YWHAH	448.8	physical
3092	PAK4	PMPCA	544	physical
3093	PAK4	PITRM1	1360	physical
3094	PAK4	NEK9	306	physical
3095	PAK4	USP9X	680	physical
3096	PAK4	MMS19	646	physical
3097	PAK4	ERP44	306	physical
3098	PAK4	FEM1B	340	physical
3099	CHEK2	EPB41	544	physical
3100	MOS	FKBP5	5916	physical
3101	MOS	PPP2R5A	646	physical
3102	MOS	CDC37	7123	physical
3103	RAF1	HAX1	374	physical
3104	RAF1	GLUD1	408	physical
3105	RAF1	POLR2B	306	physical
3106	RAF1	YWHAH	414.8	physical
3107	RAF1	CDC37	1564	physical
3108	PRKCG	PRKCA	9792	physical
3109	PRKCB	PRKCG	6120	physical
3110	PRKCB	PRKCA	36074	physical
3111	LCK	LYN	2074	physical
3112	LCK	BLK	663	physical
3113	FYN	AIP	11764	physical
3114	FYN	CDC37	6460	physical
3115	FYN	HSP90AB4P	2686	physical
3116	CDK1	H2AFY	374	physical
3117	CDK1	CCNB2	1904	physical
3118	CDK1	PRKAR2A	1564	physical
3119	CDK1	CCNB1	3638	physical
3120	CDK1	CCNA2	1054	physical
3121	CDK1	CKS2	1190	physical
3122	CDK1	MAP2K2	442	physical
3123	CDK1	CDKN1B	340	physical
3124	CDK1	CKS1B	1360	physical
3125	CDK1	CDK18	544	physical
3126	CDK1	PPP3CA	1394	physical
3127	CDK1	SKP2	544	physical
3128	CDK1	PKMYT1	714	physical
3129	YES1	LCK	1110.666667	physical
3130	YES1	SRC	6392	physical
3131	LYN	TOM1L1	306	physical
3132	LYN	HCK	11084	physical
3133	LYN	FGR	3740	physical
3134	LYN	SRC	3876	physical
3135	LYN	CBL	1088	physical
3136	LYN	BLK	782	physical
3137	LYN	ANKRD54	476	physical
3138	HCK	LCK	1598	physical
3139	HCK	SRC	6086	physical
3140	HCK	CDC37	1411	physical
3141	FGR	CAMK2B	646	physical
3142	FGR	CDC37	1343	physical
3143	SBK2	CDC37	2023	physical
3144	SBK2	MAVS	15606	physical
3145	ARAF	YWHAH	380.8	physical
3146	ARAF	FKBP5	2618	physical
3147	ARAF	CAMK1	714	physical
3148	ARAF	CDC37	1870	physical
3149	BCR	FRK	4386	physical
3150	BCR	ECH1	306	physical
3151	BCR	RRP12	476	physical
3152	BCR	SH2D5	1666	physical
3153	BCR	KCMF1	374	physical
3154	PIM1	MARK3	612	physical
3155	PIM1	SERPINB3	782	physical
3156	PIM1	PTDSS1	510	physical
3157	PIM1	EDC3	476	physical
3158	PSKH1	AIP	408	physical
3159	PSKH1	RPS15	374	physical
3160	PSKH1	GTF3C1	306	physical
3161	PSKH1	FKBP5	6562	physical
3162	PSKH1	CDC37	4199	physical
3163	PSKH1	RRP12	578	physical
3164	PSKH1	DHX30	476	physical
3165	PSKH1	MRPS31	340	physical
3166	PSKH1	PTCD3	408	physical
3167	CDK4	GUSB	340	physical
3168	CDK4	CDKN2A	18632	physical
3169	CDK4	CDKN2B	6086	physical
3170	CDK4	CDKN2C	1496	physical
3171	CDK4	FKBP5	918	physical
3172	CDK4	CDC37	3230	physical
3173	SRC	AIP	1326	physical
3174	SRC	APOD	408	physical
3175	SRC	LYN	1394	physical
3176	SRC	FGR	1088	physical
3177	SRC	CDC37	1292	physical
3178	BRAF	YWHAB	470.3333333	physical
3179	BRAF	MAP2K2	4318	physical
3180	BRAF	YWHAG	480.8571429	physical
3181	BRAF	MAP2K1	5270	physical
3182	BRAF	YWHAH	625.6	physical
3183	PHKG2	AGL	340	physical
3184	PHKG2	PHKA2	29172	physical
3185	PHKG2	PHKA1	27030	physical
3186	PHKG2	ZC3H15	374	physical
3187	PHKG2	PHKB	10438	physical
3188	PHKG2	DRG1	340	physical
3189	FER	CDC37	2839	physical
3190	PRKCA	PRKCB	1462	physical
3191	PRKACA	PRKAR1A	39950	physical
3192	PRKACA	PRKAR2A	21556	physical
3193	PRKACA	PRKACB	20842	physical
3194	PRKACA	AKAP5	1326	physical
3195	PRKACA	PRKAR1B	5814	physical
3196	PRKACA	PRKAR2B	18870	physical
3197	PRKACA	PKIA	510	physical
3198	PRKACA	PDE7A	782	physical
3199	PRKACA	PDE4DIP	1530	physical
3200	PRKACA	AKAP1	3468	physical
3201	PRKACA	AKAP9	7956	physical
3202	PRKACA	AASDHPPT	306	physical
3203	PRKACA	AKAP11	9588	physical
3204	PRKACA	USP22	306	physical
3205	PRKACA	PALM2-AKAP2	306	physical
3206	EIF2AK2	PRKRA	714	physical
3207	EIF2AK2	ADAR	1768	physical
3208	EIF2AK2	GNL2	306	physical
3209	EIF2AK2	RRP1B	408	physical
3210	EIF2AK2	PDCD11	408	physical
3211	EIF2AK2	DHX30	1224	physical
3212	EIF2AK2	DDX54	442	physical
3213	EIF2AK2	DDX27	340	physical
3214	EIF2AK2	STRBP	680	physical
3215	EIF2AK2	EBNA1BP2	578	physical
3216	EIF2AK2	GTPBP4	612	physical
3217	EIF2AK2	NAT10	408	physical
3218	EIF2AK2	RBM28	578	physical
3219	EIF2AK2	LYAR	306	physical
3220	CSNK2A2	PES1	476	physical
3221	CSNK2A2	EIF3D	408	physical
3222	CSNK2A2	EFCAB14	884	physical
3223	CSNK2A2	EIF3J	1972	physical
3224	CSNK2A2	POLR1A	306	physical
3225	CSNK2A2	CDK11B	2516	physical
3226	CSNK2A2	BRD2	1632	physical
3227	CSNK2A2	DEK	850	physical
3228	CSNK2A2	HADHA	1700	physical
3229	CSNK2A2	ATRX	408	physical
3230	CSNK2A2	PIP4K2A	408	physical
3231	CSNK2A2	HADHB	1156	physical
3232	CSNK2A2	DCAF7	1224	physical
3233	CSNK2A2	CSNK2B	8874	physical
3234	CSNK2A2	CSNK2A1	5780	physical
3235	CSNK2A2	RING1	1530	physical
3236	CSNK2A2	GTF3C1	408	physical
3237	CSNK2A2	HDAC1	306	physical
3238	CSNK2A2	RRP1B	408	physical
3239	CSNK2A2	CHD4	578	physical
3240	CSNK2A2	PCGF3	918	physical
3241	CSNK2A2	ATAD3B	510	physical
3242	CSNK2A2	HDGFRP2	1020	physical
3243	CSNK2A2	PCGF5	714	physical
3244	CSNK2A2	YAF2	510	physical
3245	CSNK2A2	ZNF687	1190	physical
3246	CSNK2A2	NKAP	442	physical
3247	CSNK2A2	RTF1	442	physical
3248	CSNK2A2	HDAC2	408	physical
3249	CSNK2A2	C18orf25	1530	physical
3250	CSNK2A2	GRAMD1A	340	physical
3251	CSNK2A2	CCNL2	714	physical
3252	CSNK2A2	CDC5L	918	physical
3253	CSNK2A2	RNF2	1020	physical
3254	CSNK2A2	HIRIP3	1530	physical
3255	CSNK2A2	OSBPL8	952	physical
3256	CSNK2A2	DDX24	714	physical
3257	CSNK2A2	TSPYL1	374	physical
3258	CSNK2A2	TSPYL2	408	physical
3259	CSNK2A2	FBRS	1394	physical
3260	CSNK2A2	GPATCH2	1156	physical
3261	CSNK2A2	GPATCH2L	306	physical
3262	CSNK2A2	LYAR	442	physical
3263	CSNK2A2	SAP30BP	748	physical
3264	CSNK2A2	DDX41	1190	physical
3265	CSNK2A2	CCNL1	340	physical
3266	CSNK2A2	ZMYND8	680	physical
3267	MAK	KIAA0556	1088	physical
3268	MAK	FKBP5	748	physical
3269	MAK	EIF3L	510	physical
3270	PRKACG	HAX1	612	physical
3271	PRKACG	DNAJB6	476	physical
3272	PRKACG	PRKAR2A	816	physical
3273	PRKACG	DNAJB1	374	physical
3274	PRKACG	PRKAR2B	544	physical
3275	PRKACG	DNAJA1	493	physical
3276	PRKACG	PPP5C	340	physical
3277	PRKACG	FKBP5	5814	physical
3278	PRKACG	FKBP8	374	physical
3279	PRKACG	DDB1	578	physical
3280	PRKACG	CDC37	1207	physical
3281	PRKACG	DNAJA3	442	physical
3282	PRKACG	CLPB	306	physical
3283	PRKACG	CACYBP	578	physical
3284	PRKACG	STUB1	1156	physical
3285	PRKACG	SUGT1	1734	physical
3286	PRKACB	PRKAR1A	31756	physical
3287	PRKACB	MYH6	374	physical
3288	PRKACB	PRKAR2A	10948	physical
3289	PRKACB	PRKACA	15368	physical
3290	PRKACB	AKAP5	510	physical
3291	PRKACB	PRKAR1B	3536	physical
3292	PRKACB	PRKAR2B	11016	physical
3293	PRKACB	DYRK1A	374	physical
3294	PRKACB	PDE4DIP	884	physical
3295	PRKACB	AKAP1	1734	physical
3296	PRKACB	AKAP9	6562	physical
3297	PRKACB	AKAP11	6528	physical
3298	PRKACB	MYH2	578	physical
3299	ADRBK1	FRK	18258	physical
3300	MAPK3	RPS6KA5	1734	physical
3301	MAPK3	LTN1	1224	physical
3302	MAPK3	TUBG1	612	physical
3303	MAPK3	MAPK1	19278	physical
3304	MAPK3	LIMS1	476	physical
3305	MAPK3	DHPS	7650	physical
3306	MAPK3	RPS6KA3	9146	physical
3307	MAPK3	ILK	374	physical
3308	MAPK3	RPS6KA2	3060	physical
3309	MAPK3	RSU1	408	physical
3310	MAPK3	RPS6KA1	8126	physical
3311	MAPK3	DUSP6	1224	physical
3312	MAPK3	DUSP7	1564	physical
3313	MAPK3	TLK2	3332	physical
3314	MAPK3	PDCD6IP	1836	physical
3315	MAPK3	DUSP9	3026	physical
3316	MAPK3	PARVA	340	physical
3317	MAPK3	RPS6KA6	1836	physical
3318	MAPK3	TLK1	1020	physical
3319	MARK3	SOGA1	680	physical
3320	MARK3	YWHAG	393.4285714	physical
3321	MARK3	YWHAH	584.8	physical
3322	MARK3	G3BP1	578	physical
3323	MARK3	DLG5	986	physical
3324	MARK3	ARHGEF2	306	physical
3325	MARK3	MARK4	2652	physical
3326	MARK3	MTCL1	2108	physical
3327	MAPK1	RPS6KA3	782	physical
3328	AXL	CST4	374	physical
3329	AXL	AMY1A	306	physical
3330	AXL	DNAJB1	408	physical
3331	AXL	HADHA	544	physical
3332	AXL	BAG6	578	physical
3333	AXL	HADHB	306	physical
3334	MAPK4	AHCYL1	748	physical
3335	MAPK4	FKBP5	4590	physical
3336	MAPK4	CDC37	4896	physical
3337	MAPK4	ATAD3B	476	physical
3338	MAPK4	FASTKD5	1666	physical
3339	MAPK4	PLEKHH3	1972	physical
3340	MAPK4	ERC1	476	physical
3341	MAPK4	MAPKAPK5	4080	physical
3342	MAPK4	DNAJC10	510	physical
3343	MAPK4	AHCYL2	884	physical
3344	MAPK4	SLC25A10	340	physical
3345	GRK4	FRK	8024	physical
3346	MAP2K2	RAF1	6154	physical
3347	MAP2K2	ARAF	6494	physical
3348	MAP2K2	BRAF	5372	physical
3349	MAP2K2	MAP2K1	22032	physical
3350	MAP2K2	KSR1	3842	physical
3351	FLT3	CLGN	578	physical
3352	FLT3	HLA-A	476	physical
3353	FLT3	HLA-C	544	physical
3354	FLT3	CANX	1227.090909	physical
3355	PIK3CB	PIK3R2	884	physical
3356	PIK3CB	PIK3R1	2074	physical
3357	ABL2	CDC37	3417	physical
3358	FRK	IMMT	374	physical
3359	FRK	DHX30	306	physical
3360	GRK6	HAX1	714	physical
3361	GRK6	URI1	340	physical
3362	GRK6	GLUD1	408	physical
3363	GRK6	GRK4	2754	physical
3364	GRK6	RAD23B	442	physical
3365	GRK6	FKBP5	1292	physical
3366	GRK6	RCN2	544	physical
3367	GRK6	FKBP8	816	physical
3368	GRK6	DDB1	986	physical
3369	GRK6	CDC37	1224	physical
3370	GRK6	HSP90AB4P	3230	physical
3371	GRK6	DNAJC10	306	physical
3372	GRK6	GCN1L1	646	physical
3373	GRK6	DNAJA3	680	physical
3374	GRK6	WDR92	306	physical
3375	GRK6	MMS19	306	physical
3376	GRK6	DNAJC7	952	physical
3377	GRK6	TRABD	476	physical
3378	GRK6	RPAP3	340	physical
3379	GRK6	STUB1	714	physical
3380	GRK6	NUDC	408	physical
3381	GRK6	SUGT1	986	physical
3382	SYK	PPP2R1B	714	physical
3383	SYK	HADHA	986	physical
3384	SYK	SKIV2L2	476	physical
3385	SYK	HADHB	510	physical
3386	SYK	RPS15	340	physical
3387	SYK	RRP1B	748	physical
3388	SYK	FAM175B	578	physical
3389	SYK	RRP12	578	physical
3390	SYK	SMEK1	306	physical
3391	SYK	LARP1	680	physical
3392	SYK	TRMT1L	816	physical
3393	SYK	MTDH	306	physical
3394	SYK	DDX54	408	physical
3395	SYK	PTCD3	306	physical
3396	SYK	ZFR	476	physical
3397	SYK	EBNA1BP2	714	physical
3398	SYK	DDX24	374	physical
3399	SYK	PPAN	476	physical
3400	SYK	RBM28	306	physical
3401	SYK	BRE	306	physical
3402	SYK	USP25	6120	physical
3403	SYK	NOC2L	340	physical
3404	MAPK8	WDR62	442	physical
3405	MAPK9	WDR62	3332	physical
3406	MAP2K4	CNDP2	544	physical
3407	MAP2K3	PRKCH	510	physical
3408	MAP2K3	MAP2K2	952	physical
3409	CSNK1A1	FAM83G	2686	physical
3410	CSNK1A1	SEC16A	408	physical
3411	CSNK1A1	HTATSF1	634.6666667	physical
3412	CSNK1A1	LIG4	748	physical
3413	CSNK1A1	XRCC4	442	physical
3414	CSNK1A1	FKBP5	680	physical
3415	CSNK1A1	GAPVD1	4828	physical
3416	CSNK1A1	FAM83B	1632	physical
3417	CSNK1A1	ZNF618	1190	physical
3418	CSNK1A1	FAM83H	2448	physical
3419	CSNK1A1	USP34	1190	physical
3420	CSNK1A1	DDX46	1258	physical
3421	CSNK1A1	EPM2AIP1	918	physical
3422	CSNK1A1	PHF5A	408	physical
3423	CSNK1A1	UNC45A	510	physical
3424	CSNK1A1	CACYBP	306	physical
3425	CSNK1A1	FKBPL	918	physical
3426	CSNK1A1	RASAL2	1904	physical
3427	CSNK1A1	DBR1	306	physical
3428	CSNK1D	PER1	1428	physical
3429	CSNK1D	IKBKAP	646	physical
3430	CSNK1D	MCC	1258	physical
3431	CSNK1D	CSNK1A1	340	physical
3432	CSNK1D	RAD23A	612	physical
3433	CSNK1D	RAD23B	612	physical
3434	CSNK1D	WDR5	374	physical
3435	CSNK1D	GAPVD1	7684	physical
3436	CSNK1D	CRY1	476	physical
3437	CSNK1D	FAM110C	374	physical
3438	CSNK1D	KLHL22	1122	physical
3439	CSNK1D	FAM83B	680	physical
3440	CSNK1D	FAM199X	306	physical
3441	CSNK1D	FAM83H	2890	physical
3442	CSNK1D	ARHGAP22	340	physical
3443	CSNK1D	VPS13B	4930	physical
3444	CSNK1D	FAM110B	1020	physical
3445	CSNK1D	FAM110A	748	physical
3446	CSNK1D	UNC45A	1564	physical
3447	CSNK1D	DBNDD1	510	physical
3448	CSNK1D	STOX2	476	physical
3449	CSNK1D	FKBPL	952	physical
3450	CSNK1D	RASAL2	3434	physical
3451	CSNK1D	SNX24	680	physical
3452	CDK8	MED14	782	physical
3453	CDK8	MED24	952	physical
3454	CDK8	MED6	374	physical
3455	CDK8	CCNC	442	physical
3456	CDK8	MED1	612	physical
3457	CDK8	CDC37	1598	physical
3458	CDK8	MED13L	374	physical
3459	CDK8	MED12	2482	physical
3460	CDK8	MED15	544	physical
3461	CDK8	MED4	510	physical
3462	CDK8	MED17	748	physical
3463	CDK8	MED13	1054	physical
3464	CDK8	MED23	510	physical
3465	CDK8	MED16	680	physical
3466	CSNK1E	ZSWIM8	374	physical
3467	CSNK1E	PER1	374	physical
3468	CSNK1E	FARP2	578	physical
3469	CSNK1E	MCC	1156	physical
3470	CSNK1E	CLIP1	646	physical
3471	CSNK1E	WDR5	986	physical
3472	CSNK1E	GAPVD1	7616	physical
3473	CSNK1E	RBBP5	1326	physical
3474	CSNK1E	KLHL22	850	physical
3475	CSNK1E	FAM83B	306	physical
3476	CSNK1E	FAM83H	952	physical
3477	CSNK1E	VPS13B	3638	physical
3478	CSNK1E	USP9X	374	physical
3479	CSNK1E	ASH2L	1802	physical
3480	CSNK1E	RASAL2	850	physical
3481	CSNK1E	SNX24	442	physical
3482	CLK2	TRIM27	544	physical
3483	CLK2	PSME3	578	physical
3484	CLK2	CSNK2A1	306	physical
3485	CLK2	LARP7	442	physical
3486	CLK2	SNIP1	748	physical
3487	CLK2	DYRK2	306	physical
3488	CLK2	USP7	544	physical
3489	CLK2	PRMT1	340	physical
3490	CLK2	WDR6	1190	physical
3491	CLK2	BCLAF1	2516	physical
3492	CLK2	SRRM2	1785	physical
3493	CLK2	THRAP3	584.8	physical
3494	CLK2	TNPO3	2074	physical
3495	CLK2	TEX264	1972	physical
3496	CLK3	AIP	680	physical
3497	CLK3	AHCYL1	442	physical
3498	CLK3	PSME3	952	physical
3499	CLK3	FKBP5	3502	physical
3500	CLK3	CDC37	2771	physical
3501	CLK3	LARP7	476	physical
3502	CLK3	HSP90AB4P	1292	physical
3503	CLK3	MEPCE	544	physical
3504	CLK3	SRPK1	306	physical
3505	CLK3	PRMT1	408	physical
3506	CLK3	LRRC1	510	physical
3507	CLK3	UBE2O	748	physical
3508	CLK3	FAM192A	374	physical
3509	CLK3	SRRM2	612	physical
3510	CLK3	TNPO3	3706	physical
3511	GSK3B	AXIN1	714	physical
3512	GSK3B	MYO1B	340	physical
3513	GSK3B	PRKAR1A	306	physical
3514	GSK3B	MKI67	714	physical
3515	GSK3B	RRP1B	442	physical
3516	GSK3B	DBN1	476	physical
3517	GSK3B	PRUNE	476	physical
3518	CDK7	ERCC2	2992	physical
3519	CDK7	ERCC3	1462	physical
3520	CDK7	ERCC5	1224	physical
3521	CDK7	GTF2H1	782	physical
3522	CDK7	CCNH	2890	physical
3523	CDK7	MNAT1	1156	physical
3524	CDK7	DBN1	374	physical
3525	CDK7	IMMT	340	physical
3526	CDK7	GTF2H2C	476	physical
3527	CDK7	CARM1	680	physical
