Interactor_A	Interactor_B	Score	type	org1	org2
1551	KRT19	CEP131	1330	physical	Homo sapiens	Homo sapiens
1552	KRT19	CSPP1	315	physical	Homo sapiens	Homo sapiens
1553	KRT19	KIAA0753	375	physical	Homo sapiens	Homo sapiens
1554	KRT19	PIBF1	335	physical	Homo sapiens	Homo sapiens
1555	KRT8	CEP131	665	physical	Homo sapiens	Homo sapiens
1556	LAMP1	ABCC1	415	physical	Homo sapiens	Homo sapiens
1557	LAMP1	FAM83B	320	physical	Homo sapiens	Homo sapiens
1558	LAMP1	SLC12A2	425	physical	Homo sapiens	Homo sapiens
1559	LAMP1	SLC4A7	430	physical	Homo sapiens	Homo sapiens
1560	LAMP1	SPTBN2	335	physical	Homo sapiens	Homo sapiens
1561	LAMP1	WDR6	355	physical	Homo sapiens	Homo sapiens
1562	LAMP2	AP2M1	655	physical	Homo sapiens	Homo sapiens
1563	LAMP2	ARFGEF2	415	physical	Homo sapiens	Homo sapiens
1564	LAMP2	ARL13B	430	physical	Homo sapiens	Homo sapiens
1565	LAMP2	CLCN7	1130	physical	Homo sapiens	Homo sapiens
1566	LAMP2	CPD	350	physical	Homo sapiens	Homo sapiens
1567	LAMP2	DENND6A	425	physical	Homo sapiens	Homo sapiens
1568	LAMP2	LAMTOR1	415	physical	Homo sapiens	Homo sapiens
1569	LAMP2	PLD1	900	physical	Homo sapiens	Homo sapiens
1570	LAMP2	PLEKHM3	495	physical	Homo sapiens	Homo sapiens
1571	LAMP2	RAB7A	305	physical	Homo sapiens	Homo sapiens
1572	LAMP2	SNX5	385	physical	Homo sapiens	Homo sapiens
1573	LAMP2	STK11IP	455	physical	Homo sapiens	Homo sapiens
1574	LAMP2	TBC1D9	425	physical	Homo sapiens	Homo sapiens
1575	LAMP2	TFRC	420	physical	Homo sapiens	Homo sapiens
1576	LAMP2	TMX1	370	physical	Homo sapiens	Homo sapiens
1577	LAMP2	VPS13C	472.5	physical	Homo sapiens	Homo sapiens
1578	LAMP3	ABCC1	310	physical	Homo sapiens	Homo sapiens
1579	LAMP3	AP2M1	400	physical	Homo sapiens	Homo sapiens
1580	LAMP3	CLCN7	695	physical	Homo sapiens	Homo sapiens
1581	LAMP3	LMAN1	475	physical	Homo sapiens	Homo sapiens
1582	LAMP3	PLD1	485	physical	Homo sapiens	Homo sapiens
1583	LAMP3	SLC20A2	425	physical	Homo sapiens	Homo sapiens
1584	LAMP3	SNX5	520	physical	Homo sapiens	Homo sapiens
1585	LAMP3	SNX6	302.4	physical	Homo sapiens	Homo sapiens
1586	LAMP3	TFRC	475	physical	Homo sapiens	Homo sapiens
1587	LAMTOR1	ARHGEF10	475	physical	Homo sapiens	Homo sapiens
1588	LAMTOR1	CLCN7	490	physical	Homo sapiens	Homo sapiens
1589	LAMTOR1	CPD	525	physical	Homo sapiens	Homo sapiens
1590	LAMTOR1	DNAJA2	460	physical	Homo sapiens	Homo sapiens
1591	LAMTOR1	GOLGA4	367.5	physical	Homo sapiens	Homo sapiens
1592	LAMTOR1	RRAGA	500	physical	Homo sapiens	Homo sapiens
1593	LAMTOR1	WDR6	315	physical	Homo sapiens	Homo sapiens
1594	LATS1	CEP131	350	physical	Homo sapiens	Homo sapiens
1595	LATS1	INADL	470	physical	Homo sapiens	Homo sapiens
1596	LCK	DNAJA2	440	physical	Homo sapiens	Homo sapiens
1597	LMNA	FAM169A	585	physical	Homo sapiens	Homo sapiens
1598	LMNA	TOR1AIP1	462	physical	Homo sapiens	Homo sapiens
1599	LMNB1	FAM169A	1235	physical	Homo sapiens	Homo sapiens
1600	LMNB1	LMNA	635	physical	Homo sapiens	Homo sapiens
1601	LMNB1	LMNB2	660	physical	Homo sapiens	Homo sapiens
1602	LMNB1	SUN2	305	physical	Homo sapiens	Homo sapiens
1603	LRRC59	CALR	410	physical	Homo sapiens	Homo sapiens
1604	LRRC59	CALU	490	physical	Homo sapiens	Homo sapiens
1605	LRRC59	DNAJC10	370	physical	Homo sapiens	Homo sapiens
1606	LRRC59	EMC1	675	physical	Homo sapiens	Homo sapiens
1607	LRRC59	ERP29	330	physical	Homo sapiens	Homo sapiens
1608	LRRC59	GRAMD1A	428.75	physical	Homo sapiens	Homo sapiens
1609	LRRC59	HYOU1	1820	physical	Homo sapiens	Homo sapiens
1610	LRRC59	IKBIP	390	physical	Homo sapiens	Homo sapiens
1611	LRRC59	LMAN1	455	physical	Homo sapiens	Homo sapiens
1612	LRRC59	LRPAP1	390	physical	Homo sapiens	Homo sapiens
1613	LRRC59	NOMO2	590	physical	Homo sapiens	Homo sapiens
1614	LRRC59	NUCB2	365	physical	Homo sapiens	Homo sapiens
1615	LRRC59	NUP210	870	physical	Homo sapiens	Homo sapiens
1616	LRRC59	PIGO	470	physical	Homo sapiens	Homo sapiens
1617	LRRC59	PPIB	430	physical	Homo sapiens	Homo sapiens
1618	LRRC59	PRKCSH	400	physical	Homo sapiens	Homo sapiens
1619	LRRC59	RCN1	305	physical	Homo sapiens	Homo sapiens
1620	LRRC59	RPN2	415	physical	Homo sapiens	Homo sapiens
1621	LRRC59	TMTC3	360	physical	Homo sapiens	Homo sapiens
1622	LRRC59	UGGT1	1135	physical	Homo sapiens	Homo sapiens
1623	LRRC59	UGGT2	565	physical	Homo sapiens	Homo sapiens
1624	LRRC59	FNDC3A	360	physical	Homo sapiens	Homo sapiens
1625	LYN	ARAP2	405	physical	Homo sapiens	Homo sapiens
1626	LYN	CCDC88A	610	physical	Homo sapiens	Homo sapiens
1627	LYN	EPB41L1	520	physical	Homo sapiens	Homo sapiens
1628	LYN	EPB41L5	380	physical	Homo sapiens	Homo sapiens
1629	LYN	FARP1	320	physical	Homo sapiens	Homo sapiens
1630	LYN	FLOT2	405	physical	Homo sapiens	Homo sapiens
1631	LYN	LLGL1	360	physical	Homo sapiens	Homo sapiens
1632	LYN	MARK2	325	physical	Homo sapiens	Homo sapiens
1633	LYN	SPTBN1	740	physical	Homo sapiens	Homo sapiens
1634	LYN	VANGL1	390	physical	Homo sapiens	Homo sapiens
1635	LYN	YES1	320	physical	Homo sapiens	Homo sapiens
1636	LYN	ZDHHC5	355	physical	Homo sapiens	Homo sapiens
1637	MAPRE1	CDK5RAP2	795	physical	Homo sapiens	Homo sapiens
1638	MAPRE1	GTSE1	565	physical	Homo sapiens	Homo sapiens
1639	MAPRE1	NAV1	520	physical	Homo sapiens	Homo sapiens
1640	MAPRE1	NCKAP5L	360	physical	Homo sapiens	Homo sapiens
1641	MAPRE3	CDK5RAP2	795	physical	Homo sapiens	Homo sapiens
1642	MAPRE3	CLIP1	400	physical	Homo sapiens	Homo sapiens
1643	MAPRE3	GTSE1	500	physical	Homo sapiens	Homo sapiens
1644	MAPRE3	NAV1	720	physical	Homo sapiens	Homo sapiens
1645	MARCKS	EPB41L1	355	physical	Homo sapiens	Homo sapiens
1646	MARCKS	NOTCH2	350	physical	Homo sapiens	Homo sapiens
1647	MARCKS	CPD	585	physical	Homo sapiens	Homo sapiens
1648	MARCKS	LMAN1	470	physical	Homo sapiens	Homo sapiens
1649	MARCKS	TFRC	425	physical	Homo sapiens	Homo sapiens
1650	METTL7A	AUP1	355	physical	Homo sapiens	Homo sapiens
1651	METTL7A	CPD	355	physical	Homo sapiens	Homo sapiens
1652	METTL7A	DNAJC16	325	physical	Homo sapiens	Homo sapiens
1653	METTL7A	EIF2AK3	525	physical	Homo sapiens	Homo sapiens
1654	METTL7A	FNDC3A	690	physical	Homo sapiens	Homo sapiens
1655	METTL7A	GOLGA3	352.69	physical	Homo sapiens	Homo sapiens
1656	METTL7A	ITPR2	500	physical	Homo sapiens	Homo sapiens
1657	METTL7A	ITPR3	532	physical	Homo sapiens	Homo sapiens
1658	METTL7A	LMNB1	368.85	physical	Homo sapiens	Homo sapiens
1659	METTL7A	LRRC59	325	physical	Homo sapiens	Homo sapiens
1660	METTL7A	NSDHL	305	physical	Homo sapiens	Homo sapiens
1661	METTL7A	POR	390	physical	Homo sapiens	Homo sapiens
1662	METTL7A	RAB3GAP1	350	physical	Homo sapiens	Homo sapiens
1663	METTL7A	SMPD4	635	physical	Homo sapiens	Homo sapiens
1664	METTL7A	STBD1	355	physical	Homo sapiens	Homo sapiens
1665	METTL7A	STIM1	515	physical	Homo sapiens	Homo sapiens
1666	METTL7A	TOR1AIP2	435	physical	Homo sapiens	Homo sapiens
1667	METTL7A	UBE2J1	345	physical	Homo sapiens	Homo sapiens
1668	METTL7A	VEZT	370	physical	Homo sapiens	Homo sapiens
1669	METTL7A	VRK2	493.89	physical	Homo sapiens	Homo sapiens
1670	MLLT4	CCDC88A	430	physical	Homo sapiens	Homo sapiens
1671	MLLT4	CCDC88C	310	physical	Homo sapiens	Homo sapiens
1672	MLLT4	CS	1020	physical	Homo sapiens	Homo sapiens
1673	MLLT4	KIAA1462	420	physical	Homo sapiens	Homo sapiens
1674	MLLT4	LZTS2	595	physical	Homo sapiens	Homo sapiens
1675	MLLT4	PVRL2	350	physical	Homo sapiens	Homo sapiens
1676	MLLT4	PLCH1	405	physical	Homo sapiens	Homo sapiens
1677	MLLT4	PPP1R13B	775	physical	Homo sapiens	Homo sapiens
1678	MLLT4	SIPA1L3	396.67	physical	Homo sapiens	Homo sapiens
1679	MLLT4	USP54	435	physical	Homo sapiens	Homo sapiens
1680	MLLT4	USP6NL	315	physical	Homo sapiens	Homo sapiens
1681	NDC80	CCDC18	630	physical	Homo sapiens	Homo sapiens
1682	NDC80	CDK5RAP2	315	physical	Homo sapiens	Homo sapiens
1683	NDC80	CEP131	1465.62	physical	Homo sapiens	Homo sapiens
1684	NDC80	CEP162	335	physical	Homo sapiens	Homo sapiens
1685	NDC80	CEP290	1040	physical	Homo sapiens	Homo sapiens
1686	NDC80	CSPP1	495	physical	Homo sapiens	Homo sapiens
1687	NDC80	KIAA0753	655	physical	Homo sapiens	Homo sapiens
1688	NDC80	KIF7	847	physical	Homo sapiens	Homo sapiens
1689	NDC80	MIB1	388.89	physical	Homo sapiens	Homo sapiens
1690	NDC80	NIN	685	physical	Homo sapiens	Homo sapiens
1691	NDC80	NUF2	640	physical	Homo sapiens	Homo sapiens
1692	NDC80	PIBF1	465	physical	Homo sapiens	Homo sapiens
1693	NDC80	TBC1D31	470	physical	Homo sapiens	Homo sapiens
1694	NEFM	INA	1234.33	physical	Homo sapiens	Homo sapiens
1695	NEFM	NEFL	1985	physical	Homo sapiens	Homo sapiens
1696	NIFK	SIRT1	320	physical	Homo sapiens	Homo sapiens
1697	NOP56	HYOU1	390	physical	Homo sapiens	Homo sapiens
1698	NUP155	NUP188	468.33	physical	Homo sapiens	Homo sapiens
1699	NUP155	POM121	665	physical	Homo sapiens	Homo sapiens
1700	NUP155	SENP1	560	physical	Homo sapiens	Homo sapiens
1701	NUP155	SENP2	350	physical	Homo sapiens	Homo sapiens
1702	NUP155	SMPD4	435	physical	Homo sapiens	Homo sapiens
1703	NUP50	MCM3AP	370	physical	Homo sapiens	Homo sapiens
1704	OCLN	CCDC88A	700	physical	Homo sapiens	Homo sapiens
1705	OCLN	EPB41L1	320	physical	Homo sapiens	Homo sapiens
1706	OCLN	MARK2	340	physical	Homo sapiens	Homo sapiens
1707	OCLN	USP6NL	320	physical	Homo sapiens	Homo sapiens
1708	OCLN	VANGL1	335	physical	Homo sapiens	Homo sapiens
1709	PARD3	CCDC88A	390	physical	Homo sapiens	Homo sapiens
1710	PARD3	CCDC88C	795	physical	Homo sapiens	Homo sapiens
1711	PARD3	KIRREL	330	physical	Homo sapiens	Homo sapiens
1712	PARD3	LZTS2	370	physical	Homo sapiens	Homo sapiens
1713	PARD3	MAGI1	365.56	physical	Homo sapiens	Homo sapiens
1714	PARD3	NOTCH2	360	physical	Homo sapiens	Homo sapiens
1715	PARD3	INADL	450	physical	Homo sapiens	Homo sapiens
1716	PARD3	PKP4	505	physical	Homo sapiens	Homo sapiens
1717	PARD3	PPP1R13B	700	physical	Homo sapiens	Homo sapiens
1718	PARD3	PTPN14	390	physical	Homo sapiens	Homo sapiens
1719	PARD3	USP6NL	615	physical	Homo sapiens	Homo sapiens
1720	PCM1	C2CD3	425	physical	Homo sapiens	Homo sapiens
1721	PCM1	CCDC14	420	physical	Homo sapiens	Homo sapiens
1722	PCM1	CCDC18	725	physical	Homo sapiens	Homo sapiens
1723	PCM1	CCDC66	385	physical	Homo sapiens	Homo sapiens
1724	PCM1	CDK5RAP2	400	physical	Homo sapiens	Homo sapiens
1725	PCM1	CENPE	370	physical	Homo sapiens	Homo sapiens
1726	PCM1	CEP131	1841.88	physical	Homo sapiens	Homo sapiens
1727	PCM1	CEP162	720	physical	Homo sapiens	Homo sapiens
1728	PCM1	CEP290	1610	physical	Homo sapiens	Homo sapiens
1729	PCM1	CEP72	305	physical	Homo sapiens	Homo sapiens
1730	PCM1	CSPP1	1205	physical	Homo sapiens	Homo sapiens
1731	PCM1	KIAA0753	740	physical	Homo sapiens	Homo sapiens
1732	PCM1	KIF7	346.5	physical	Homo sapiens	Homo sapiens
1733	PCM1	MIB1	322.78	physical	Homo sapiens	Homo sapiens
1734	PCM1	NIN	720	physical	Homo sapiens	Homo sapiens
1735	PCM1	PIBF1	940	physical	Homo sapiens	Homo sapiens
1736	PCM1	RPGRIP1L	320	physical	Homo sapiens	Homo sapiens
1737	PCM1	SSX2IP	375	physical	Homo sapiens	Homo sapiens
1738	PCM1	TBC1D31	505	physical	Homo sapiens	Homo sapiens
1739	PCM1	TTLL5	315	physical	Homo sapiens	Homo sapiens
1740	PCNT	CDK5RAP2	390	physical	Homo sapiens	Homo sapiens
1741	PCNT	CENPJ	330	physical	Homo sapiens	Homo sapiens
1742	PDHA1	ACAD9	375	physical	Homo sapiens	Homo sapiens
1743	PDHA1	ACOT2	322	physical	Homo sapiens	Homo sapiens
1744	PDHA1	ATP5B	527.19	physical	Homo sapiens	Homo sapiens
1745	PDHA1	C17orf80	330	physical	Homo sapiens	Homo sapiens
1746	PDHA1	CLPX	565	physical	Homo sapiens	Homo sapiens
1747	PDHA1	DBT	460	physical	Homo sapiens	Homo sapiens
1748	PDHA1	DLAT	1700	physical	Homo sapiens	Homo sapiens
1749	PDHA1	DNAJA3	365	physical	Homo sapiens	Homo sapiens
1750	PDHA1	ETFA	306.25	physical	Homo sapiens	Homo sapiens
1751	PDHA1	GFM1	315	physical	Homo sapiens	Homo sapiens
1752	PDHA1	GLS	365	physical	Homo sapiens	Homo sapiens
1753	PDHA1	GRSF1	390	physical	Homo sapiens	Homo sapiens
1754	PDHA1	IARS2	1140	physical	Homo sapiens	Homo sapiens
1755	PDHA1	LARS2	380	physical	Homo sapiens	Homo sapiens
1756	PDHA1	LETM1	483.64	physical	Homo sapiens	Homo sapiens
1757	PDHA1	LRPPRC	358.08	physical	Homo sapiens	Homo sapiens
1758	PDHA1	MRPS31	645	physical	Homo sapiens	Homo sapiens
1759	PDHA1	MTIF2	360	physical	Homo sapiens	Homo sapiens
1760	PDHA1	NDUFAF4	350	physical	Homo sapiens	Homo sapiens
1761	PDHA1	NDUFV3	730	physical	Homo sapiens	Homo sapiens
1762	PDHA1	SHMT2	500	physical	Homo sapiens	Homo sapiens
1763	PDHA1	TACO1	355	physical	Homo sapiens	Homo sapiens
1764	PDHA1	TIMM44	465	physical	Homo sapiens	Homo sapiens
1765	PDHA1	VARS2	510	physical	Homo sapiens	Homo sapiens
1766	PDHA1	VWA8	1305	physical	Homo sapiens	Homo sapiens
1767	PDIA4	CALR	395	physical	Homo sapiens	Homo sapiens
1768	PDIA4	CALU	450	physical	Homo sapiens	Homo sapiens
1769	PDIA4	GANAB	675	physical	Homo sapiens	Homo sapiens
1770	PDIA4	LMAN1	395	physical	Homo sapiens	Homo sapiens
1771	PDIA4	MIA3	905	physical	Homo sapiens	Homo sapiens
1772	PDIA4	NOMO2	385	physical	Homo sapiens	Homo sapiens
1773	PDIA4	NUP210	715	physical	Homo sapiens	Homo sapiens
1774	PDIA4	P4HB	508	physical	Homo sapiens	Homo sapiens
1775	PDIA4	RCN1	320	physical	Homo sapiens	Homo sapiens
1776	PDIA4	UGGT1	495	physical	Homo sapiens	Homo sapiens
1777	PDIA4	UGGT2	325	physical	Homo sapiens	Homo sapiens
1778	PEX3	ACBD5	595	physical	Homo sapiens	Homo sapiens
1779	PEX3	PEX1	305	physical	Homo sapiens	Homo sapiens
1780	PEX3	PEX19	437.5	physical	Homo sapiens	Homo sapiens
1781	PHB2	ATAD3A	350	physical	Homo sapiens	Homo sapiens
1782	PHB2	CLPB	1190	physical	Homo sapiens	Homo sapiens
1783	PHB2	COX15	520	physical	Homo sapiens	Homo sapiens
1784	PHB2	DNAJC11	410	physical	Homo sapiens	Homo sapiens
1785	PHB2	IARS2	510	physical	Homo sapiens	Homo sapiens
1786	PHB2	IMMT	1105	physical	Homo sapiens	Homo sapiens
1787	PHB2	USP30	365	physical	Homo sapiens	Homo sapiens
1788	POLR1E	CD3EAP	640	physical	Homo sapiens	Homo sapiens
1789	POLR1E	POLR1A	1295	physical	Homo sapiens	Homo sapiens
1790	POLR1E	POLR1B	455	physical	Homo sapiens	Homo sapiens
1791	POLR2C	PCIF1	710	physical	Homo sapiens	Homo sapiens
1792	POLR2C	POLR2B	344.62	physical	Homo sapiens	Homo sapiens
1793	POLR2C	RPAP1	389.77	physical	Homo sapiens	Homo sapiens
1794	POLR2C	SUPT6H	470	physical	Homo sapiens	Homo sapiens
1795	PRPF8	EAPP	355	physical	Homo sapiens	Homo sapiens
1796	PRPF8	NCDN	320	physical	Homo sapiens	Homo sapiens
1797	PRPH	INA	522.67	physical	Homo sapiens	Homo sapiens
1798	PRPH	PLEC	315	physical	Homo sapiens	Homo sapiens
1799	PRPH	SYNM	510	physical	Homo sapiens	Homo sapiens
1800	PXMP2	ACBD5	555	physical	Homo sapiens	Homo sapiens
1801	PXMP2	OCIAD1	350	physical	Homo sapiens	Homo sapiens
1802	PXMP2	PEX1	405	physical	Homo sapiens	Homo sapiens
1803	PXMP2	PEX5	340	physical	Homo sapiens	Homo sapiens
1804	PXMP2	POR	350	physical	Homo sapiens	Homo sapiens
1805	PXMP2	VCP	355	physical	Homo sapiens	Homo sapiens
1806	PXMP2	VRK2	357.78	physical	Homo sapiens	Homo sapiens
1807	PXN	ARHGEF7	640	physical	Homo sapiens	Homo sapiens
1808	PXN	PTK2	525	physical	Homo sapiens	Homo sapiens
1809	RAB11A	APBB2	305	physical	Homo sapiens	Homo sapiens
1810	RAB11A	ARFGEF1	610	physical	Homo sapiens	Homo sapiens
1811	RAB11A	ARFGEF2	670	physical	Homo sapiens	Homo sapiens
1812	RAB11A	ARL13B	420	physical	Homo sapiens	Homo sapiens
1813	RAB11A	DENND5B	415	physical	Homo sapiens	Homo sapiens
1814	RAB11A	DMXL1	355	physical	Homo sapiens	Homo sapiens
1815	RAB11A	EXOC3	725	physical	Homo sapiens	Homo sapiens
1816	RAB11A	EXOC5	320	physical	Homo sapiens	Homo sapiens
1817	RAB11A	KIAA1549	310	physical	Homo sapiens	Homo sapiens
1818	RAB11A	LRP2	1170	physical	Homo sapiens	Homo sapiens
1819	RAB11A	MYO5B	320	physical	Homo sapiens	Homo sapiens
1820	RAB11A	RAB11FIP2	595	physical	Homo sapiens	Homo sapiens
1821	RAB11A	RAB11FIP5	333.53	physical	Homo sapiens	Homo sapiens
1822	RAB11A	RALGAPB	415	physical	Homo sapiens	Homo sapiens
1823	RAB11A	TFRC	535	physical	Homo sapiens	Homo sapiens
1824	RAB11A	TMEM2	655	physical	Homo sapiens	Homo sapiens
1825	RAB11A	TRAPPC9	455	physical	Homo sapiens	Homo sapiens
1826	RAB11A	VPS13B	495	physical	Homo sapiens	Homo sapiens
1827	RAB11A	VPS8	565	physical	Homo sapiens	Homo sapiens
1828	RAB2A	ABCC1	515	physical	Homo sapiens	Homo sapiens
1829	RAB2A	ALCAM	370	physical	Homo sapiens	Homo sapiens
1830	RAB2A	CLCN7	375	physical	Homo sapiens	Homo sapiens
1831	RAB2A	CPD	635	physical	Homo sapiens	Homo sapiens
1832	RAB2A	FAM83B	360	physical	Homo sapiens	Homo sapiens
1833	RAB2A	ITGB1	390	physical	Homo sapiens	Homo sapiens
1834	RAB2A	LMAN1	355	physical	Homo sapiens	Homo sapiens
1835	RAB2A	NOTCH2	360	physical	Homo sapiens	Homo sapiens
1836	RAB2A	SPTBN2	325	physical	Homo sapiens	Homo sapiens
1837	RAB2A	TBC1D9	475	physical	Homo sapiens	Homo sapiens
1838	RAB2A	TFRC	425	physical	Homo sapiens	Homo sapiens
1839	RAB2A	TMEM2	345	physical	Homo sapiens	Homo sapiens
1840	RAB35	ABCC1	340	physical	Homo sapiens	Homo sapiens
1841	RAB35	IGF2R	315	physical	Homo sapiens	Homo sapiens
1842	RAB35	ITGB1	340	physical	Homo sapiens	Homo sapiens
1843	RAB35	KIAA0355	505	physical	Homo sapiens	Homo sapiens
1844	RAB35	LLGL1	310	physical	Homo sapiens	Homo sapiens
1845	RAB35	NOTCH2	390	physical	Homo sapiens	Homo sapiens
1846	RAB35	OCLN	410	physical	Homo sapiens	Homo sapiens
1847	RAB35	RAB1A	505	physical	Homo sapiens	Homo sapiens
1848	RAB35	SBF1	325	physical	Homo sapiens	Homo sapiens
1849	RAB35	SPTBN1	545	physical	Homo sapiens	Homo sapiens
1850	RAB35	VANGL1	420	physical	Homo sapiens	Homo sapiens
1851	RAB35	WDR6	355	physical	Homo sapiens	Homo sapiens
1852	RAB3B	RAB1A	520	physical	Homo sapiens	Homo sapiens
1853	RAB3B	RAB6A	505	physical	Homo sapiens	Homo sapiens
1854	RAB3B	RASEF	320	physical	Homo sapiens	Homo sapiens
1855	RAB4A	ARFGEF2	680	physical	Homo sapiens	Homo sapiens
1856	RAB4A	CPD	370	physical	Homo sapiens	Homo sapiens
1857	RAB4A	GRIPAP1	965	physical	Homo sapiens	Homo sapiens
1858	RAB4A	IGF2R	790	physical	Homo sapiens	Homo sapiens
1859	RAB4A	LNPEP	830	physical	Homo sapiens	Homo sapiens
1860	RAB4A	RAB4B	2180	physical	Homo sapiens	Homo sapiens
1861	RAB4A	TFRC	435	physical	Homo sapiens	Homo sapiens
1862	RAB4A	VPS8	735	physical	Homo sapiens	Homo sapiens
1863	RAB5A	APPL1	410	physical	Homo sapiens	Homo sapiens
1864	RAB5A	APPL2	395	physical	Homo sapiens	Homo sapiens
1865	RAB5A	CPD	340	physical	Homo sapiens	Homo sapiens
1866	RAB5A	IGF2R	560	physical	Homo sapiens	Homo sapiens
1867	RAB5A	LNPEP	550	physical	Homo sapiens	Homo sapiens
1868	RAB5A	SLC6A15	320	physical	Homo sapiens	Homo sapiens
1869	RAB5A	VPS8	415	physical	Homo sapiens	Homo sapiens
1870	RAB5C	ABCC1	350	physical	Homo sapiens	Homo sapiens
1871	RAB5C	CPD	535	physical	Homo sapiens	Homo sapiens
1872	RAB5C	EEA1	825	physical	Homo sapiens	Homo sapiens
1873	RAB5C	IGF2R	660	physical	Homo sapiens	Homo sapiens
1874	RAB5C	ITGB1	420	physical	Homo sapiens	Homo sapiens
1875	RAB5C	LMAN1	1110	physical	Homo sapiens	Homo sapiens
1876	RAB5C	LNPEP	800	physical	Homo sapiens	Homo sapiens
1877	RAB5C	NOTCH2	335	physical	Homo sapiens	Homo sapiens
1878	RAB5C	RAB5A	305	physical	Homo sapiens	Homo sapiens
1879	RAB5C	RAB7A	310	physical	Homo sapiens	Homo sapiens
1880	RAB5C	STT3B	335	physical	Homo sapiens	Homo sapiens
1881	RAB5C	TFRC	830	physical	Homo sapiens	Homo sapiens
1882	RAB5C	TMEM2	360	physical	Homo sapiens	Homo sapiens
1883	RAB9A	ATP6V1B2	415	physical	Homo sapiens	Homo sapiens
1884	RAB9A	C17orf59	305	physical	Homo sapiens	Homo sapiens
1885	RAB9A	CLCN7	725	physical	Homo sapiens	Homo sapiens
1886	RAB9A	IGF2R	405	physical	Homo sapiens	Homo sapiens
1887	RAB9A	LAMTOR1	315	physical	Homo sapiens	Homo sapiens
1888	RAB9A	LNPEP	505	physical	Homo sapiens	Homo sapiens
1889	RAB9A	NISCH	745	physical	Homo sapiens	Homo sapiens
1890	RAB9A	STK11IP	355	physical	Homo sapiens	Homo sapiens
1891	RAB9A	TFRC	405	physical	Homo sapiens	Homo sapiens
1892	RAB9A	VPS13C	498.75	physical	Homo sapiens	Homo sapiens
1893	RDX	COBL	405	physical	Homo sapiens	Homo sapiens
1894	RDX	MSN	1695	physical	Homo sapiens	Homo sapiens
1895	REEP5	ATL1	315	physical	Homo sapiens	Homo sapiens
1896	RHOB	ABCC1	560	physical	Homo sapiens	Homo sapiens
1897	RHOB	CCDC88A	455	physical	Homo sapiens	Homo sapiens
1898	RHOB	CIT	725	physical	Homo sapiens	Homo sapiens
1899	RHOB	DGKH	320	physical	Homo sapiens	Homo sapiens
1900	RHOB	EPB41L5	305	physical	Homo sapiens	Homo sapiens
1901	RHOB	FAM83B	345	physical	Homo sapiens	Homo sapiens
1902	RHOB	ITGB1	470	physical	Homo sapiens	Homo sapiens
1903	RHOB	KIRREL	415	physical	Homo sapiens	Homo sapiens
1904	RHOB	LLGL1	325	physical	Homo sapiens	Homo sapiens
1905	RHOB	PVRL2	430	physical	Homo sapiens	Homo sapiens
1906	RHOB	NOTCH2	475	physical	Homo sapiens	Homo sapiens
1907	RHOB	OCLN	395	physical	Homo sapiens	Homo sapiens
1908	RHOB	PCDH7	400	physical	Homo sapiens	Homo sapiens
1909	RHOB	PPFIA1	325	physical	Homo sapiens	Homo sapiens
1910	RHOB	PTPN14	525	physical	Homo sapiens	Homo sapiens
1911	RHOB	ROBO1	330	physical	Homo sapiens	Homo sapiens
1912	RHOB	ROCK2	570.5	physical	Homo sapiens	Homo sapiens
1913	RHOB	SLC30A1	320	physical	Homo sapiens	Homo sapiens
1914	RHOB	SPTBN1	795	physical	Homo sapiens	Homo sapiens
1915	RHOB	SPTBN2	455	physical	Homo sapiens	Homo sapiens
1916	RHOB	TFRC	415	physical	Homo sapiens	Homo sapiens
1917	RHOB	WDR6	365	physical	Homo sapiens	Homo sapiens
1918	RHOB	YES1	310	physical	Homo sapiens	Homo sapiens
1919	RPL31	EBNA1BP2	405	physical	Homo sapiens	Homo sapiens
1920	RPN1	ATP6AP2	325	physical	Homo sapiens	Homo sapiens
1921	RPN1	BCAP31	315	physical	Homo sapiens	Homo sapiens
1922	RPN1	DNAJC16	465	physical	Homo sapiens	Homo sapiens
1923	RPN1	EIF2AK3	415	physical	Homo sapiens	Homo sapiens
1924	RPN1	LMAN1	535	physical	Homo sapiens	Homo sapiens
1925	RPN1	RPN2	335	physical	Homo sapiens	Homo sapiens
1926	RPN1	SOAT1	405	physical	Homo sapiens	Homo sapiens
1927	RPN1	STT3B	1475	physical	Homo sapiens	Homo sapiens
1928	RPN1	SUN1	310	physical	Homo sapiens	Homo sapiens
1929	RPN1	UBE2J1	420	physical	Homo sapiens	Homo sapiens
1930	RPN1	VEZT	320	physical	Homo sapiens	Homo sapiens
1931	RPN1	VRK2	439.44	physical	Homo sapiens	Homo sapiens
1932	RPN2	ATP13A1	340	physical	Homo sapiens	Homo sapiens
1933	RPN2	ITPR2	370	physical	Homo sapiens	Homo sapiens
1934	RPN2	ITPR3	371	physical	Homo sapiens	Homo sapiens
1935	RPN2	LMAN1	360	physical	Homo sapiens	Homo sapiens
1936	RPN2	SMPD4	350	physical	Homo sapiens	Homo sapiens
1937	RPN2	STT3B	1675	physical	Homo sapiens	Homo sapiens
1938	RPN2	STX18	430	physical	Homo sapiens	Homo sapiens
1939	RPN2	UBE2J1	345	physical	Homo sapiens	Homo sapiens
1940	RPN2	VEZT	305	physical	Homo sapiens	Homo sapiens
1941	RPN2	VRK2	567.78	physical	Homo sapiens	Homo sapiens
