Method	Predicted_Matrix	TP_mean	TP_sd	TN_mean	TN_sd	FP_mean	FP_sd	FN_mean	FN_sd	TPR_mean	TPR_sd	FPR_mean	FPR_sd	Precision_mean	Precision_sd	F1_mean	F1_sd	MCC_mean	MCC_sd	Ratio_mean	Ratio_sd	p_mean	p_sd	VI_mean	VI_sd	NMI_mean	NMI_sd	ARI_mean	ARI_sd	Modularity_mean	Modularity_sd	Communities_mean	Communities_sd	Density_mean	Density_sd	Transitivity_mean	Transitivity_sd	Time_in_Seconds_mean	Time_in_Seconds_sd	Time_in_Minutes_mean	Time_in_Minutes_sd	Time_in_Hours_mean	Time_in_Hours_sd
GENIE3	early	1269	1.9436506316151	149426.2	40.1104031947379	2335.8	40.1104031947379	150	1.9436506316151	0.894291754756871	0.00136973265089153	0.0153912046493852	0.000264298066675044	0.352069180201071	0.0038107371559841	0.505223067789897	0.00386197834418654	0.555467254454144	0.00299466297087193	1.108	0	554	0	3.51800567150118	0.0801239476291137	0.272992937906907	0.0184455257072347	0.0353347146533448	0.00615659327022482	0.567155288299118	0.00724467842448779	0.0896551724137931	0.0109044057247185	0	0	0.510570759759875	0.00396158553211884	1003.1609	16.8739462581293	16.7193483333334	0.281232437635488	0.278655805555556	0.00468720729392481
GENIE3	inet	1173.8	5.6134758493389	147739.7	27.8170611116431	4022.3	27.8170611116431	245.2	5.6134758493389	0.827202255109232	0.00395593787832198	0.0265039996837153	0.000183293980783352	0.22590453456573	0.00129907233997088	0.354888637276105	0.00178789946860474	0.423737472213757	0.00196859001876381	1.108	0	554	0	3.72335444936367	0.0851798918963795	0.245161645787245	0.0158078122304063	0.042064267994221	0.00889817393925176	0.444577438530732	0.0052662295318457	0.0862068965517241	0.0114942528735632	0	0	0.350708692982313	0.0027227204610348	702.7385	5.02542487424309	11.7123083333333	0.0837570812373849	0.195205138888889	0.00139595135395641
GENIE3	union	1247.6	2.83627298482435	146521.7	44.0405116530981	5240.3	44.0405116530981	171.4	2.83627298482435	0.879210711768851	0.00199878293504184	0.0345297241733767	0.000290194591881354	0.192304452018546	0.00139170469321758	0.315581371821126	0.00192422300294944	0.40180524399361	0.00176596909035744	1.108	0	554	0	3.77740204702492	0.0527529173670934	0.252749104338445	0.0162781338176035	0.0512757581911937	0.0090804821500739	0.372401880033195	0.00722984474561895	0.093103448275862	0.00890340999128144	0	0	0.272553954300854	0.00235281139199934	702.7385	5.02542487424309	11.7123083333333	0.0837570812373849	0.195205138888889	0.00139595135395641
GENIE3	vote	915	5.12076383191241	151473.2	8.13497251241685	288.8	8.13497251241685	504	5.12076383191241	0.644820295983087	0.0036087130598396	0.00190297966552892	5.36034877796607e-05	0.760125573776199	0.00482497264217271	0.697727916778355	0.00261925597918838	0.697536042475867	0.00267341348602	1.108	0	554	0	2.21673226906276	0.0423640558708302	0.699834257204876	0.00746797283763419	0.265908047413652	0.0167949202497744	0.865484021941047	0.00396935319064235	0	0	0.848343904157858	0.0078671123096771	0.805882650486009	0.00567975791385473	702.7385	5.02542487424309	11.7123083333333	0.0837570812373849	0.195205138888889	0.00139595135395641
GRNBoost2	early	1329.3	3.94546152771341	143558.8	125.865713273225	8203.2	125.865713273225	89.7	3.94546152771341	0.936786469344609	0.00278045209845909	0.0540530567599267	0.000829362510201666	0.139469057025585	0.00166966553840984	0.242786784159472	0.00249033726704397	0.350083445653752	0.00207989181973442	1.108	0	554	0	3.68798950414604	0.0648428074209109	0.213225957032733	0.0197664868120537	0.0244397438185855	0.00480972520091911	0.349894261271693	0.0045249080356451	0.0741379310344828	0.00832837744033872	0	0	0.26708030123231	0.00218531690624228	45.0930999999978	0.587105981344912	0.75155166666663	0.00978509968908189	0.0125258611111105	0.000163084994818031
GRNBoost2	inet	1200.5	12.7736708375731	147642.9	161.659071986559	4119.1	161.659071986559	218.5	12.7736708375731	0.846018322762509	0.00900188219702125	0.0271418405134355	0.00106521442776558	0.225830343512269	0.0055862381415307	0.356444928134354	0.00657351015333637	0.428576650467985	0.00471039517098123	1.108	0	554	0	3.74638816432804	0.0592170494883375	0.294833896139348	0.0239972895457268	0.06843030672242	0.00852455664825198	0.416272415017774	0.0101232957499068	0.218965517241379	0.0619251206760964	0	0	0.466822807623545	0.0112124481077276	38.6493999999994	1.09663649401243	0.644156666666657	0.0182772749002072	0.0107359444444443	0.000304621248336786
GRNBoost2	union	1314.1	4.70106370941726	139516.4	123.50906399487	12245.6	123.50906399487	104.9	4.70106370941726	0.926074700493305	0.00331294130332434	0.0806895006655157	0.000813833924136937	0.0969185757887175	0.000836228350106397	0.17547182931025	0.00137364642237146	0.28512648705947	0.00149660562818701	1.108	0	554	0	3.86252832877925	0.0499334149375992	0.209706493646075	0.0137835366278482	0.0387847560435825	0.00538400057996559	0.229709226389411	0.00236744403754803	0.0758620689655172	0.00890340999128138	0	0	0.251956915450566	0.00229876701894658	38.6493999999994	1.09663649401243	0.644156666666657	0.0182772749002072	0.0107359444444443	0.000304621248336786
GRNBoost2	vote	949.8	6.26808494588968	150990.9	14.7757308523884	771.1	14.7757308523884	469.2	6.26808494588968	0.669344608879493	0.00441725507109914	0.0050809820640213	9.73612027542363e-05	0.551952422886722	0.00475150595166229	0.604993366624571	0.00362511045001748	0.603801516082392	0.00359852591955139	1.108	0	554	0	2.92310352009386	0.0690316565612201	0.561743895257017	0.0125199267426052	0.16759218843084	0.00924250180921145	0.686508179173721	0.0145135705014932	0.544827586206897	0.0656280571200929	0.787244538407329	0.0119800374908198	0.576996465009994	0.00593889780680753	38.6493999999994	1.09663649401243	0.644156666666657	0.0182772749002072	0.0107359444444443	0.000304621248336786
JRF	inet	1053.3	12.5348403349314	150119.3	155.727004723009	1642.7	155.727004723009	365.7	12.5348403349314	0.742283298097252	0.0088335731747226	0.0108241852374112	0.00102612646593356	0.391863337396526	0.0217591313414244	0.512529169277947	0.0172565561959971	0.533491622547549	0.0135684701964821	1.108	0	554	0	3.68803067674803	0.0540206371834718	0.32975292969163	0.0134307081550685	0.0778155637366537	0.00903976640752166	0.623160088844853	0.0207319202951645	0.18448275862069	0.0304651914498818	0.107892882311487	0.105179399069923	0.585082764169153	0.0256956237797317	1235.8398	10.8642996481331	20.59733	0.181071660802219	0.343288833333333	0.00301786101337032
JRF	union	1229.4	5.18973345494095	146910.1	51.5718484791418	4851.9	51.5718484791418	189.6	5.18973345494095	0.866384778012685	0.00365731744534245	0.031970453736772	0.000339820564298979	0.202172237232525	0.00167338008218759	0.327838639040241	0.00226245433624115	0.409410941652915	0.0021339574850591	1.108	0	554	0	3.79573679661695	0.0858694219659586	0.258846833878921	0.0159609508144241	0.0531690667314899	0.00951817819405271	0.38149394437411	0.00848813291349692	0.0982758620689655	0.00832837744033877	0	0	0.282506091626662	0.00171819701609003	1235.8398	10.8642996481331	20.59733	0.181071660802219	0.343288833333333	0.00301786101337032
