Subset_Size	Run	Predicted_Matrix	TP	TN	FP	FN	TPR	FPR	Precision	F1	MCC	Method	VI	NMI	ARI	Modularity	Communities	Density	Transitivity	Time_in_Seconds	Time_in_Minutes	Time_in_Hours	n_matrices
1	6	late	299	150090	1672	1120	0.210711768851304	0.0110172506951674	0.15169964485033	0.176401179941003	0.169748244925498	GENIE3	4.47334912483772	0.251409913062324	0.0442310076760639	0.511365002269742	0.258620689655172	0.610993657505285	0.149008662943619	NA	NA	NA	1
1	6	early	299	150090	1672	1120	0.210711768851304	0.0110172506951674	0.15169964485033	0.176401179941003	0.169748244925498	GENIE3	4.47334912483772	0.251409913062324	0.0442310076760639	0.511365002269742	0.258620689655172	0.610993657505285	0.149008662943619	NA	NA	NA	1
1	6	late	318	149145	2617	1101	0.224101479915433	0.0172441059026634	0.108347529812606	0.146072576940744	0.144556696011825	GRNBoost2	4.47694911808981	0.219838202217284	0.0334815379504435	0.379186803666063	0.206896551724138	0	0.124398712878881	NA	NA	NA	1
1	6	early	318	149145	2617	1101	0.224101479915433	0.0172441059026634	0.108347529812606	0.146072576940744	0.144556696011825	GRNBoost2	4.47694911808981	0.219838202217284	0.0334815379504435	0.379186803666063	0.206896551724138	0	0.124398712878881	NA	NA	NA	1
1	7	late	303	150066	1696	1116	0.213530655391121	0.0111753930496435	0.151575787893947	0.177296664716208	0.170816878383998	GENIE3	4.47127483395239	0.251628072131604	0.0389403887237604	0.511500509369614	0.258620689655172	0.591261451726568	0.144023468962045	NA	NA	NA	1
1	7	early	303	150066	1696	1116	0.213530655391121	0.0111753930496435	0.151575787893947	0.177296664716208	0.170816878383998	GENIE3	4.47127483395239	0.251628072131604	0.0389403887237604	0.511500509369614	0.258620689655172	0.591261451726568	0.144023468962045	NA	NA	NA	1
1	7	late	311	149359	2403	1108	0.219168428470754	0.0158340032419183	0.114591009579956	0.15049600774256	0.14765837276836	GRNBoost2	4.46958828160889	0.242867268022504	0.0358321515641851	0.381137076251969	0.241379310344828	0.0873854827343198	0.118140128327068	NA	NA	NA	1
1	7	early	311	149359	2403	1108	0.219168428470754	0.0158340032419183	0.114591009579956	0.15049600774256	0.14765837276836	GRNBoost2	4.46958828160889	0.242867268022504	0.0358321515641851	0.381137076251969	0.241379310344828	0.0873854827343198	0.118140128327068	NA	NA	NA	1
1	8	late	300	150106	1656	1119	0.211416490486258	0.01091182245885	0.153374233128834	0.177777777777778	0.171080686623571	GENIE3	4.40541798259275	0.274599457112905	0.0524531824394893	0.506151536214158	0.280701754385965	0.621564482029598	0.140743400894874	NA	NA	NA	1
1	8	early	300	150106	1656	1119	0.211416490486258	0.01091182245885	0.153374233128834	0.177777777777778	0.171080686623571	GENIE3	4.40541798259275	0.274599457112905	0.0524531824394893	0.506151536214158	0.280701754385965	0.621564482029598	0.140743400894874	NA	NA	NA	1
1	8	late	309	149158	2604	1110	0.217758985200846	0.0171584454606555	0.106076210092688	0.142659279778393	0.140702339996727	GRNBoost2	4.43918840687662	0.219036899870135	0.0419585674603628	0.368538552714773	0.228070175438597	0	0.125466317871349	NA	NA	NA	1
1	8	early	309	149158	2604	1110	0.217758985200846	0.0171584454606555	0.106076210092688	0.142659279778393	0.140702339996727	GRNBoost2	4.43918840687662	0.219036899870135	0.0419585674603628	0.368538552714773	0.228070175438597	0	0.125466317871349	NA	NA	NA	1
1	9	late	306	150075	1687	1113	0.215644820295983	0.011116089666715	0.153537380832915	0.17936694021102	0.172907858109606	GENIE3	4.37421325939852	0.260480989268714	0.0470813423334508	0.508800705971	0.224137931034483	0.595489781536293	0.148474121965671	NA	NA	NA	1
1	9	early	306	150075	1687	1113	0.215644820295983	0.011116089666715	0.153537380832915	0.17936694021102	0.172907858109606	GENIE3	4.37421325939852	0.260480989268714	0.0470813423334508	0.508800705971	0.224137931034483	0.595489781536293	0.148474121965671	NA	NA	NA	1
1	9	late	320	149097	2665	1099	0.225510923185342	0.0175603906116156	0.107202680067002	0.145322434150772	0.144122372991619	GRNBoost2	4.52042354112178	0.232217593709354	0.035024248181361	0.37214785488906	0.224137931034483	0	0.128425553329148	NA	NA	NA	1
1	9	early	320	149097	2665	1099	0.225510923185342	0.0175603906116156	0.107202680067002	0.145322434150772	0.144122372991619	GRNBoost2	4.52042354112178	0.232217593709354	0.035024248181361	0.37214785488906	0.224137931034483	0	0.128425553329148	NA	NA	NA	1
1	10	late	304	150044	1718	1115	0.214235377026075	0.0113203568745799	0.150346191889219	0.176692821854112	0.170325366919269	GENIE3	4.5059799525832	0.249876834273441	0.0385827377859912	0.500632925306284	0.241379310344828	0.575052854122622	0.144693972781694	NA	NA	NA	1
1	10	early	304	150044	1718	1115	0.214235377026075	0.0113203568745799	0.150346191889219	0.176692821854112	0.170325366919269	GENIE3	4.5059799525832	0.249876834273441	0.0385827377859912	0.500632925306284	0.241379310344828	0.575052854122622	0.144693972781694	NA	NA	NA	1
1	10	late	303	149159	2603	1116	0.213530655391121	0.0171518561958857	0.104267033723331	0.140115606936416	0.137903771947154	GRNBoost2	4.59200750330558	0.210078717623252	0.0193286364215847	0.365144879846565	0.224137931034483	0	0.11785365360386	NA	NA	NA	1
1	10	early	303	149159	2603	1116	0.213530655391121	0.0171518561958857	0.104267033723331	0.140115606936416	0.137903771947154	GRNBoost2	4.59200750330558	0.210078717623252	0.0193286364215847	0.365144879846565	0.224137931034483	0	0.11785365360386	NA	NA	NA	1
2	1	vote	65	151741	21	1354	0.0458069062720226	0.000138374560166577	0.755813953488372	0.0863787375415282	0.184697083653013	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	union	473	148447	3315	946	0.333333333333333	0.0218434127120096	0.124868004223865	0.181678509698483	0.192152751209327	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	inet	473	148447	3315	946	0.333333333333333	0.0218434127120096	0.124868004223865	0.181678509698483	0.192152751209327	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	early	515	150032	1730	904	0.362931642001409	0.011399428051818	0.229398663697105	0.281113537117904	0.280242021351415	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	vote	68	151711	51	1351	0.0479210711768851	0.000336052503261686	0.571428571428571	0.0884265279583875	0.163619774528094	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	union	482	146960	4802	937	0.339675828047921	0.0316416494247572	0.091218773656321	0.143816201700731	0.161700193215829	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	inet	444	147922	3840	975	0.312896405919662	0.025302776716174	0.103641456582633	0.155707522356654	0.167103010745062	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	early	561	148646	3116	858	0.395348837209302	0.020532149022812	0.152570029915692	0.220172684458399	0.234594818826926	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	vote	356	151343	419	1063	0.250880902043693	0.0027609019385617	0.459354838709677	0.324521422060164	0.335029159149824	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	union	563	149417	2345	856	0.396758280479211	0.0154518258852677	0.193603851444292	0.260226484862491	0.267675853339008	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	1	inet	402	151177	585	1017	0.283298097251586	0.00385471989035463	0.407294832826748	0.334164588528678	0.334587103966788	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	vote	55	151742	20	1364	0.0387596899224806	0.00013178529539674	0.733333333333333	0.0736278447121821	0.167281198719551	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	union	464	148511	3251	955	0.326990838618746	0.02142169976674	0.124899057873486	0.180755746007012	0.190296847416655	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	inet	464	148511	3251	955	0.326990838618746	0.02142169976674	0.124899057873486	0.180755746007012	0.190296847416655	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	early	512	150043	1719	907	0.360817477096547	0.0113269461393498	0.229493500672344	0.280547945205479	0.279474242748672	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	vote	72	151714	48	1347	0.0507399577167019	0.000316284708952175	0.6	0.0935672514619883	0.17265704347602	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	union	516	146774	4988	903	0.363636363636364	0.0328672526719469	0.09375	0.149068322981366	0.170255841327849	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	inet	415	148552	3210	1004	0.29245947850599	0.0211515399111767	0.11448275862069	0.164551942902458	0.17099337880135	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	early	562	148598	3164	857	0.396053558844257	0.0208484337317642	0.150831991411702	0.21846452866861	0.233326910543256	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	vote	354	151318	444	1065	0.249471458773784	0.00292563355780762	0.443609022556391	0.319350473612991	0.32809579624256	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	union	571	149354	2408	848	0.402396053558844	0.0158669495657675	0.191675058744545	0.259663483401546	0.268152474527315	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	2	inet	400	151123	639	1019	0.281888653981677	0.00421054018792583	0.384985563041386	0.32546786004882	0.324102241537358	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	vote	64	151743	19	1355	0.0451021846370684	0.000125196030626903	0.771084337349398	0.085219707057257	0.185156638581696	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	union	476	148409	3353	943	0.335447498238196	0.0220938047732634	0.124314442413163	0.18140243902439	0.192291165561911	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	inet	476	148409	3353	943	0.335447498238196	0.0220938047732634	0.124314442413163	0.18140243902439	0.192291165561911	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	early	520	150054	1708	899	0.36645525017618	0.0112544642268816	0.233393177737882	0.285165889772416	0.284228857223912	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	vote	60	151725	37	1359	0.0422832980972516	0.000243802796483968	0.618556701030928	0.079155672823219	0.160095617642197	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	union	465	147081	4681	954	0.3276955602537	0.0308443483876069	0.0903614457831325	0.141660319878142	0.157831778257154	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	inet	438	147595	4167	981	0.308668076109937	0.0274574662959107	0.095114006514658	0.145418326693227	0.157766674856274	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	early	548	148721	3041	871	0.386187455954898	0.0200379541650743	0.152688771245472	0.218849840255591	0.231894395418732	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	vote	356	151340	422	1063	0.250880902043693	0.00278066973287121	0.457583547557841	0.32407828857533	0.334359242605005	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	union	556	149401	2361	863	0.391825229034531	0.0155572541215851	0.19060678779568	0.256457564575646	0.263738958653565	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	3	inet	411	151157	605	1008	0.289640591966173	0.00398650518575137	0.404527559055118	0.337577002053388	0.33713894310035	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	vote	56	151746	16	1363	0.0394644115574348	0.000105428236317392	0.777777777777778	0.0751173708920188	0.173960233460842	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	union	469	148521	3241	950	0.330514446793517	0.0213558071190417	0.126415094339623	0.182881653343732	0.192658724727993	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	inet	469	148521	3241	950	0.330514446793517	0.0213558071190417	0.126415094339623	0.182881653343732	0.192658724727993	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	early	515	150064	1698	904	0.362931642001409	0.0111885715791832	0.232715770447357	0.283590308370044	0.282400272135413	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	vote	69	151713	49	1350	0.0486257928118393	0.000322873973722012	0.584745762711864	0.0897852960312297	0.166789988653285	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	union	479	146954	4808	940	0.337561663143058	0.0316811850133762	0.0905995838850009	0.142857142857143	0.160525690216538	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	inet	384	148694	3068	1035	0.27061310782241	0.0202158643138599	0.111239860950174	0.157667830014371	0.161626997956161	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	early	570	148545	3217	849	0.40169133192389	0.0211976647645656	0.150514919461315	0.218978102189781	0.234750172947388	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	vote	359	151333	429	1060	0.252995066948555	0.00282679458626006	0.455583756345178	0.325328500226552	0.335011202458777	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	union	560	149427	2335	859	0.394644115574348	0.0153859332375694	0.193436960276339	0.259619842373667	0.266823533333938	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	4	inet	404	151181	581	1015	0.284707540521494	0.00382836283127529	0.410152284263959	0.336106489184692	0.336645279332868	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	vote	66	151742	20	1353	0.0465116279069767	0.00013178529539674	0.767441860465116	0.0877076411960133	0.187573835845935	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	union	478	148488	3274	941	0.336856941508104	0.0215732528564463	0.127398720682303	0.184877199767937	0.195400360833131	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	inet	478	148488	3274	941	0.336856941508104	0.0215732528564463	0.127398720682303	0.184877199767937	0.195400360833131	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	early	515	150074	1688	904	0.362931642001409	0.0111226789314848	0.233772128915116	0.284373274434014	0.283084138205933	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	vote	64	151718	44	1355	0.0451021846370684	0.000289927649872827	0.592592592592593	0.0838244924688933	0.161736619514561	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	union	482	146962	4800	937	0.339675828047921	0.0316284708952175	0.0912533131389625	0.143859125503656	0.161736629464825	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	inet	470	147215	4547	949	0.331219168428471	0.0299613869084488	0.093681482957943	0.146053449347421	0.162150239457207	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	early	553	148552	3210	866	0.389711064129669	0.0211515399111767	0.146957214988041	0.213431107680432	0.228092911249542	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	vote	354	151337	425	1065	0.249471458773784	0.00280043752718072	0.454428754813864	0.322111010009099	0.332220775906365	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	union	558	149423	2339	861	0.39323467230444	0.0154122902966487	0.19261304798067	0.258572752548656	0.265723387067331	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	5	inet	408	151106	656	1011	0.287526427061311	0.00432255768901306	0.383458646616541	0.328634716069271	0.326672225509761	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	vote	65	151740	22	1354	0.0458069062720226	0.000144963824936414	0.747126436781609	0.0863213811420983	0.183606642588392	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	union	462	148420	3342	957	0.325581395348837	0.0220213228607952	0.121451104100946	0.176909821941413	0.186876738355602	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	inet	462	148420	3342	957	0.325581395348837	0.0220213228607952	0.121451104100946	0.176909821941413	0.186876738355602	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	early	508	150051	1711	911	0.35799859055673	0.0112742320211911	0.228931951329428	0.279274326553051	0.277999874694531	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	vote	63	151708	54	1356	0.0443974630021142	0.000355820297571197	0.538461538461538	0.08203125	0.152723816220769	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	union	472	146994	4768	947	0.332628611698379	0.0314176144225827	0.0900763358778626	0.141763027481604	0.158757270639201	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	inet	423	148058	3704	996	0.298097251585624	0.0244066367074762	0.102495759631694	0.152542372881356	0.161936061183701	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	early	565	148650	3112	854	0.398167723749119	0.0205057919637327	0.15365787326625	0.221742543171115	0.236375634429964	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	vote	359	151326	436	1060	0.252995066948555	0.00287291943964892	0.451572327044025	0.324299909665763	0.33347921320514	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	union	551	149387	2375	868	0.38830162085976	0.0156495038283628	0.188311688311688	0.253624856156502	0.260810267069479	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	6	inet	406	151116	646	1013	0.286116983791402	0.00425666504131469	0.385931558935361	0.328611898016997	0.326958612671239	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	vote	68	151738	24	1351	0.0479210711768851	0.000158142354476088	0.739130434782609	0.0900066181336863	0.186765975896797	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	union	475	148414	3348	944	0.334742776603242	0.0220608584494142	0.124247972796233	0.181228538725677	0.192025582896954	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	inet	475	148414	3348	944	0.334742776603242	0.0220608584494142	0.124247972796233	0.181228538725677	0.192025582896954	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	early	518	150042	1720	901	0.365045806906272	0.0113335354041196	0.231456657730116	0.283292316106098	0.28241406100807	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	vote	58	151716	46	1361	0.0408738548273432	0.000303106179412501	0.557692307692308	0.0761654629021668	0.149215555248643	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	union	491	146962	4800	928	0.346018322762509	0.0316284708952175	0.0927990927990928	0.146348733233979	0.164931250662078	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	inet	411	148411	3351	1008	0.289640591966173	0.0220806262437237	0.109250398724083	0.15865662999421	0.165608087433799	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	early	561	148506	3256	858	0.395348837209302	0.0214546460905892	0.146974063400576	0.214285714285714	0.229793314055038	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	vote	359	151304	458	1060	0.252995066948555	0.00301788326458534	0.439412484700122	0.321109123434705	0.328791724564869	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	union	572	149359	2403	847	0.403100775193798	0.0158340032419183	0.192268907563025	0.260355029585799	0.268841201914491	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	7	inet	414	151102	660	1005	0.291754756871036	0.00434891474809241	0.385474860335196	0.332129963898917	0.329983001927605	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	vote	59	151747	15	1360	0.0415785764622974	9.88389715475547e-05	0.797297297297297	0.0790354989953115	0.180840348073197	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	union	460	148448	3314	959	0.324171952078929	0.0218368234472398	0.121886592474828	0.177161563643366	0.186842172743806	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	inet	460	148448	3314	959	0.324171952078929	0.0218368234472398	0.121886592474828	0.177161563643366	0.186842172743806	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	early	514	150038	1724	905	0.362226920366455	0.011359892463199	0.229669347631814	0.281104730653541	0.280142336603629	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	vote	61	151710	52	1358	0.0429880197322058	0.000342641768031523	0.539823008849557	0.0796344647519582	0.15047462187623	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	union	466	147120	4642	953	0.328400281888654	0.0305873670615833	0.091229444009397	0.142791481538226	0.15891059860882	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	inet	455	147306	4456	964	0.320648343904158	0.0293617638143936	0.092649154958257	0.143759873617694	0.158409631670922	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	early	546	148635	3127	873	0.384778012684989	0.0206046309352802	0.148652327797441	0.214454045561665	0.228054285282342	GRNBoost2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	vote	361	151324	438	1058	0.254404510218464	0.0028860979691886	0.451814768460576	0.325518485121731	0.33450474051024	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	union	560	149386	2376	859	0.394644115574348	0.0156560930931327	0.190735694822888	0.257175660160735	0.264801330863504	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	8	inet	410	151080	682	1009	0.288935870331219	0.00449387857302882	0.375457875457875	0.326563122262047	0.323896464923765	JRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2	9	vote	62	151743	19	1357	0.04369274136716	0.000125196030626903	0.765432098765432	0.0826666666666667	0.181553951357064	GENIE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
