Method	Predicted_Matrix	TP_mean	TP_sd	TN_mean	TN_sd	FP_mean	FP_sd	FN_mean	FN_sd	TPR_mean	TPR_sd	FPR_mean	FPR_sd	Precision_mean	Precision_sd	F1_mean	F1_sd	MCC_mean	MCC_sd	Ratio_mean	Ratio_sd	p_mean	p_sd	VI_mean	VI_sd	NMI_mean	NMI_sd	ARI_mean	ARI_sd	Modularity_mean	Modularity_sd	Communities_mean	Communities_sd	Density_mean	Density_sd	Transitivity_mean	Transitivity_sd	Time_in_Seconds_mean	Time_in_Seconds_sd	Time_in_Minutes_mean	Time_in_Minutes_sd	Time_in_Hours_mean	Time_in_Hours_sd
GENIE3	early	93	NA	3196	NA	31	NA	1	NA	0.98936170212766	NA	0.0096064456151224	NA	0.75	NA	0.853211009174312	NA	0.857035577767761	NA	0.164	NA	82	NA	0.973184815342152	NA	0.810379585009661	NA	0.523937730164463	NA	0.826115550175133	NA	0.523809523809524	NA	0.680851063829787	NA	0.574639733957384	NA	60.964	NA	1.01606666666667	NA	0.0169344444444444	NA
GENIE3	inet	89	NA	3161	NA	66	NA	5	NA	0.946808510638298	NA	0.020452432599938	NA	0.574193548387097	NA	0.714859437751004	NA	0.728316351616742	NA	0.164	NA	82	NA	1.60620848991772	NA	0.661836556280749	NA	0.347565886441917	NA	0.668890557912534	NA	0.333333333333333	NA	0.351063829787234	NA	0.308614384396587	NA	44.819	NA	0.746983333333333	NA	0.0124497222222222	NA
GENIE3	union	89	NA	3161	NA	66	NA	5	NA	0.946808510638298	NA	0.020452432599938	NA	0.574193548387097	NA	0.714859437751004	NA	0.728316351616742	NA	0.164	NA	82	NA	1.24910801356917	NA	0.750535228551457	NA	0.475453103687598	NA	0.669646099665206	NA	0.428571428571429	NA	0.351063829787234	NA	0.308614384396587	NA	44.819	NA	0.746983333333333	NA	0.0124497222222222	NA
GENIE3	vote	72	NA	3226	NA	1	NA	22	NA	0.765957446808511	NA	0.000309885342423303	NA	0.986301369863014	NA	0.862275449101796	NA	0.866009931968321	NA	0.164	NA	82	NA	0.461391500366936	NA	0.923072450764113	NA	0.681336117653693	NA	0.968013584607501	NA	0.714285714285714	NA	0.776595744680851	NA	0.884510869565217	NA	44.819	NA	0.746983333333333	NA	0.0124497222222222	NA
GRNBoost2	early	94	NA	2908	NA	319	NA	0	NA	1	NA	0.0988534242330338	NA	0.227602905569007	NA	0.370808678500986	NA	0.452883626319304	NA	0.164	NA	82	NA	2.35809966549769	NA	0.499958973840016	NA	0.153086476892211	NA	0.307928537545966	NA	0.333333333333333	NA	0	NA	0.288164091981695	NA	3.21899999999994	NA	0.053649999999999	NA	0.000894166666666649	NA
GRNBoost2	inet	90	NA	3109	NA	118	NA	4	NA	0.957446808510638	NA	0.0365664704059498	NA	0.432692307692308	NA	0.596026490066225	NA	0.630297206094985	NA	0.164	NA	82	NA	1.81710953491831	NA	0.622252049874633	NA	0.244235470301935	NA	0.539450659882781	NA	0.380952380952381	NA	0	NA	0.273532948066555	NA	7.827	NA	0.13045	NA	0.00217416666666667	NA
GRNBoost2	union	93	NA	2989	NA	238	NA	1	NA	0.98936170212766	NA	0.0737527114967462	NA	0.280966767371601	NA	0.437647058823529	NA	0.506901839147637	NA	0.164	NA	82	NA	2.31328493948727	NA	0.497816556300279	NA	0.138389037535861	NA	0.362597521824886	NA	0.285714285714286	NA	0	NA	0.23345167289102	NA	7.827	NA	0.13045	NA	0.00217416666666667	NA
GRNBoost2	vote	61	NA	3221	NA	6	NA	33	NA	0.648936170212766	NA	0.00185931205453982	NA	0.91044776119403	NA	0.75776397515528	NA	0.763261052700209	NA	0.164	NA	82	NA	0.801418759218335	NA	0.866375029511492	NA	0.520743707852459	NA	0.996545978240476	NA	0.619047619047619	NA	0.712765957446808	NA	0.4824604743083	NA	7.827	NA	0.13045	NA	0.00217416666666667	NA
JRF	inet	88	NA	3181	NA	46	NA	6	NA	0.936170212765957	NA	0.014254725751472	NA	0.656716417910448	NA	0.771929824561403	NA	0.776982235100752	NA	0.164	NA	82	NA	1.13384427753237	NA	0.773526874093293	NA	0.487153034460365	NA	0.764184384408855	NA	0.428571428571429	NA	0.574468085106383	NA	0.400978260869565	NA	395.144	NA	6.58573333333333	NA	0.109762222222222	NA
JRF	union	89	NA	3170	NA	57	NA	5	NA	0.946808510638298	NA	0.0176634645181283	NA	0.60958904109589	NA	0.741666666666667	NA	0.75162052736625	NA	0.164	NA	82	NA	1.48019709504686	NA	0.695940309471745	NA	0.36439856274039	NA	0.713981318333697	NA	0.380952380952381	NA	0.446808510638298	NA	0.354542979032404	NA	395.144	NA	6.58573333333333	NA	0.109762222222222	NA
JRF	vote	78	NA	3226	NA	1	NA	16	NA	0.829787234042553	NA	0.000309885342423303	NA	0.987341772151899	NA	0.901734104046243	NA	0.902709243298465	NA	0.164	NA	82	NA	0.273736855118123	NA	0.952885921477109	NA	0.848898050895804	NA	0.986118311710585	NA	0.857142857142857	NA	0.840425531914894	NA	0.705751454981171	NA	395.144	NA	6.58573333333333	NA	0.109762222222222	NA
