TRAPPC6A	CD74	CD4	GABARAPL2	LCP2	ICAM3	LAPTM4A	MRPS34	NDUFB4	PPP1R15A	UQCRC1	PSMD8	ATP5F1D	NDUFB7	MIF	SF3A1	SNRPD3	TOMM22	XBP1	MYH9	EIF3D	ST13	RBX1	PAPOLA	EIF5	APEX1	NFKBIA	PSME2	PNN	RNF125	NUTF2	POLR2C	NME3	PSMD7	STUB1	CSK	EIF3E	HNRNPL	RELB	SF3A2	FBL	POLR2I	TGFB1	CDC37	FIS1	SEC61B	PFN1	DDX5	NFKB1	IL10RA	CD69	ARPC3	CDKN1B	ARHGDIB	CNOT2	KRR1	COX6A1	SRSF9	KLRB1	SNX3	SKP1	NR3C1	CRBN	EIF1B	SF3B6	NDUFS7	PPP1R7	ODC1	SYF2	RPN2	CLTA	SRGN	ADGRE5	SEC61A1	SNRPA	ATP5F1E	SNRPC	SSR1	IRF1	PTGER2	THOC2	FOSB	CDC25B	S1PR4	UBA2	HCST	CCR7	CANX	EIF3K	TUBA4A	HSPB1	RAC2	PMPCB	LSM8	NEDD8	DAD1	RAP1B	NDUFA2	MRPL34	LSM7	NDUFA10	JUND	EIF2S3	EIF3G	RBM39	FUS	SNRPA1	DNAJB1	SMARCC1	H3F3B	MED10	LAMTOR5	SLC38A2	CCT7	COX5B	GYPC	DCTN3	HLA-F	WBP11	CCND2	PSMA6	CYBA	ANAPC5	RAB11A	RBM25	ATP5F1B	RBL2	PSMB1	TMED2	YY1	ELOB	SLC9A3R1	ACIN1	EPC1	CAPZA1	UFD1	ACTR3	NAPA	IL27RA	BIRC3	SPCS2	VAMP8	DARS	ARID4B	NOP58	STAT3	SDHA	PDCD6	XRN1	ZAP70	LEF1	UBE2B	AFF4	EIF4H	CD27	SNRPF	ITGB7	EMC4	BNIP2	SRP14	IQGAP1	UQCRC2	NDUFB10	NCOR1	TXNL4A	IFNAR1	SOD1	PSMB6	PSMA5	SF3B4	S100A11	UBXN4	CTDSP1	RNF7	FTH1	CENPC	NDUFS6	NHP2	CCT6A	NDUFB11	NONO	NDUFB9	ATM	LAMTOR1	AIP	PPP4C	PDCD4	USP15	DENR	RILPL2	NDUFC2	CAMK4	NIPBL	SMARCA5	RANBP2	ATP5MC3	WHAMM	CCT8	UBE2L6	KPNB1	BTG2	CALM3	ATP5MF	POLR2J	BAX	NCKAP1L	UBXN1	ARPC5	KRTCAP2	ARPC2	CCT3	SSR2	TRAT1	STT3B	MRPL33	RPN1	H2AFZ	HMGB2	NPM1	CAMLG	RAD21	ARF6	COPS2	CCT2	HSP90B1	PPIB	PDIA3	SNRPD1	NFATC3	ATP5MG	CD3D	RAB8A	ATP5PD	SRRM2	POLR2G	POLR1D	TMED10	JUNB	RNF139	COPS6	SRP9	GNB2	PCBP1	ATP5ME	IL7R	FOS	UQCRFS1	GABARAP	KIF5B	BPTF	DDIT4	HIST1H1E	CYCS	DRAP1	GCC2	EEF2	H2AFV	MRPL11	UQCRH	PSMD2	PSMC5	MRPL57	RSF1	REST	ELMO1	CFLAR	TAF7	GNAI2	PABPC1	HNRNPD	PRKDC	CD46	NDUFS8	ANXA2R	TLN1	UBE2N	BIN1	SNRNP200	CYC1	SSR4	COX5A	TNIP1	MRPS24	NCL	SF3B2	PKM	HCLS1	CALR	COX8A	TUFM	GADD45GIP1	NDUFAF3	POLR2L	HSPA5	ZYX	PPP2R1A	CD28	PTPRCAP	SRSF7	PSMG2	PPP1CA	SRRM1	EIF4A2	IMP3	NDUFV2	SMDT1	ATP6V0C	SOCS3	NSMCE3	NDUFA12	MORF4L1	IKZF1	MRPL54	EEF1G	NAA38	UQCR10	BSG	GNG2	HSP90AA1	SF3B1	TUBA1B	ARHGEF1	UXT	PSMF1	SKAP1	MTDH	UBE2G2	TUBB	EEF1A1	NDUFA4	MRPL43	UBE2V1	MRPL20	TRADD	SEPT6	PPP1CC	HNRNPA1	PRDX6	SNRPD2	AURKAIP1	CD5	SP100	EPB41	ARPC5L	CTSB	ANXA2	TAP1	THRAP3	FYN	HNRNPA2B1	UBE2I	RAC1	RBCK1	DYNC1H1	PPP4R2	ATP5F1C	HNRNPH1	ITGAL	DYNLRB1	ANAPC11	FXR1	RAD23B	SYNE2	TOMM7	CASP8	PSMB10	MAX	UBL5	XRCC6	PCBP2	DNMT1	G3BP2	MSN	STAT1	CD3E	AKAP13	CD247	SMC5	ILF2	CNOT7	CD47	CNST	TOMM20	PARP1	TPR	SF3B5	CACYBP	LMNA	DAP3	ADAR	S100A6	S100A10	BUB3	MCL1	TIAL1	EIF3A	CD2	BCAS2	SYNCRIP	RAP1A	ATP5PB	KCNA3	ATP5MD	EMD	FLNA	COX7A2	GTF2B	GNG5	PSMA7	SERBP1	JUN	NDUFA1	MRPL41	MAGOH	HSP90AB1	SLC25A5	PAXX	YBX1	VDAC2	SET	STK4	YWHAB	ANXA7	MRPS15	RBBP4	PIM1	HDAC1	EIF3I	SRSF3	SRSF4	PHF20	ATP6V1G1	IL2RG	TXN	IGBP1	PSMB9	PSMB8	UPF3A	LSM2	HLA-C	UBQLN1	HLA-E	WAS	SF1	HIST1H4C	ACTR2	COX7A2L	UQCRQ	OPTN	EIF1AX	BTF3	BNIP3L	TMSB4X	SLC25A6	LSP1	YWHAQ	PSME1	SQSTM1	SUMO1	SRSF2	WIPF1	GRB2	ATP5MC1	G3BP1	CCT4	PPP1CB	YWHAZ	ITGB1	GTF2A2	TSPO	TAX1BP1	HLA-A	ITGA4	SH3KBP1	ITGB2	UBE2D2	ATP5F1A	MRPS6	ROCK1	SNU13	BUD31	PRPF40A	CXCR4	UBA52	SEC61G	RBM17	EIF4B	NDUFA11	PPP1R12A	ARPC1B	ATP5PF	SEPT9	CYLD	STRAP	IK	PSMD13	HLA-B	DDOST	CAPZB	RANBP1	SUMO2	PRMT1	LSM5	DNTTIP2	PTPRC	ATP6V0E2	PPP2R5C	SNRPB	PSMA1	DDX46	ATP6V1F	NDUFA3	PSMD6	NDUFB2	EIF1	NDUFA13	COX7C	OSTC	SPCS3	WDR1	TCEA1	ATP6V0E1	EIF3H	UQCRB	EIF3F	BRK1	CFL1	CLNS1A	ATP6V0B	HIF1A	UBC	PHB2	LSM14A	MYL6	PPP4R3A	SEC11A	COX4I1	RNPS1	PRPF8	SUPT5H	TRAPPC1	CD44	CD82	CD3G	IL16	CALCOCO2	LAT	ITK	ICAM2	LAPTM5	MRPS21	NDUFAB1	UQCR11	PSMB3	SEM1	ADRM1	ATP5MPL	HTATSF1	LSM4	ERH	CWC15	SNRNP70	TOMM5	ACTG1	MYL12B	RACK1	EIF3M	FBXW5	ELOC	ANP32A	ARRB2	REL	SAP18	RAN	POLR2E	NME2	PAG1	SETD2	PTBP1	ILF3	AATF	TGFBR2	PTGES3	BCAP31	DDX17	KLF2	NFKBIZ	S1PR1	RHOA	CCND3	TOB1	CLEC2D	VPS29	FBXO7	GSPT1	OAZ1	TMEM258	CLTB	CD55	SEC62	PTGER4	SUMO3	CCL5	TAPBP	TUBB4B	PLEC	RASSF5	EIF2A	SRSF10	SFPQ	BCL7B	KMT2E	MORC3	NSD3	CHD1	KMT2A	MPHOSPH8	ATRX	CBX3	MED15	LAMTOR4	SLC38A1	DCTN2	ANAPC16	RAB11B	SH3BP5	TMED9	ANP32E	MEAF6	VCP	IL6ST	SEC11C	STX16	AIMP1	SDHC	SEC31A	XRN2	SIVA1	EMC10	BCL2	TRAC	ANXA1	ARIH2	FTL	PFDN5	XRCC5	PPP4R3B	MFF	WAPL	BAZ2A	MAD1L1	LBR	MARCKSL1	MBP	FKBP1A	WASF2	HMGB1	ARF1	TESPA1	OS9	CRTAP	NFATC2	APH1A	HM13	SRPRA	GNAS	TXNIP	DR1	RAB6A	EIF5A	RHOG	CSDE1	PAIP2	APBB1IP	OTUB1	DNM2	C9orf78	RBM8A	TNFAIP3	GPX4	ERN1	PPP2CA	TOX4	EIF4G2	MCUB	RNASEK	NSMCE1	ASH1L	EEF1D	NAA10	SLC3A2	PPIA	HSF1	KIF2A	SND1	UBE2J1	AUP1	PELI1	TNFRSF25	SEPT2	HNRNPC	GSTP1	ADD3	AHNAK	BCLAF1	PTPRA	PAFAH1B1	DYNLL1	HNRNPF	PUF60	RAD23A	SUN2	MAPRE1	RBMX	ANXA11	ZNF207	TNKS2	CD48	KCNAB2	VDAC3	FAM96B	EWSR1	MOB1A	CHD3	PIM2	MIER1	TRA2B	POMP	SMG1	H2AFY	GMFG	GTF3A	NACA	PIK3R1	USP10	MYCBP2	U2SURP	PSMD9	ATF7IP	SEMA4D	PHB	DDX6
TRAPPC6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.958	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.946	0.964	0.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABARAPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995	0	0	0.997	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993	0.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICAM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
